word,phonemes,label
drugarica,start D R G AE R,IH
provokacija,start,P
gro,start G R,stop
saučešće,start S UW,CH
dugotrajan,start D G OH,T
reporterka,start R EH P R T EH R K,AE
kožar,start,K
ispeći,start S P EH,IH
zrakoplovac,start Z R AE K OH P,L
rima,start R,M
neprofitan,start N P R,OH
dilkuša,start D L K,UW
neprestance,start N P R EH S T AE N,EH
traumatičan,start T,R
ruralnost,start R UW R,L
efemeran,start F EH M,EH
tehnološki,start T EH N,L
dostupan,start D,S
zlonamjerno,start Z L OH N,M
bjekstvo,start B Y K S,T
kapitalistički,start K AE P IH T AE L S T IH T,SH
kolovoški,start K L OH OH SH,K
etaža,start EH T,ZH
grkinja,start G,R
bazen,start B Z EH N,stop
raznostraničan,start R AE Z,N
amortizacijski,start AE,M
magijski,start M G IH,Y
kitolovac,start K IH T,OH
kras,start,K
ukotvljivati,start UW K OH T AE,T
bešavan,start B SH AE AE,N
šiptar,start SH P T AE R,stop
jurišati,start Y UW R SH AE,T
amaterizam,start AE M AE T EH R,Z
nabavljač,start N AE B AE CH,stop
faliti,start F L IH,T
razoriti,start R AE Z R,IH
nevidljivo,start N EH D,IH
heretisanje,start EH R EH T IH S,AE
sablastan,start S B L AE,S
berberski,start B R B EH,R
izomorfan,start IH Z OH M R F AE,N
potrošač,start P OH T R SH AE,CH
transcendentan,start T R AE N S EH N D N T,AE
aklimatizacioni,start K L IH M AE T IH Z AE IH OH N,IH
vatrogasac,start AE T R OH,G
savjetnik,start S Y EH T N,IH
šircenjeger,start SH R EH EH G EH,R
zlobnik,start,Z
razbacati,start R AE Z,B
ušteda,start SH T EH D AE,stop
pozornik,start P Z,OH
ogrebotina,start OH G R EH,B
samobitan,start S M OH B,IH
kadenca,start K AE,D
krijumčarstvo,start K R IH Y,UW
astronomijski,start AE S T R OH N M IH,Y
ihtiolog,start IH,T
neskromnost,start N S K R OH M N OH S T,stop
dinosaurus,start D,IH
ispiliti,start IH S P L IH,T
diktatorica,start D K,T
agronom,start AE G,R
podgorica,start P D G OH R,IH
panenteizam,start P AE N EH N T EH,Z
uvjetan,start Y EH T,AE
bezimeno,start B Z IH,M
formalist,start F,OH
dotepuh,start,D
ćilimarstvo,start IH L IH,M
histeričan,start IH S T R IH CH,AE
nadopunjavati,start N AE D OH P UW AE,T
trolist,start T,R
kdo,start G D OH,stop
procurivati,start P R OH UW R AE T IH,stop
jardževan,start Y AE R JH AE,N
napraviti,start N AE P R AE,IH
kalkulirati,start K AE L K,UW
teist,start T,IH
zatražiti,start Z AE T R ZH,IH
galantnost,start,G
materijalno,start M T EH R IH,Y
renesansa,start R EH N EH,S
drška,start D R SH K,AE
olako,start L,AE
protuletje,start P R OH T UW L EH T,Y
strategija,start S T,R
licemerje,start L EH M,EH
tiskarstvo,start T IH S K R S T OH,stop
sanjalac,start S AE L,AE
vojvodina,start Y OH D IH N AE,stop
tragičar,start T R G IH CH AE R,stop
kurziv,start K,R
oslobodilac,start OH S,L
farmakolog,start F,AE
tercijaran,start T R IH Y AE R AE N,stop
krotko,start K R,T
mangan,start M N G AE N,stop
prikaz,start P R K AE Z,stop
noću,start,N
zlorabiti,start Z L OH R B IH,T
tornado,start T R N AE D OH,stop
pristojno,start P R S T OH Y N OH,stop
transmisijski,start T R AE N S M S,IH
bašča,start B SH CH,AE
punoljetan,start P,N
pogodak,start P G,OH
neuropsihofarmakologija,start N EH UW R OH P S IH OH F AE R M AE K,OH
naivčina,start N AE CH IH N AE,stop
griža,start G R ZH,AE
sudba,start S D,B
bibliotekarski,start B IH B L IH OH T K,AE
refleksivno,start R F L EH K S,IH
dekada,start,D
uzgojiti,start UW Z G Y IH,T
pluto,start P L T OH,stop
nekoliko,start,N
reflektor,start R F L EH K T OH,R
abidjanski,start AE,B
dva,start D,stop
kromosomski,start K,R
speleologija,start,S
razgovorljivost,start,R
uplivati,start,P
štil,start SH T,L
galaktika,start G AE,L
bahatost,start B AE,T
čuvar,start,CH
beton,start B T OH,N
indolentnost,start IH N D OH L N T N OH,S
suez,start S EH,Z
sokna,start S K N,AE
podstaviti,start P D,S
aeroplanski,start EH R OH P L AE,N
nevjernički,start N Y EH R N IH,CH
tricikl,start,T
rubac,start R B,AE
hlad,start,L
uskratiti,start UW S K R T,IH
raznosač,start R,AE
ravnodušan,start R AE N D UW SH AE N,stop
raspoloviti,start R AE S P,OH
buća,start B,AE
okrutno,start K R UW T N OH,stop
čudotvorno,start,CH
kraljevičanin,start K R EH IH CH AE N IH N,stop
krstjanin,start K S T Y AE N IH N,stop
neurološki,start N EH UW R L OH SH K IH,stop
antički,start N T IH CH K,IH
kapirati,start K AE P,R
renovirati,start,R
olimpijski,start OH L M P IH Y S K IH,stop
jestivo,start Y S T,IH
nadmašiti,start N D M AE SH IH T IH,stop
termosfera,start T EH R M OH,S
podmornički,start P D M OH R N IH CH K IH,stop
opirati,start OH P IH R AE T IH,stop
hibridan,start B R IH,D
nejasno,start N Y,AE
čap,start T SH P,stop
sinžir,start S N ZH IH R,stop
lukrativno,start,L
nelagodan,start N L AE G OH D AE N,stop
slatkorječiv,start S L,AE
linč,start L,N
optuženik,start,OH
špahtla,start SH,P
reflektor,start R F L EH K T,OH
spada,start S,P
reformator,start R EH,F
rekreacija,start R EH K R EH IH Y,AE
lahor,start L OH,R
atomizirati,start AE T OH M IH,Z
tajnost,start T Y,N
sažeti,start S ZH,EH
isploviti,start IH S P L IH T,IH
borben,start B R,B
mirno,start M R N,OH
soliti,start S,L
gricnuti,start G R N UW T IH,stop
zabundati,start Z B UW,N
jubilej,start Y UW B L EH Y,stop
prosudba,start P R S UW D B AE,stop
minđuha,start,M
proso,start P R S OH,stop
firma,start F,R
zaklada,start Z K L AE,D
individualistički,start IH N D IH,IH
iregularan,start,R
efektivan,start,F
jugoistočni,start,Y
gvatemalski,start G AE T,M
zamotuljak,start Z AE M OH T AE,K
porodični,start P R OH D IH CH,N
oblizivati,start,OH
sijed,start,S
sintetizirati,start S IH N,T
poručiti,start P OH R CH IH T,IH
jemen,start Y M,EH
samozadovoljstvo,start S,AE
svratište,start S R,T
kvislinški,start K S L IH,N
talent,start,T
reinkarnacija,start R EH IH NG K AE R N IH Y,AE
aneksionistički,start AE N EH K S IH OH N S T,IH
kajmak,start K Y M,AE
impulzivnost,start IH M P UW L Z N OH,S
integracija,start IH N T EH G R IH,Y
tigrica,start T G R IH,AE
tamneti,start T M,N
neizvjesnost,start N IH,Z
sidvester,start S D EH,S
zabubnjati,start Z,AE
kipjeti,start K,P
dezinformacija,start D EH Z IH N F OH R M IH Y AE,stop
začahurivati,start Z AE CH AE UW R AE T,IH
janjeći,start Y EH,IH
obvezati,start,OH
pričiniti,start P,R
probirljiv,start P R OH B R,IH
izbijati,start IH Z B Y,AE
prijestup,start,P
rajsferšlus,start R,Y
obrazovati,start,B
krivičar,start K R IH CH,AE
terapija,start T EH R P IH,Y
nagrizati,start N AE G R Z AE,T
obrazovan,start B,R
materijalan,start M T,EH
darovitost,start D AE R IH,T
krfski,start,K
hercegovac,start R EH G,OH
servisirati,start S EH R IH S R AE,T
biseksualnost,start B,IH
tržišni,start T R ZH IH SH N,IH
prestupnik,start P R S T,UW
kauzativan,start,K
riblji,start R,B
merilo,start,M
tmuran,start T M R,AE
razočarenje,start R AE Z OH CH AE R,EH
volovski,start L,OH
izmisliti,start Z M IH,S
besposličarski,start B S,P
badava,start B AE,D
fenicija,start F EH,N
patricijski,start P AE T R T S,IH
magnetni,start M G N EH T,N
tipkati,start T P K AE T,IH
nenametljiv,start N EH N,AE
oman,start,M
pripadnost,start P R P,AE
treperavo,start T R EH P,R
plašljivo,start,P
slovinski,start S L,V
trubadurski,start T R UW B D,UW
nerazuman,start N R AE Z UW M AE N,stop
hvaranin,start R,AE
zabušivač,start Z,AE
sagnjiti,start,S
gospodična,start G OH,S
neuredno,start N UW R,EH
nadletati,start N,AE
gušterača,start,G
nomadski,start N M AE D,S
šaumrola,start SH UW M R OH,L
vrletan,start R L EH T AE,N
devijacijski,start D EH IH Y IH Y S,K
pakistanac,start P AE,K
uho,start OH,stop
aktinologija,start AE K T IH N OH L,G
infracrven,start N F R AE R EH N,stop
zima,start Z M,AE
pojedinačan,start P OH Y EH D N AE CH AE N,stop
ludirati,start L UW D R AE T,IH
naseljenički,start N AE,S
rečitost,start R CH,IH
riba,start R B AE,stop
brojnik,start B R Y N IH,K
povlastica,start P L AE S T IH,AE
blago,start B L G,OH
kristalografija,start K R IH S T AE L OH G,R
komesar,start K OH M,S
negve,start,N
partizan,start P AE R T Z AE N,stop
kompresija,start K,OH
kozmopolitski,start K OH Z M OH P L,IH
nemjerljiv,start N EH M Y,R
nadlaktica,start N,D
efemernost,start EH F EH M R N OH,S
hrišćanski,start R SH T AE N S,K
raspodjela,start R S P OH D Y EH L AE,stop
istinski,start S T IH N S K,IH
liberija,start L B EH R IH Y,AE
heraldika,start EH R,L
obuzdati,start OH B Z D AE T IH,stop
audiologija,start AE UW D IH OH L G,IH
rukometni,start R K OH M EH T N IH,stop
kričav,start K R CH,AE
hazena,start AE Z,N
obrnuti,start OH,B
drevnost,start D R N OH S T,stop
proplakati,start P R P L AE,K
omladinac,start OH M L AE D N,AE
publicirati,start P UW B,L
sektaš,start S K T AE,SH
stati,start S T,T
silovati,start S L,OH
bombarder,start B OH,M
simultanost,start S,M
okončati,start OH K,N
automatski,start,AE
ženskost,start ZH N S,K
šmrk,start SH M,R
ugroziti,start,UW
nuklearan,start N K L EH AE R,AE
statistički,start S T AE T S T IH T SH K IH,stop
gnjiljeti,start,G
hladnoratovski,start L AE D N OH R T OH,S
pobijati,start P OH B Y AE T IH,stop
razgloba,start R Z,G
minut,start M N UW T,stop
pomast,start P M AE S,T
mandarina,start M AE N D AE R N AE,stop
debljina,start D,EH
lenjinistički,start L EH IH N S,T
savestan,start,S
zapisivati,start,Z
pristojba,start P R S,T
baritona,start B AE R T OH N,AE
nelagoda,start N L,AE
pitati,start P T AE,T
semantički,start S EH M N T IH T,SH
štekragn,start SH,T
versajski,start R S AE Y S,K
tajnovito,start T AE,Y
zavlačiti,start Z,AE
vratarka,start R T AE R K,AE
interni,start N,T
nepostojano,start N P,OH
kotiti,start K T IH T,IH
severozapadni,start S EH EH R OH Z P AE D,N
pristojno,start P,R
beženstvo,start B ZH EH N S T OH,stop
razveseliti,start R AE,Z
bengalski,start,B
infekcija,start,IH
vila,start,L
inicijalan,start N IH,IH
autonomistički,start AE UW,T
preglednost,start P R G L EH D N OH S,T
komu,start,K
tica,start T,AE
astronaut,start AE S T R,OH
razdjeljivati,start R AE Z D Y EH AE,T
obavestiti,start OH,B
umetnica,start,M
latinka,start L T IH,N
zakonodavni,start Z K,OH
naobrazba,start N OH B R AE Z,B
palma,start P L M AE,stop
besmislen,start B S M IH S L EH,N
fabrika,start F B R IH K AE,stop
kostarika,start K OH S T R,IH
nestabilnost,start N,EH
nahuškati,start N UW SH K AE T,IH
trubač,start T R B,AE
urođenik,start UW R,OH
jednolik,start,Y
londonka,start L N D,OH
priredba,start,P
poplun,start,P
krembljati,start K R M,B
adresirati,start AE D R EH S R AE,T
dezintegracija,start,D
ozonski,start Z,OH
presudan,start P R,S
okviran,start K IH R,AE
sinžir,start S N,ZH
škrobilo,start,SH
botanički,start B OH T N IH,CH
ornitologija,start,OH
etnomuzikologija,start EH,T
živa,start ZH,AE
ništarija,start N IH SH,T
tikva,start T,K
izjuriti,start IH,Z
bufer,start B,F
krušni,start,K
romantično,start R OH M,N
meštanin,start M,SH
vetrobran,start T R OH,B
kćerka,start K R K,AE
marku,start M R,K
raskoš,start,R
simulakrum,start S IH M,UW
investirati,start IH N EH S,T
prevladati,start P R EH L D AE T IH,stop
dominirati,start D OH,M
solidarnost,start S OH L IH D R N,OH
narađati,start N AE,R
profesionalizam,start P R OH F EH S IH OH N,AE
dvar,start D,AE
indukcija,start IH N D K IH Y AE,stop
anarhičnost,start AE N R IH CH N OH S T,stop
rijetkost,start R IH Y T K,OH
estetika,start EH S T T,IH
zasjenjivati,start Z AE S Y EH AE T,IH
nepromijenjen,start N,EH
preporod,start P R P OH R OH D,stop
barbarstvo,start B R B AE R,S
beskonačnost,start B S K OH N AE,CH
jugozapadni,start Y UW G OH Z P AE D N,IH
ispomoć,start,S
imperijalizam,start IH M,P
rukavičarski,start R,UW
sranje,start S R EH,stop
napon,start N P OH N,stop
skrupulozan,start S K R,P
meridijan,start M EH R IH D,Y
goniti,start G N IH,T
srknuti,start S K N,UW
buktjeti,start B,K
unižavati,start UW,N
tiranski,start T R AE,N
sandalovina,start S N D AE,L
naprijed,start N P R Y EH,D
lokomocija,start L OH K OH M,IH
vremenski,start R M EH N S,K
meksikanac,start M EH K S IH,K
neizvjestan,start N IH,Z
brčkati,start B R CH K AE T,IH
raščlaniti,start R SH CH,L
snjegovit,start S EH,G
panslavistički,start P AE N S L AE S T IH,CH
izmišljotina,start IH Z M IH SH T IH,N
tiranski,start,T
skrpavati,start S K R P AE T,IH
aparthejd,start P AE R,T
sedalo,start,S
neolitički,start N EH OH L T IH CH,K
građanstvo,start G R AE N S,T
interijer,start,IH
samica,start,S
ukopavati,start,UW
svjetina,start S Y T IH N,AE
izba,start Z,B
sultanstvo,start S,UW
razdrijeti,start R Z D R IH Y,EH
slatkoća,start S L AE T K AE,stop
mjehurast,start M Y EH R AE,S
napredovanje,start N P R EH D,OH
akrobatika,start AE,K
skrovito,start S,K
porozan,start P R,OH
trznuti,start T R,Z
parazitski,start P AE R Z IH T S,K
socijaldemokracija,start S OH IH Y AE L D EH M,OH
garnitura,start G,AE
amaterstvo,start AE,M
cerovina,start R OH IH N AE,stop
čajnik,start CH Y,N
alergološki,start AE L,EH
prestajati,start P R S T AE Y,AE
aforizam,start AE,F
kajak,start K Y,AE
bezosećajno,start,B
gladijatorski,start G L AE,D
nastrano,start N S T R AE N OH,stop
spretnost,start S P R T N OH S T,stop
prisebno,start P R S,EH
tehnički,start T N IH T SH K IH,stop
penjačica,start P EH,CH
teorem,start,T
provansalski,start P R OH,N
trijumvirat,start T R IH Y UW,M
prostrijeti,start,P
isprava,start S,P
štambuh,start SH,T
dozivati,start,D
autobiografski,start AE UW T OH,B
činjenica,start CH EH N IH AE,stop
tribalistički,start T R IH B,AE
pesma,start P,S
celer,start L EH,R
međutim,start M,EH
onesposobljivati,start OH N EH S,P
zaneseno,start Z AE,N
klobučar,start K,L
utoviti,start UW T IH T IH,stop
kompulzija,start K OH M P L Z IH Y AE,stop
kancelarija,start,K
mučeništvo,start M CH EH N IH SH,T
lemniskata,start,L
bezopasan,start B Z OH P AE,S
prigušiti,start P R IH G SH,IH
sramežljivac,start S R AE,M
ćar,start,R
čitaonica,start CH IH T AE,N
heliocentrizam,start EH L IH OH EH N T,R
poručnica,start,P
drugar,start D R G AE R,stop
prijesto,start P R IH Y,S
ekvador,start K,AE
oktet,start,K
koturaški,start K,OH
ljepotan,start EH P,T
neprijatno,start N P R IH Y AE T,N
poduzetnik,start P,D
vjernik,start Y R N IH K,stop
rasuti,start R S UW T IH,stop
odstraniti,start OH D,S
počelo,start P,OH
blagostanje,start B L AE G,OH
skroman,start S,K
tranzistorski,start T,R
adresirati,start AE D R,EH
kaljuža,start,K
inovativan,start N OH AE,T
pobledeti,start P OH,B
minimalan,start M N,IH
žiža,start,ZH
kovrčica,start K,R
pučanstvo,start P UW CH N S T OH,stop
prepirati,start P R P IH R,AE
lopata,start,L
paprikaš,start P P R IH K AE,SH
tratiti,start T R T IH,T
hibernacija,start IH B,EH
radovati,start,R
triangularan,start T R AE,N
latentan,start L AE T N T AE,N
komplicirati,start K OH M P L IH,R
hamajlija,start AE,M
nemački,start N M AE T SH K,IH
krunidba,start K R N IH D,B
bubrežast,start B B R EH ZH AE S,T
cvasti,start S T,IH
tutor,start T T OH,R
kakav,start K,K
dopreti,start D,P
definitivno,start D F IH,N
osama,start S AE M,AE
fjord,start F,Y
nejednolik,start N EH Y EH D N,L
ručno,start R CH N,OH
djelotvoran,start D Y,L
sudbina,start S,D
učenički,start T SH EH N IH T,SH
zapreka,start Z P R,EH
licemerka,start L EH,M
škrto,start,SH
senat,start,S
nazad,start N Z AE D,stop
provansalski,start P R,OH
znatiželjan,start Z N,T
šaltung,start SH,L
kameleon,start,K
kratkovid,start K,R
nagovijestiti,start,N
alergologija,start AE L EH R G OH L G IH,Y
ukrstiti,start UW K S T,IH
narančast,start,N
buket,start B K EH,T
propisivati,start P,R
obostran,start OH B S T R,AE
lordovski,start L R D,OH
arijski,start R IH Y S K,IH
cenzura,start EH N,Z
imperfektivizacija,start IH M,P
zasaditi,start,Z
futuristički,start F UW T UW R S T IH CH,K
taknuti,start T,K
zgristi,start Z G R S,T
prebroditi,start P R EH B R,D
ćeretati,start EH R,T
epohalan,start P OH AE L AE,N
ukopati,start UW K,P
zamisliv,start Z,AE
plemenski,start P L M EH N S K IH,stop
naručiti,start N AE R CH IH T,IH
kreševski,start K,R
primesa,start,P
institutski,start IH N S T T UW T,S
beograđanin,start B OH G,R
jebačica,start Y EH B CH,IH
podmorje,start P D M,OH
kasnije,start K S N IH Y,EH
dalekosežan,start D AE L EH K S EH ZH AE,N
zaustaviti,start Z AE S T AE IH T,IH
odstreliti,start OH D S T R L IH,T
latinizacija,start,L
kovrčav,start K R,CH
prezbiter,start P R Z B,IH
sup,start S,P
pivarski,start P AE R S K IH,stop
pretvorba,start P R,T
ubrati,start,B
ajam,start Y AE,M
odrađivati,start OH D R AE AE T,IH
akustički,start,AE
historičar,start IH S T R IH CH AE R,stop
dočepati,start D OH,CH
prilično,start P R L IH,CH
umetnik,start M EH T N IH K,stop
hemičarka,start M IH CH AE R K,AE
šprahror,start SH,P
sumnjičav,start S M,IH
vladavina,start,L
useljenik,start UW,S
naježiti,start N AE Y ZH IH T IH,stop
naseobina,start N S EH OH B,IH
detonacija,start D,EH
šampon,start SH M,P
poverenstvo,start P OH EH R N S,T
zasjeda,start Z,S
obmanuti,start OH B M N UW T,IH
šprengati,start SH P R,N
prethodno,start P R T OH D,N
zapadni,start Z P AE D N,IH
behandlati,start B EH N D L AE,T
ugrađivati,start UW G R,AE
uključiti,start UW K,CH
alakati,start AE L K AE,T
garantovati,start G R AE N T OH AE T,IH
afrikanski,start AE F R K AE N,S
presađivati,start P R,EH
imigrant,start IH M G R AE,N
činilac,start CH,N
odbacivati,start OH D B AE AE T IH,stop
jalovo,start Y L OH OH,stop
aboridžinica,start AE B OH,R
karikatura,start K AE R IH K AE T R,AE
podgrađivati,start,P
raščlaniti,start R SH CH L AE N IH T,IH
salonitanski,start S AE L OH N T AE N,S
normalizirati,start N OH R M AE L,IH
razbojnica,start R Z B,OH
otpisivati,start OH T,P
pregibati,start P,R
arsen,start,R
kraljev,start K R EH,stop
ikavština,start IH K,SH
neko,start N,K
šćap,start SH AE,P
cirkusantski,start IH R,K
iskrvaviti,start IH S K,R
parazitski,start P AE R Z,IH
karton,start K R,T
nepokretan,start N P OH,K
zabaliti,start Z B AE L,IH
periskop,start,P
zjenični,start Z Y N IH CH N IH,stop
iskidati,start,S
podsvestan,start P D S EH S T AE N,stop
mlekar,start M L K AE R,stop
angolka,start N G,OH
anahronizam,start AE N,AE
demagog,start D EH M G OH G,stop
isceljivati,start IH S,EH
crkvenjak,start R,K
kolovoski,start K L OH OH,S
golenjača,start G,OH
populistički,start P OH P UW L S T IH T SH K,IH
štifle,start SH T F,L
upotrebljavati,start UW,P
ljekovit,start EH K IH,T
savetodavac,start S AE EH T OH D,AE
trovati,start T R AE T,IH
jabukovača,start Y B UW K,OH
neostvaren,start N EH S T,AE
izvještaj,start Z Y EH,SH
građevina,start,G
sramota,start S R AE M T,AE
bezosećajnost,start B EH Z OH S EH Y,N
letargičan,start L,EH
sijeno,start S IH Y N,OH
poništavati,start,P
odande,start D AE N D,EH
pedesetogodišnjak,start P EH D EH S EH T OH G D,IH
dvosložan,start D,S
nadopisati,start N AE D OH P S AE T,IH
podudaran,start P D UW D,AE
potpis,start P T P IH S,stop
olimpijski,start OH L M P IH Y S,K
pokupiti,start,P
enciklopedijski,start EH N T S IH K L OH P,D
starjeti,start S T R,Y
gvatemalski,start G AE,T
upotrijebiti,start UW P OH T R Y B,IH
asimetričan,start,AE
opredeliti,start,OH
eparh,start P AE,R
defetistkinja,start D EH F,T
pastorak,start P S T OH R AE,K
kozetina,start,K
onečišćenost,start OH N CH IH SH,EH
brezničanin,start B R Z N IH CH AE N IH,N
jedrenjača,start Y,EH
cvrčak,start CH AE K,stop
neprijateljica,start N EH P R IH Y,AE
šematski,start SH M AE T S,K
materijalistički,start M AE,T
salicil,start S AE L IH L,stop
proglašavati,start P R OH G L AE SH,AE
privlačiti,start,P
besprincipijelno,start B S P R IH N IH P IH Y EH L N,OH
šupljoglavac,start SH UW P G L AE,AE
ezoterično,start EH Z,OH
ispijati,start IH S P Y AE,T
odnekle,start D N,EH
rmpalija,start R M P AE L IH Y AE,stop
poštovalac,start P OH SH T AE L AE,stop
lakomislen,start L AE K,M
zadavati,start Z AE D AE T IH,stop
ultrazvučan,start L T R AE Z UW CH,AE
voliti,start L IH T IH,stop
pretvarač,start P R,EH
radilica,start R D IH,L
apokalipsa,start AE P OH K,AE
rapidno,start R P IH,D
besadržajno,start B S AE D R ZH AE,Y
smijeniti,start S M Y N IH,T
šmrkavica,start,SH
nadleteti,start N AE D L T,EH
ždrebad,start ZH D,R
netko,start N T K OH,stop
kupaonica,start K UW P AE N IH AE,stop
nudist,start N D IH S,T
kozarevčanin,start K OH,Z
ranoranilac,start R AE,N
bilabijalan,start B L AE B IH Y AE L AE N,stop
sabotaža,start S AE B OH,T
buntovan,start B N,T
uvriježiti,start UW R IH Y,ZH
humorističan,start UW M OH R S T,IH
marljivost,start M R IH OH,S
štagalj,start SH T G,AE
strogo,start,S
svjetlucav,start S Y EH T,L
slovjenski,start S L Y EH N S,K
planirano,start P L,N
nekrolog,start N EH K R,L
svetica,start S T IH AE,stop
jajnik,start Y Y N IH K,stop
čarobno,start CH R,OH
izbadati,start IH Z B D AE,T
kvislinški,start K S L IH N SH K IH,stop
zabugarivati,start Z AE B UW G AE R,AE
konstelacija,start K OH N S T EH L,IH
bista,start B S,T
cijepati,start IH Y P AE T IH,stop
predvidljiv,start,P
aršin,start,R
podatak,start P OH D T AE,K
naboj,start N B,OH
kaolin,start K AE,L
posećivati,start,P
antiteza,start AE,N
cjelivati,start Y EH L,AE
kestenjast,start K,S
hermetički,start EH,R
negostoljubiv,start,N
otrcanost,start T R AE N OH S T,stop
karnevalski,start K AE R N AE L S,K
jelovina,start Y,L
nedužno,start,N
srknuti,start S K N UW T IH,stop
skandalozno,start,S
ganuti,start G N UW T IH,stop
novčani,start N CH AE N,IH
procijeniti,start P,R
izbliza,start Z B L IH Z AE,stop
ambigvitetan,start,M
letelica,start L T EH L IH AE,stop
bijelac,start,B
jednodušno,start Y EH D,N
obaviti,start B,AE
neizvesno,start N IH Z EH S N OH,stop
iskititi,start,S
doseliti,start D OH S L IH T,IH
jestan,start Y S T,AE
golišavost,start,G
iznjedriti,start Z EH D R IH T IH,stop
nepristojnost,start N EH P R IH S,T
orijaš,start OH R Y AE,SH
proždrijeti,start P R ZH D R IH Y EH T IH,stop
prijati,start P R,Y
vremenit,start R EH M N IH T,stop
tenisački,start T EH N,S
neslavan,start N S L AE AE N,stop
surov,start S R OH,stop
otimati,start T IH M AE T,IH
ljevičar,start IH CH AE R,stop
mučenik,start M CH EH N IH K,stop
priprava,start P R P R,AE
čileanski,start CH IH L AE N S K IH,stop
izmlatiti,start IH Z M L,T
spasti,start S P S T,IH
cijeliti,start IH Y L IH T,IH
otkazivati,start OH T K AE,Z
verodostojnost,start EH R OH D OH S T Y,N
bratoubilački,start B R AE T OH B IH L AE T,SH
nenaseljen,start N EH,N
afektacija,start AE F EH K T IH Y,AE
biljožder,start B,OH
budimpeštanski,start B D IH M P EH SH T AE N S K IH,stop
stradati,start S T R D AE,T
klip,start K L,P
poorati,start P,OH
reciklirati,start R EH IH K L R AE,T
neposlušno,start N P OH S L UW SH N,OH
udarnica,start,D
mazati,start,M
pesnik,start P,S
predvideti,start P R,D
konverzacijski,start K OH N EH R Z T,S
bosanac,start,B
plodonosan,start P L OH D N OH,S
pali,start P,L
obadvojica,start OH,B
istinoljubivost,start IH S T IH N OH B IH OH S,T
razgrizati,start R AE Z G R Z,AE
one,start,N
nevidljivost,start N EH D IH OH S,T
reinkarnirati,start R EH IH N K,AE
predsednik,start P R D S,EH
kombinacija,start K OH M B IH N IH Y AE,stop
izvoz,start Z OH Z,stop
dirati,start,D
pješačiti,start P Y EH SH,CH
mejdan,start M,Y
semitski,start,S
čovečan,start,CH
sjeveroistok,start S Y EH EH R OH S T,OH
prijepodne,start P R IH Y EH P D N EH,stop
vrbovina,start B OH,IH
tmuran,start T M,R
pondelek,start P OH,N
zaslužba,start Z,S
iskrvaviti,start IH S K R IH T IH,stop
tijesan,start T Y,S
prejti,start,P
promijeniti,start P R OH M Y N IH T,IH
modalitet,start M OH D,AE
perzijski,start P R Z IH Y S,K
preporod,start P R P OH R OH,D
evidentan,start,EH
istovarivati,start,IH
zevnuti,start Z,N
čučavac,start CH CH AE AE,stop
ontogeneza,start OH N T OH,G
knjigovodstvo,start K IH G OH D S T,OH
ždrijelnjak,start ZH D R,IH
samo,start,S
prilagodljivo,start,P
apologija,start AE P OH L G IH Y AE,stop
zgrabiti,start Z G R,B
membrana,start M EH,M
mafiokracija,start,M
podgrejati,start P D G R EH Y,AE
bolesnik,start B,OH
prevremen,start,P
čistač,start CH S T AE,CH
autsajderski,start AE UW T,S
potrajati,start P T R AE Y AE T,IH
leksički,start L K S IH CH K,IH
muzejski,start M Z EH Y S,K
mučen,start M CH EH N,stop
malouman,start M L OH UW M,AE
valovito,start V AE,L
zaorati,start,Z
projahati,start P R Y,AE
devetsto,start D EH,T
zacakljivati,start Z AE AE K,AE
siroče,start S R OH T SH,EH
sahranjivati,start S AE R,AE
ubuduće,start UW,B
velški,start L SH K,IH
kratkovidnost,start K,R
mekušac,start M EH K SH AE,stop
poezija,start P EH,Z
prigodan,start P R,G
tranzitivan,start T R N Z,IH
šablona,start SH AE B L,N
nomenklatura,start N OH M EH N K,L
ubojito,start B OH Y IH,T
izniman,start Z,N
izdaja,start Z D AE Y AE,stop
spremati,start S P,R
falsifikacija,start F AE,L
kardinalski,start,K
kooperativan,start K OH P EH R AE T IH AE N,stop
rustičan,start R S T IH CH AE,N
suspenzija,start,S
raskršće,start R S K,R
bavarski,start B AE R S,K
odvažan,start D,AE
podcrtati,start P D R T AE T IH,stop
lordovski,start L R D OH S K IH,stop
amputacija,start AE M P UW T IH,Y
zvjezdogled,start Z Y Z,D
kaspijski,start K S P,IH
kritičan,start K R T,IH
osmanlijski,start OH S M N L IH Y S,K
ljubica,start B,IH
uprljati,start UW P,AE
materinski,start M T EH R IH N,S
penzijski,start P N Z IH Y S K,IH
profesionalan,start P R F EH S IH OH N AE L,AE
gramziv,start G R M,Z
informatičar,start IH,N
ciklama,start,IH
tretirati,start T R EH T R AE T IH,stop
aktivno,start K T,IH
aforist,start AE F R IH,S
terzija,start,T
ljudski,start D S K,IH
skrivati,start S K R AE T,IH
dopremiti,start D OH P R,M
kime,start K M EH,stop
preokrenuti,start P R EH OH K R N UW,T
nakositi,start N AE K S IH T IH,stop
restrikcija,start R,EH
termodinamika,start T EH,R
baždar,start B ZH D,AE
napraviti,start N AE P R,AE
hrđati,start,AE
kiklop,start K K L OH,P
šlinga,start SH L N G,AE
panslavistički,start P AE N S L AE S,T
vrtlarica,start R T,L
europski,start,UW
intenzitet,start IH N T EH N Z T EH,T
intuitivan,start N T,UW
