word,ipa,ARPAbet
fæ,f a iː,F AE IH
fægja,f a iː j a,F AE IH Y AE
fæla,f a iː l a,F AE IH L AE
fælast,f a iː l a s t,F AE IH L AE S T
fælinn,f a iː l ɪ nː,F AE IH L IH N
fæll,f a i t l,F AE IH T L
fælni,f a i l n ɪ,F AE IH L N IH
fær,f a iː r,F AE IH R
færa,f a iː r a,F AE IH R AE
færeyska,f a iː r e i s k a,F AE IH R EH IH S K AE
færeyskur,f a iː r e i s k ʏ r,F AE IH R EH IH S K R
færi,f a iː r ɪ,F AE IH R IH
færiband,f a iː r ɪ p a n t,F AE IH R IH P AE N T
færni,f a i r t n ɪ,F AE IH R T N IH
fæða,f a iː ð a,F AE IH DH AE
fæðing,f a iː ð i ŋ k,F AE IH DH IH NG K
fé,f j ɛː,F Y EH
félag,f j ɛː l aː ɣ,F Y EH L AE
félagaskiptagluggi,f j ɛː l aː ɣ a s c ɪ f t a k l ʏ cː ɪ,F Y EH L AE AE S IH F T AE K L IH
félagi,f j ɛː l aː j ɪ,F Y EH L AE Y IH
félagshyggja,f j ɛː l a x s h ɪ cː a,F Y EH L AE S HH IH AE
fénaður,f j ɛː n aː ð ʏ r,F Y EH N AE DH R
fés,f j ɛː s,F Y EH S
fésbók,f j ɛː s p o uː k,F Y EH S P OH UW K
févíti,f j ɛː v iː t ɪ,F Y EH V IH T IH
fífa,f iː v a,F IH V AE
fífill,f iː v ɪ t l,F IH V IH T L
fífl,f i p l,F IH P L
fíkill,f iː c ɪ t l,F IH IH T L
fíkinn,f iː c ɪ nː,F IH IH N
fíkja,f iː c a,F IH AE
fíkn,f i h k n,F IH HH K N
fíladelfía,f iː l a t ɛ l f iː j a,F IH L AE T EH L F IH Y AE
fílsbein,f i l s p e iː n,F IH L S P EH IH N
fínn,f i t n,F IH T N
fís,f iː s,F IH S
fóarn,f o uː a r t n,F OH UW AE R T N
fógeti,f o uː c ɛː t ɪ,F OH UW EH T IH
fólk,f o u l̥ k,F OH UW K
fólínsýra,f o uː l iː n s iː r a,F OH UW L IH N S IH R AE
fónem,f o uː n ɛː m,F OH UW N EH M
fórinta,f o uː r ɪ n̥ t a,F OH UW R IH T AE
fórn,f o u r t n,F OH UW R T N
fórna,f o u r t n a,F OH UW R T N AE
fórnarlamb,f o u r t n a r l a m p,F OH UW R T N AE R L AE M P
fóstra,f o u s t r a,F OH UW S T R AE
fóstri,f o u s t r ɪ,F OH UW S T R IH
fóstur,f o u s t ʏ r,F OH UW S T R
fótasár,f o uː t a s a uː r,F OH UW T AE S AE UW R
fótboltafélag,f o uː t p ɔ l̥ t a f j ɛː l aː ɣ,F OH UW T P AO T AE F Y EH L AE
fótboltaþjálfari,f o uː t p ɔ l̥ t a θ j a u l v aː r ɪ,F OH UW T P AO T AE TH Y AE UW L V AE R IH
fótbolti,f o uː t p ɔ l̥ t ɪ,F OH UW T P AO T IH
fótleggur,f o uː t l ɛ kː ʏ r,F OH UW T L EH K R
fótsnyrting,f o uː t s n ɪ r̥ t i ŋ k,F OH UW T S N IH T IH NG K
fótur,f o uː t ʏ r,F OH UW T R
fótur,f o uː tʰ ʏ r,F OH UW T R
fóðrun,f o u ð r ʏ n,F OH UW DH R N
fóður,f o uː ð ʏ r,F OH UW DH R
föggur,f œ kː ʏ r,F AE K R
föl,f œː l,F AE L
fölna,f œ l n a,F AE L N AE
fölur,f œː l ʏ r,F AE L R
fölvi,f œ l v ɪ,F AE L V IH
fön,f œː n,F AE N
föndra,f œ n t r a,F AE N T R AE
föndur,f œ n t ʏ r,F AE N T R
fönikía,f œː n ɪ cʰ iː j a,F AE N IH IH Y AE
fönix,f œː n ɪ x s,F AE N IH S
fönn,f œ nː,F AE N
för,f œː r,F AE R
förðun,f œ r ð ʏ n,F AE R DH N
föstudagur,f œ s tʰ ʏ t aː ɣ ʏ r,F AE S T T AE R
föt,f œː t,F AE T
föðurbróðir,f œː ð ʏ r p r o uː ð ɪ r,F AE DH R P R OH UW DH IH R
föðurland,f œː ð ʏ r l a n t,F AE DH R L AE N T
föðurlandsvinur,f œː ð ʏ r l a n s v ɪː n ʏ r,F AE DH R L AE N S V IH N R
föðursystir,f œː ð ʏ r s ɪ s t ɪ r,F AE DH R S IH S T IH R
fúga,f uː a,F UW AE
fúga,f uː k a,F UW K AE
fúi,f uː ɪ,F UW IH
fúinn,f uː ɪ nː,F UW IH N
fúll,f u t l,F UW T L
fúlmár,f u l m a uː r,F UW L M AE UW R
fús,f uː s,F UW S
fúx,f u x s,F UW S
fýla,f iː l a,F IH L AE
fýldur,f i l t ʏ r,F IH L T R
fýluferð,f iː l ʏ f ɛ r ð,F IH L F EH R DH
fýra,f iː r a,F IH R AE
fýsn,f i s t n,F IH S T N
g,c ɛː,EH
gaffall,k a fː a t l,K AE F AE T L
gagga,k a kː a,K AE K AE
gagn,k a k n,K AE K N
gagnagrunnur,k a k n a k r ʏ nː ʏ r,K AE K N AE K R N R
gagnauga,k a k n ø yː ɣ a,K AE K N AE
gagnlegur,k a k n l ɛ ɣ ʏ r,K AE K N L EH R
gagnrýni,k a k n r iː n ɪ,K AE K N R IH N IH
gagnsemi,k a k n s ɛː m ɪ,K AE K N S EH M IH
gagntaka,k a k n tʰ aː k a,K AE K N T AE K AE
gal,k aː l,K AE L
gala,k aː l a,K AE L AE
galdra,k a l t r a,K AE L T R AE
galdrakerling,k a l t r a cʰ ɛ r t l i ŋ k,K AE L T R AE EH R T L IH NG K
galdramaður,k a l t r a m aː ð ʏ r,K AE L T R AE M AE DH R
galdur,k a l t ʏ r,K AE L T R
galgopi,k a l k ɔː p ɪ,K AE L K AO P IH
gallabuxur,k a lː a p ʏ x s ʏ r,K AE L AE P S R
gallalaus,k a t l a l ø yː s,K AE T L AE L S
gallblaðra,k a t l p l a ð r a,K AE T L P L AE DH R AE
galli,k a lː ɪ,K AE L IH
galli,k a t l ɪ,K AE T L IH
galsi,k a l s ɪ,K AE L S IH
galílea,k aː l iː l ɛː a,K AE L IH L EH AE
gamall,k aː m a t l,K AE M AE T L
gaman,k aː m aː n,K AE M AE N
gamansamur,k aː m a n s aː m ʏ r,K AE M AE N S AE M R
gamansemi,k aː m a n s ɛː m ɪ,K AE M AE N S EH M IH
gambri,k a m p r ɪ,K AE M P R IH
gamburmosi,k a m p ʏ r m ɔː s ɪ,K AE M P R M AO S IH
gana,k aː n a,K AE N AE
ganamaður,k aː n a m aː ð ʏ r,K AE N AE M AE DH R
gandur,k a n t ʏ r,K AE N T R
ganga,k a u ŋ k a,K AE UW NG K AE
gangbraut,k a u ŋ k p r ø yː t,K AE UW NG K P R T
gangráður,k a u ŋ k r a uː ð ʏ r,K AE UW NG K R AE UW DH R
gangur,k a u ŋ k ʏ r,K AE UW NG K R
gap,k aː p,K AE P
gapa,k aː p a,K AE P AE
garg,k a r k,K AE R K
gargönd,k a r k œ n t,K AE R K AE N T
garmur,k a r m ʏ r,K AE R M R
garn,k a r t n,K AE R T N
garpur,k a r̥ p ʏ r,K AE P R
garðakornblóm,k a r ð a kʰ ɔ r t n p l o uː m,K AE R DH AE K AO R T N P L OH UW M
garðaprjón,k a r ð a pʰ r j o uː n,K AE R DH AE P R Y OH UW N
garðar,k a r ð a r,K AE R DH AE R
garðasól,k a r ð a s o uː l,K AE R DH AE S OH UW L
garðrækt,k a r ð r a i x t,K AE R DH R AE IH T
garður,k a r ð ʏ r,K AE R DH R
garðyrkja,k a r ð ɪ r̥ c a,K AE R DH IH AE
garðyrkjumaður,k a r ð ɪ r̥ c ʏ m aː ð ʏ r,K AE R DH IH M AE DH R
gas,k aː s,K AE S
gashylki,k aː s h ɪ l̥ c ɪ,K AE S HH IH IH
gat,k aː t,K AE T
gata,k aː t a,K AE T AE
gatari,k aː t aː r ɪ,K AE T AE R IH
gatnamót,k a h t n a m o uː t,K AE HH T N AE M OH UW T
gaukur,k ø yː k ʏ r,K K R
gaul,k ø yː l,K L
gaupa,k ø yː p a,K P AE
gaur,k ø yː r,K R
gautaborg,k ø yː t a p ɔ r k,K T AE P AO R K
gautelfur,k ø yː t ɛ l v ʏ r,K T EH L V R
gauti,k ø yː t ɪ,K T IH
gauð,k ø yː ð,K DH
gedda,k ɛ tː a,K EH T AE
gefa,c ɛː v a,EH V AE
gegna,c ɛ k n a,EH K N AE
gegnvirkur,c ɛ k n v ɪ r̥ k ʏ r,EH K N V IH K R
geil,c e iː l,EH IH L
geimfar,c e i m f aː r,EH IH M F AE R
geimfari,c e i m f aː r ɪ,EH IH M F AE R IH
geimferð,c e i m f ɛ r ð,EH IH M F EH R DH
geimskip,c e i m s c ɪː p,EH IH M S IH P
geimstöð,c e i m s t œː ð,EH IH M S T AE DH
geimur,c e iː m ʏ r,EH IH M R
geipa,c e iː p a,EH IH P AE
geir,k e iː r,K EH IH R
geirdís,c e i r t iː s,EH IH R T IH S
geirfríður,c e i r̥ f r iː ð ʏ r,EH IH F R IH DH R
geirfugl,c e i r f ʏ k l,EH IH R F K L
geirharður,c e iː r h a r ð ʏ r,EH IH R HH AE R DH R
geiri,c e iː r ɪ,EH IH R IH
geirmundur,c e i r m ʏ n t ʏ r,EH IH R M N T R
geirvarta,c e i r v a r̥ t a,EH IH R V AE T AE
geirþrúður,c e i r̥ θ r uː ð ʏ r,EH IH TH R UW DH R
geisa,c e iː s a,EH IH S AE
geisla,c e i s t l a,EH IH S T L AE
geislabaugur,c e i s t l a p ø yː ɣ ʏ r,EH IH S T L AE P R
geisladiskur,c e i s t l a t ɪ s k ʏ r,EH IH S T L AE T IH S K R
geislamaðra,c e i s t l a m a ð r a,EH IH S T L AE M AE DH R AE
geislaspilari,c e i s t l a s p ɪː l aː r ɪ,EH IH S T L AE S P IH L AE R IH
geisli,c e i s t l ɪ,EH IH S T L IH
geispa,c e i s p a,EH IH S P AE
geispi,c e i s p ɪ,EH IH S P IH
geit,c e iː t,EH IH T
geitungur,k e iː t u ŋ k ʏ r,K EH IH T UW NG K R
gel,c ɛː l,EH L
gelda,c ɛ l t a,EH L T AE
gelding,c ɛ l t i ŋ k,EH L T IH NG K
geldingahnappur,c ɛ l t i ŋ k a n̥ a h p ʏ r,EH L T IH NG K AE AE HH P R
geldingalauf,c ɛ l t i ŋ k a l ø yː v,EH L T IH NG K AE L V
gella,c ɛ lː a,EH L AE
gelt,c ɛ l̥ t,EH T
gelta,c ɛ l̥ t a,EH T AE
genf,c ɛ n f,EH N F
genf,k ɛ n f,K EH N F
gengi,c e i ɲ c ɪ,EH IH IH
gengill,c e i ɲ c ɪ t l,EH IH IH T L
gengismunur,c e i ɲ c ɪ s m ʏː n ʏ r,EH IH IH S M N R
gengur,c e i ŋ k ʏ r,EH IH NG K R
georgía,c ɛː ɔ r c iː j a,EH AO R IH Y AE
georgína,c ɛː ɔ r c iː n a,EH AO R IH N AE
gepill,c ɛː p ɪ t l,EH P IH T L
ger,c ɛː r,EH R
gera,c ɛː r a,EH R AE
gerandi,c ɛː r a n t ɪ,EH R AE N T IH
gerill,c ɛː r ɪ t l,EH R IH T L
gerjun,c ɛ r j ʏ n,EH R Y N
gerla,c ɛ r t l a,EH R T L AE
germynd,c ɛ r m ɪ n t,EH R M IH N T
gersemi,c ɛ r s ɛː m ɪ,EH R S EH M IH
gervi,c ɛ r v ɪ,EH R V IH
gervigras,c ɛ r v ɪ k r aː s,EH R V IH K R AE S
gervigreind,c ɛ r v ɪ k r e i n d,EH R V IH K R EH IH N D
gervigígur,c ɛ r v ɪ c iː ɣ ʏ r,EH R V IH IH R
gervill,c ɛ r v ɪ t l,EH R V IH T L
gervitungl,c ɛ r v ɪ tʰ u ŋ l,EH R V IH T UW NG L
gervitunglamynd,c ɛ r v ɪ tʰ u ŋ l a m ɪ n t,EH R V IH T UW NG L AE M IH N T
gerð,c ɛ r ð,EH R DH
gerði,c ɛ r ð ɪ,EH R DH IH
gerður,c ɛ r ð ʏ r,EH R DH R
ges,c ɛː s,EH S
gestgjafi,c ɛ s t c aː v ɪ,EH S T AE V IH
gestrisni,c ɛ s t r ɪ s t n ɪ,EH S T R IH S T N IH
gestur,c ɛ s t ʏ r,EH S T R
gestína,c ɛ s t iː n a,EH S T IH N AE
geta,c ɛː t a,EH T AE
getnaðarlimur,c ɛ h t n aː ð a r l ɪː m ʏ r,EH HH T N AE DH AE R L IH M R
getnaður,c ɛ h t n aː ð ʏ r,EH HH T N AE DH R
geysa,c e iː s a,EH IH S AE
geð,c ɛː ð,EH DH
geðklofi,c ɛ ð kʰ l ɔː v ɪ,EH DH K L AO V IH
geðlæknir,c ɛ ð l a i h k n ɪ r,EH DH L AE IH HH K N IH R
geðshræring,c ɛ ð s r̥ a iː r i ŋ k,EH DH S AE IH R IH NG K
geðveikur,c ɛ ð v e iː k ʏ r,EH DH V EH IH K R
gifs,c ɪ f s,IH F S
gifta,c ɪ f t a,IH F T AE
gifting,c ɪ f t i ŋ k,IH F T IH NG K
gigt,c ɪ x t,IH T
gikkja,c ɪ h c a,IH HH AE
gikkur,c ɪ h k ʏ r,IH HH K R
gil,c ɪː l,IH L
gildi,c ɪ l t ɪ,IH L T IH
gildur,c ɪ l t ʏ r,IH L T R
gilitrutt,c ɪː l ɪ tʰ r ʏ h t,IH L IH T R HH T
gimbill,c ɪ m p ɪ t l,IH M P IH T L
gimbur,c ɪ m p ʏ r,IH M P R
gimsteinn,c ɪ m s t e i t n,IH M S T EH IH T N
ginna,c ɪ nː a,IH N AE
ginning,c ɪ nː i ŋ k,IH N IH NG K
girnd,c ɪ r n t,IH R N T
girni,c ɪ r t n ɪ,IH R T N IH
girða,c ɪ r ð a,IH R DH AE
girðing,c ɪ r ð i ŋ k,IH R DH IH NG K
giska,c ɪ s k a,IH S K AE
gissunn,c ɪ sː ʏ nː,IH S N
gissurína,c ɪ sː ʏ r iː n a,IH S R IH N AE
gista,c ɪ s t a,IH S T AE
gisti,c ɪ s t ɪ,IH S T IH
gistihús,c ɪ s t ɪ h uː s,IH S T IH HH UW S
gisting,c ɪ s t i ŋ k,IH S T IH NG K
gjald,c a l t,AE L T
gjalda,c a l t a,AE L T AE
gjaldeyrir,c a l t e iː r ɪ r,AE L T EH IH R IH R
gjaldkeri,c a l t cʰ ɛː r ɪ,AE L T EH R IH
gjaldmiðill,c a l t m ɪː ð ɪ t l,AE L T M IH DH IH T L
gjaldþrot,c a l t θ r ɔː t,AE L T TH R AO T
gjall,c a t l,AE T L
gjalla,c a t l a,AE T L AE
gjamm,c a mː,AE M
gjamma,c a mː a,AE M AE
gjarn,c a r t n,AE R T N
gjarna,c a r t n a,AE R T N AE
gjá,c a uː,AE UW
gjóla,c o uː l a,OH UW L AE
gjósa,c o uː s a,OH UW S AE
gjóska,c o u s k a,OH UW S K AE
gjóstur,c o u s t ʏ r,OH UW S T R
gjóta,c o uː t a,OH UW T AE
gjóður,c o uː ð ʏ r,OH UW DH R
gjöf,c œː v,AE V
gjöfull,c œː v ʏ t l,AE V T L
gjögur,c œː ɣ ʏ r,AE R
gjörla,c œ r t l a,AE R T L AE
gjörð,c œ r ð,AE R DH
glampa,k l a m̥ p a,K L AE P AE
glampi,k l a m̥ p ɪ,K L AE P IH
glanni,k l a nː ɪ,K L AE N IH
glas,k l aː s,K L AE S
glata,k l aː t a,K L AE T AE
glaumgosi,k l ø y m k ɔː s ɪ,K L M K AO S IH
glaður,k l aː ð ʏ r,K L AE DH R
glepja,k l ɛː p j a,K L EH P Y AE
gler,k l ɛː r,K L EH R
gleraugu,k l ɛː r ø yː ɣ ʏ,K L EH R
glerungur,k l ɛː r u ŋ k ʏ r,K L EH R UW NG K R
gletta,k l ɛ h t a,K L EH HH T AE
gleypa,k l e iː p a,K L EH IH P AE
gleði,k l ɛː ð ɪ,K L EH DH IH
gleðikona,k l ɛː ð ɪ kʰ ɔː n a,K L EH DH IH K AO N AE
gleðilegur,k l ɛː ð ɪ l ɛː ɣ ʏ r,K L EH DH IH L EH R
gleðispillir,k l ɛː ð ɪ s p ɪ t l ɪ r,K L EH DH IH S P IH T L IH R
gleðja,k l ɛ ð j a,K L EH DH Y AE
glissa,k l ɪ sː a,K L IH S AE
glitfífill,k l ɪː t f iː v ɪ t l,K L IH T F IH V IH T L
gljá,k l j a uː,K L Y AE UW
gljávíðir,k l j a uː v iː ð ɪ r,K L Y AE UW V IH DH IH R
gljúfra,k l̥ j u v r a,K Y UW V R AE
gljúfur,k l j uː v ʏ r,K L Y UW V R
glott,k l ɔ h t,K L AO HH T
glufa,k l ʏː v a,K L V AE
gluggakarmur,k l ʏ kː a kʰ a r m ʏ r,K L K AE K AE R M R
gluggatjald,k l ʏ kː a tʰ j a l t,K L K AE T Y AE L T
gluggi,k l ʏ cː ɪ,K L IH
glundra,k l ʏ n t r a,K L N T R AE
glundur,k l ʏ n t ʏ r,K L N T R
glymja,k l ɪ m j a,K L IH M Y AE
glymur,k l ɪː m ʏ r,K L IH M R
glyrna,k l ɪ r t n a,K L IH R T N AE
glyðra,k l ɪ ð r a,K L IH DH R AE
gláka,k l a uː k a,K L AE UW K AE
glápa,k l a uː p a,K L AE UW P AE
glæpamaður,k l a iː p a m aː ð ʏ r,K L AE IH P AE M AE DH R
glæpur,k l a iː p ʏ r,K L AE IH P R
glær,k l a iː r,K L AE IH R
glæra,k l a iː r a,K L AE IH R AE
glæruvængur,k l a iː r ʏ v a i ŋ k ʏ r,K L AE IH R V AE IH NG K R
glæta,k l a iː t a,K L AE IH T AE
glæða,k l a iː ð a,K L AE IH DH AE
glíma,k l iː m a,K L IH M AE
glóbrystingur,k l o uː p r ɪ s t i ŋ k ʏ r,K L OH UW P R IH S T IH NG K R
glódís,k l o uː t iː s,K L OH UW T IH S
glópagull,k l o uː p a k ʏ t l,K L OH UW P AE K T L
glópur,k l o uː p ʏ r,K L OH UW P R
glóra,k l o uː r a,K L OH UW R AE
glósa,k l o uː s a,K L OH UW S AE
glóð,k l o uː ð,K L OH UW DH
glóðarauga,k l o uː ð a r ø yː ɣ a,K L OH UW DH AE R AE
glögg,k l œ kː,K L AE K
glöggur,k l œ kː ʏ r,K L AE K R
glötun,k l œː t ʏ n,K L AE T N
glúmur,k l uː m ʏ r,K L UW M R
gnarr,k n a rː,K N AE R
gneggja,k n ɛ cː a,K N EH AE
gnoð,k n ɔː ð,K N AO DH
gnægð,k n a i ɣ ð,K N AE IH DH
gnótt,k n o u h t,K N OH UW HH T
gnýja,k n iː j a,K N IH Y AE
goggi,k ɔ cː ɪ,K AO IH
goggur,k ɔ kː ʏ r,K AO K R
gola,k ɔː l a,K AO L AE
golf,k ɔ l v,K AO L V
gorma,k ɔ r m a,K AO R M AE
gormur,k ɔ r m ʏ r,K AO R M R
gort,k ɔ r̥ t,K AO T
gorta,k ɔ r̥ t a,K AO T AE
gos,k ɔː s,K AO S
goshver,k ɔː s kʰ v ɛː r,K AO S K V EH R
gosi,k ɔː s ɪ,K AO S IH
goti,k ɔː t ɪ,K AO T IH
gotland,k ɔː t l a n t,K AO T L AE N T
gotneskur,k ɔ h t n ɛ s k ʏ r,K AO HH T N EH S K R
gott,k ɔ h t,K AO HH T
goð,k ɔː ð,K AO DH
goðafræði,k ɔː ð a f r a iː ð ɪ,K AO DH AE F R AE IH DH IH
goði,k ɔː ð ɪ,K AO DH IH
grafa,k r aː v a,K R AE V AE
grafall,k r aː v a t l,K R AE V AE T L
grafít,k r aː f iː t,K R AE F IH T
grallari,k r a t l aː r ɪ,K R AE T L AE R IH
grameðla,k r aː m ɛ ð l a,K R AE M EH DH L AE
gramm,k r a mː,K R AE M
gramúlfur,k r aː m u l v ʏ r,K R AE M UW L V R
granatepli,k r aː n aː t ɛ h p l ɪ,K R AE N AE T EH HH P L IH
grand,k r a n t,K R AE N T
granda,k r a n t a,K R AE N T AE
granni,k r a nː ɪ,K R AE N IH
grannur,k r a nː ʏ r,K R AE N R
gras,k r aː s,K R AE S
grasafræði,k r aː s a f r a iː ð ɪ,K R AE S AE F R AE IH DH IH
grasasni,k r aː s a s t n ɪ,K R AE S AE S T N IH
graslendi,k r aː s l ɛ n t ɪ,K R AE S L EH N T IH
grasnykra,k r aː s n ɪː k r a,K R AE S N IH K R AE
grassnákur,k r aː s s n a uː k ʏ r,K R AE S S N AE UW K R
grasvíðir,k r aː s v iː ð ɪ r,K R AE S V IH DH IH R
grautur,k r ø yː t ʏ r,K R T R
graðhestur,k r aː ð h ɛ s t ʏ r,K R AE DH HH EH S T R
graður,k r aː ð ʏ r,K R AE DH R
gredda,k r ɛ tː a,K R EH T AE
grefill,k r ɛː v ɪ t l,K R EH V IH T L
greifi,k r e iː v ɪ,K R EH IH V IH
greifingi,k r e iː v i ɲ c ɪ,K R EH IH V IH IH
grein,k r e iː n,K R EH IH N
greina,k r e iː n a,K R EH IH N AE
greinargerð,k r e iː n a r c ɛ r ð,K R EH IH N AE R EH R DH
greinarmunur,k r e iː n a r m ʏː n ʏ r,K R EH IH N AE R M N R
greind,k r e i n t,K R EH IH N T
greindur,k r e i n t ʏ r,K R EH IH N T R
greinilega,k r e iː n ɪ l ɛː ɣ a,K R EH IH N IH L EH AE
greinilegur,k r e iː n ɪ l ɛː ɣ ʏ r,K R EH IH N IH L EH R
greining,k r e iː n i ŋ k,K R EH IH N IH NG K
greinir,k r e iː n ɪ r,K R EH IH N IH R
greip,k r e iː p,K R EH IH P
greipa,k r e iː p a,K R EH IH P AE
greipaldin,k r e iː p a l t ɪ n,K R EH IH P AE L T IH N
greiða,k r e iː ð a,K R EH IH DH AE
greiðsla,k r e i ð s t l a,K R EH IH DH S T L AE
greiðslukort,k r e i ð s t l ʏ kʰ ɔ r̥ t,K R EH IH DH S T L K AO T
gremja,k r ɛ m j a,K R EH M Y AE
greni,k r ɛː n ɪ,K R EH N IH
greniköngull,k r ɛː n ɪ kʰ ø y ŋ k ʏ t l,K R EH N IH K NG K T L
grenja,k r ɛ n j a,K R EH N Y AE
grennd,k r ɛ n t,K R EH N T
gretta,k r ɛ h t a,K R EH HH T AE
grey,k r e iː,K R EH IH
greypa,k r e iː p a,K R EH IH P AE
griffill,k r ɪ fː ɪ t l,K R IH F IH T L
grikki,k r ɪ h c ɪ,K R IH HH IH
grikkland,k r ɪ h k l a n t,K R IH HH K L AE N T
grikkur,k r ɪ h k ʏ r,K R IH HH K R
grimmd,k r ɪ m t,K R IH M T
grimmur,k r ɪ mː ʏ r,K R IH M R
grind,k r ɪ n t,K R IH N T
gripur,k r ɪː p ʏ r,K R IH P R
grið,k r ɪː ð,K R IH DH
grjón,k r j o uː n,K R Y OH UW N
grjóni,k r j o uː n ɪ,K R Y OH UW N IH
grobba,k r ɔ pː a,K R AO P AE
grugg,k r ʏ kː,K R K
gruna,k r ʏː n a,K R N AE
grund,k r ʏ n t,K R N T
grunnendurlífgun,k r ʏ nː ɛ n t ʏ r l i v k ʏ n,K R N EH N T R L IH V K N
grunnli,k r ʏ nː l ɪ,K R N L IH
grunnskóli,k r ʏ nː s k o uː l ɪ,K R N S K OH UW L IH
grunnsævi,k r ʏ nː s a iː v ɪ,K R N S AE IH V IH
grunnur,k r ʏ nː ʏ r,K R N R
grunur,k r ʏː n ʏ r,K R N R
gryfja,k r ɪ v j a,K R IH V Y AE
grynna,k r ɪ nː a,K R IH N AE
grá,k r a uː,K R AE UW
gráblika,k r a u p l ɪː k a,K R AE UW P L IH K AE
gráelri,k r a uː ɛ l r ɪ,K R AE UW EH L R IH
grágæs,k r a uː c a iː s,K R AE UW AE IH S
gráhegri,k r a uː h ɛ ɣ r ɪ,K R AE UW HH EH R IH
gráhvalur,k r a uː kʰ v aː l ʏ r,K R AE UW K V AE L R
grákráka,k r a uː kʰ r a uː k a,K R AE UW K R AE UW K AE
grámosi,k r a uː m ɔː s ɪ,K R AE UW M AO S IH
grána,k r a uː n a,K R AE UW N AE
grár,k r a uː r,K R AE UW R
gráspör,k r a uː s p œː r,K R AE UW S P AE R
gráta,k r a uː t a,K R AE UW T AE
grávorblóm,k r a uː v ɔ r p l o uː m,K R AE UW V AO R P L OH UW M
grávíðir,k r a uː v iː ð ɪ r,K R AE UW V IH DH IH R
gráða,k r a uː ð a,K R AE UW DH AE
gráði,k r a uː ð ɪ,K R AE UW DH IH
gráðostur,k r a uː ð ɔ s t ʏ r,K R AE UW DH AO S T R
gráðubogi,k r a uː ð ʏ p ɔː j ɪ,K R AE UW DH P AO Y IH
gráðugur,k r a uː ð ʏː ɣ ʏ r,K R AE UW DH R
gráölur,k r a uː œː l ʏ r,K R AE UW AE L R
græja,k r a iː j a,K R AE IH Y AE
grænkál,k r a i n kʰ a uː l,K R AE IH N K AE UW L
grænland,k r a i n l a n t,K R AE IH N L AE N T
grænlenska,k r a i n l ɛ n s k a,K R AE IH N L EH N S K AE
grænlenskur,k r a i n l ɛ n s k ʏ r,K R AE IH N L EH N S K R
grænmeti,k r a i n m ɛː t ɪ,K R AE IH N M EH T IH
grænmetisæta,k r a i n m ɛː t ɪ s a iː t a,K R AE IH N M EH T IH S AE IH T AE
grænspæta,k r a i n s p a iː t a,K R AE IH N S P AE IH T AE
grænukorn,k r a iː n ʏ kʰ ɔ r t n,K R AE IH N K AO R T N
græta,k r a iː t a,K R AE IH T AE
græða,k r a iː ð a,K R AE IH DH AE
græðgi,k r a i ð c ɪ,K R AE IH DH IH
gríma,k r iː m a,K R IH M AE
grímkell,k r i m cʰ ɛ t l,K R IH M EH T L
grímur,k r iː m ʏ r,K R IH M R
grín,k r iː n,K R IH N
grínisti,k r iː n ɪ s t ɪ,K R IH N IH S T IH
grípa,k r iː p a,K R IH P AE
grípari,k r iː p aː r ɪ,K R IH P AE R IH
grís,k r iː s,K R IH S
gríska,k r i s k a,K R IH S K AE
gríð,k r iː ð,K R IH DH
gríður,k r iː ð ʏ r,K R IH DH R
gró,k r o uː,K R OH UW
gróf,k r o uː v,K R OH UW V
grófur,k r o uː v ʏ r,K R OH UW V R
gróp,k r o uː p,K R OH UW P
gróði,k r o uː ð ɪ,K R OH UW DH IH
gróður,k r o uː ð ʏ r,K R OH UW DH R
gróðurhús,k r o uː ð ʏ r h uː s,K R OH UW DH R HH UW S
gröf,k r œː v,K R AE V
gröftur,k r œ f t ʏ r,K R AE F T R
grön,k r œː n,K R AE N
grúbba,k r u pː a,K R UW P AE
grúfa,k r uː v a,K R UW V AE
grúi,k r uː ɪ,K R UW IH
grúpa,k r uː p a,K R UW P AE
grýla,k r iː l a,K R IH L AE
grýlukerti,k r iː l ʏ cʰ ɛ r̥ t ɪ,K R IH L EH T IH
grýta,k r iː t a,K R IH T AE
grýttur,k r i h t ʏ r,K R IH HH T R
gubba,k ʏ pː a,K P AE
gufa,k ʏː v a,K V AE
gula,k ʏː l a,K L AE
gull,k ʏ t l,K T L
gullfiskur,k ʏ t l f ɪ s k ʏ r,K T L F IH S K R
gullintoppa,k ʏ t l ɪ n tʰ ɔ h p a,K T L IH N T AO HH P AE
gullkorn,k ʏ t l kʰ ɔ r t n,K T L K AO R T N
gullmura,k ʏ t l m ʏː r a,K T L M R AE
gulmaðra,k ʏ l m a ð r a,K L M AE DH R AE
gulna,k ʏ l n a,K L N AE
gulstör,k ʏ l s t œː r,K L S T AE R
gulur,k ʏː l ʏ r,K L R
gulvíðir,k ʏ l v iː ð ɪ r,K L V IH DH IH R
gum,k ʏː m,K M
guma,k ʏː m a,K M AE
gumi,k ʏː m ɪ,K M IH
gunga,k u ŋ k a,K UW NG K AE
gunnarína,k ʏ nː aː r iː n a,K N AE R IH N AE
gunndís,k ʏ nː t iː s,K N T IH S
gunnlaug,k ʏ nː l ø yː ɣ,K N L
gunnlaugur,k ʏ nː l ø yː ɣ ʏ r,K N L R
gunnur,k ʏ nː ʏ r,K N R
gunnólfur,k ʏ nː o u l v ʏ r,K N OH UW L V R
