word,ipa,ARPAbet
capitergio,k a p i t ɛ r d͡ʒ o,K AE P IH T EH R JH OH
capito,k a p i t o,K AE P IH T OH
capitolazione,k a p i t o l a t t͡s j o n e,K AE P IH T OH L AE T Y OH N EH
capitolino,k a p i t o l i n o,K AE P IH T OH L IH N OH
capivoltare,k a p i v o l t a r e,K AE P IH V OH L T AE R EH
capo,k a p o,K AE P OH
capodanno,k a p o d a n n o,K AE P OH D AE N N OH
capodimonte,k a p o d i m o n t e,K AE P OH D IH M OH N T EH
caporetto,k a p o r e t t o,K AE P OH R EH T T OH
caposcala,k a p o s k a l a,K AE P OH S K AE L AE
capostipite,k a p o s t i p i t e,K AE P OH S T IH P IH T EH
capovolgere,k a p o v ɔ l d͡ʒ e r e,K AE P OH V AO L JH EH R EH
capovoltare,k a p o v o l t a r e,K AE P OH V OH L T AE R EH
capovoltarsi,k a p o v o l t a r s i,K AE P OH V OH L T AE R S IH
capozzo,k a p ɔ t t͡s o,K AE P AO T OH
cappa,k a p p a,K AE P P AE
cappadocia,k a p p a d ɔ t͡ʃ a,K AE P P AE D AO CH AE
cappare,k a p p a r e,K AE P P AE R EH
cappello,k a p p ɛ l l o,K AE P P EH L L OH
cappottino,k a p p o t t i n o,K AE P P OH T T IH N OH
cappottino,k a p p ɔ t t i n o,K AE P P AO T T IH N OH
cappotto,k a p p ɔ t t o,K AE P P AO T T OH
cappuccino,k a p p u t t͡ʃ i n o,K AE P P UW T CH IH N OH
capri,k a p r i,K AE P R IH
capriccio,k a p r i t t͡ʃ o,K AE P R IH T CH OH
capricorno,k a p r i k ɔ r n o,K AE P R IH K AO R N OH
caprifoglio,k a p r i f ɔ ʎ ʎ o,K AE P R IH F AO OH
caprigno,k a p r i ɲ ɲ o,K AE P R IH OH
capsa,k a p s a,K AE P S AE
capsula,k a p s u l a,K AE P S UW L AE
caracalla,k a r a k a l l a,K AE R AE K AE L L AE
caracca,k a r a k k a,K AE R AE K K AE
carambola,k a r a m b o l a,K AE R AE M B OH L AE
carambole,k a r a m b o l e,K AE R AE M B OH L EH
caramellaro,k a r a m e l l a r o,K AE R AE M EH L L AE R OH
carasau,k a r a z a u,K AE R AE Z AE UW
caratista,k a r a t i s t a,K AE R AE T IH S T AE
carattere,k a r a t t e r e,K AE R AE T T EH R EH
caravaggesco,k a r a v a d d͡ʒ e s k o,K AE R AE V AE D JH EH S K OH
caravaggio,k a r a v a d d͡ʒ o,K AE R AE V AE D JH OH
caravaggismo,k a r a v a d d͡ʒ i z m o,K AE R AE V AE D JH IH Z M OH
caravaggista,k a r a v a d d͡ʒ i s t a,K AE R AE V AE D JH IH S T AE
carbonara,k a r b o n a r a,K AE R B OH N AE R AE
carbone,k a r b o n e,K AE R B OH N EH
carbonio,k a r b ɔ n j o,K AE R B AO N Y OH
carbuncolo,k a r b u n k o l o,K AE R B UW N K OH L OH
carcere,k a r t ʃ e r e,K AE R T SH EH R EH
carcino,k a r t͡ʃ i n o,K AE R CH IH N OH
carciofaia,k a r t͡ʃ o f a j a,K AE R CH OH F AE Y AE
carciofaio,k a r t͡ʃ o f a j o,K AE R CH OH F AE Y OH
carciofo,k a r t͡ʃ ɔ f o,K AE R CH AO F OH
card,k a r d,K AE R D
cardinale,k a r d i n a l e,K AE R D IH N AE L EH
cardinalizio,k a r d i n a l i t t s j o,K AE R D IH N AE L IH T T S Y OH
cardine,k a r d i n e,K AE R D IH N EH
cardiocinetico,k a r d j o t͡ʃ i n ɛ t i k o,K AE R D Y OH CH IH N EH T IH K OH
carducci,k a r d u t t ʃ i,K AE R D UW T T SH IH
carducciano,k a r d u t t ʃ a n o,K AE R D UW T T SH AE N OH
carente,k a r ɛ n t e,K AE R EH N T EH
carenza,k a r ɛ n t͡s a,K AE R EH N AE
carezza,k a r e t t͡s a,K AE R EH T AE
carezzevole,k a r e t t͡s e v o l e,K AE R EH T EH V OH L EH
cargo,k a r ɡ o,K AE R G OH
cariaco,k a r j a k o,K AE R Y AE K OH
caribù,k a r i b u,K AE R IH B UW
carica,k a r i k a,K AE R IH K AE
caricare,k a r i k a r e,K AE R IH K AE R EH
caricatura,k a r i k a t u r a,K AE R IH K AE T UW R AE
caricaturista,k a r i k a t u r i s t a,K AE R IH K AE T UW R IH S T AE
carico,k a r i k o,K AE R IH K OH
carini,k a r iː n iː,K AE R IH N IH
caritatevole,k a r i t a t e v o l e,K AE R IH T AE T EH V OH L EH
carità,k a r i t a,K AE R IH T AE
carnaggio,k a r n a d d͡ʒ o,K AE R N AE D JH OH
carnale,k a r n a l e,K AE R N AE L EH
carnalità,k a r n a l i t a,K AE R N AE L IH T AE
carnaroli,k a r n a r ɔ l i,K AE R N AE R AO L IH
carne,k a r n e,K AE R N EH
carnefice,k a r n e f i t͡ʃ e,K AE R N EH F IH CH EH
carnico,k a r n i k o,K AE R N IH K OH
carnificazione,k a r n i f i k a t t͡s j o n e,K AE R N IH F IH K AE T Y OH N EH
carnoso,k a r n o z o,K AE R N OH Z OH
caro,k a r o,K AE R OH
carogna,k a r o ɲ ɲ a,K AE R OH AE
carognata,k a r o ɲ ɲ a t a,K AE R OH AE T AE
carolina,k a r o l i n a,K AE R OH L IH N AE
caroncola,k a r o n k o l a,K AE R OH N K OH L AE
carpa,k a r p a,K AE R P AE
carpaccio,k a r p a t t͡ʃ o,K AE R P AE T CH OH
carpare,k a r p a r e,K AE R P AE R EH
carpine,k a r p i n e,K AE R P IH N EH
carpino,k a r p i n o,K AE R P IH N OH
carpo,k a r p o,K AE R P OH
carrambata,k a r r a m b a t a,K AE R R AE M B AE T AE
carrettonaio,k a r r e t t o n a j o,K AE R R EH T T OH N AE Y OH
carriera,k a r r j ɛː r a,K AE R R Y EH R AE
carriere,k a r r j ɛ r e,K AE R R Y EH R EH
carriola,k a r r i ɔ l a,K AE R R IH AO L AE
carro,k a r r o,K AE R R OH
carroccio,k a r r ɔ t t ʃ o,K AE R R AO T T SH OH
carruca,k a r r u k a,K AE R R UW K AE
carrucola,k a r r u k o l a,K AE R R UW K OH L AE
carruggio,k a r r u d d ʒ o,K AE R R UW D D ZH OH
cartaceo,k a r t a t͡ʃ e o,K AE R T AE CH EH OH
cartagine,k a r t a d ʒ i n e,K AE R T AE D ZH IH N EH
cartaginese,k a r t a d ʒ i n e z e,K AE R T AE D ZH IH N EH Z EH
cartapesta,k a r t a p e s t a,K AE R T AE P EH S T AE
cartellata,k a r t e l l a t a,K AE R T EH L L AE T AE
cartello,k a r t ɛ l l o,K AE R T EH L L OH
cartilagine,k a r t i l a d ʒ i n e,K AE R T IH L AE D ZH IH N EH
cartografico,k a r t o ɡ r a f i k o,K AE R T OH G R AE F IH K OH
cartolibraia,k a r t o l i b r a j a,K AE R T OH L IH B R AE Y AE
cartolibraio,k a r t o l i b r a j o,K AE R T OH L IH B R AE Y OH
cartolina,k a r t o l i n a,K AE R T OH L IH N AE
cartomante,k a r t o m a n t e,K AE R T OH M AE N T EH
cartongessista,k a r t o n d ʒ e s s i s t a,K AE R T OH N D ZH EH S S IH S T AE
cartongesso,k a r t o n d ʒ ɛ s s o,K AE R T OH N D ZH EH S S OH
cartuccia,k a r t u t t͡ʃ a,K AE R T UW T CH AE
cartucciera,k a r t u t t͡ʃ ɛ r a,K AE R T UW T CH EH R AE
caruncola,k a r u n k o l a,K AE R UW N K OH L AE
casa,k a s a,K AE S AE
casa,k a z a,K AE Z AE
casalese,k a z a l e s e,K AE Z AE L EH S EH
casamento,k a z a m e n t o,K AE Z AE M EH N T OH
casata,k a s a t a,K AE S AE T AE
cascamorto,k a s k a m ɔ r t o,K AE S K AE M AO R T OH
cascina,k a ʃ ʃ i n a,K AE SH SH IH N AE
casciolongo,k a ʃ ʃ o l ɔ n ɡ o,K AE SH SH OH L AO N G OH
casco,k a s k o,K AE S K OH
casella,k a z ɛ l l a,K AE Z EH L L AE
caserma,k a z ɛ r m a,K AE Z EH R M AE
casiera,k a z j ɛ r a,K AE Z Y EH R AE
casiere,k a z j ɛ r e,K AE Z Y EH R EH
casino,k a z i n o,K AE Z IH N OH
casinò,k a z i n ɔ,K AE Z IH N AO
casoncello,k a z o n t͡ʃ ɛ l l o,K AE Z OH N CH EH L L OH
caspa,k a s p a,K AE S P AE
caspio,k a s p j o,K AE S P Y OH
caspo,k a s p o,K AE S P OH
cassa,k a s s a,K AE S S AE
cassaforte,k a s s a f ɔ r t e,K AE S S AE F AO R T EH
cassapanca,k a s s a p a n k a,K AE S S AE P AE N K AE
cassata,k a s s a t a,K AE S S AE T AE
cassero,k a s s e r o,K AE S S EH R OH
cassetto,k a s s e t t o,K AE S S EH T T OH
cassettone,k a s s e t t o n e,K AE S S EH T T OH N EH
cassida,k a s s i d a,K AE S S IH D AE
casside,k a s s i d e,K AE S S IH D EH
cassidide,k a s s i d i d e,K AE S S IH D IH D EH
cassiera,k a s s j ɛ r a,K AE S S Y EH R AE
casso,k a s s o,K AE S S OH
cassoeula,k a s s e l a,K AE S S EH L AE
cassoeula,k a s s ø l a,K AE S S L AE
cassoeula,k a s s œ l a,K AE S S AE L AE
cassoeula,k a s s ɛ l a,K AE S S EH L AE
cassone,k a s s o n e,K AE S S OH N EH
cassonetto,k a s s o n e t t o,K AE S S OH N EH T T OH
cast,k a s t,K AE S T
castagna,k a s t a ɲ ɲ a,K AE S T AE AE
castagnacciaio,k a s t a ɲ ɲ a t t͡ʃ a j o,K AE S T AE AE T CH AE Y OH
castagnaia,k a s t a ɲ ɲ a j a,K AE S T AE AE Y AE
castellano,k a s t e l l a n o,K AE S T EH L L AE N OH
castelletto,k a s t e l l e t t o,K AE S T EH L L EH T T OH
castelrosso,k a s t ɛ l r o s s o,K AE S T EH L R OH S S OH
castigato,k a s t i ɡ a t o,K AE S T IH G AE T OH
castiglione,k a s t i ʎ ʎ o n e,K AE S T IH OH N EH
castità,k a s t i t a,K AE S T IH T AE
casto,k a s t o,K AE S T OH
castone,k a s t o n e,K AE S T OH N EH
castorchia,k a s t ɔ r k j a,K AE S T AO R K Y AE
castoro,k a s t ɔ r o,K AE S T AO R OH
castra,k a s t r a,K AE S T R AE
castrica,k a s t r i k a,K AE S T R IH K AE
castrice,k a s t r i t͡ʃ e,K AE S T R IH CH EH
castrocchia,k a s t r ɔ k k j a,K AE S T R AO K K Y AE
catafalco,k a t a f a l k o,K AE T AE F AE L K OH
catafratta,k a t a f r a t t a,K AE T AE F R AE T T AE
catafratto,k a t a f r a t t o,K AE T AE F R AE T T OH
catai,k a t a i,K AE T AE IH
catalana,k a t a l a n a,K AE T AE L AE N AE
catalitico,k a t a l i t i k o,K AE T AE L IH T IH K OH
catalogo,k a t a l o ɡ o,K AE T AE L OH G OH
catana,k a t a n a,K AE T AE N AE
catania,k a t a n j a,K AE T AE N Y AE
catanzaro,k a t a n t͡s a r o,K AE T AE N AE R OH
catapuzia,k a t a p u t t͡s j a,K AE T AE P UW T Y AE
cataratta,k a t a r a t t a,K AE T AE R AE T T AE
catarifrangente,k a t a r i f r a n d͡ʒ ɛ n t e,K AE T AE R IH F R AE N JH EH N T EH
catartico,k a t a r t i k o,K AE T AE R T IH K OH
catasta,k a t a s t a,K AE T AE S T AE
catastematico,k a t a s t e m a t i k o,K AE T AE S T EH M AE T IH K OH
catasterismo,k a t a s t e r i s m o,K AE T AE S T EH R IH S M OH
catastrofe,k a t a s t r o f e,K AE T AE S T R OH F EH
catastrofico,k a t a s t r ɔ f i k o,K AE T AE S T R AO F IH K OH
catechesi,k a t e k ɛ z i,K AE T EH K EH Z IH
categoria,k a t e ɡ o r i a̯,K AE T EH G OH R IH AE
catello,k a t ɛ l l o,K AE T EH L L OH
catena,k a t e n a,K AE T EH N AE
catenaccio,k a t e n a t t ʃ o,K AE T EH N AE T T SH OH
catenare,k a t e n a r e,K AE T EH N AE R EH
catenato,k a t e n a t o,K AE T EH N AE T OH
catenoide,k a t e n ɔ i̯ d e,K AE T EH N AO IH D EH
catilina,k a t i l i n a,K AE T IH L IH N AE
catilinaria,k a t i l i n a r j a,K AE T IH L IH N AE R Y AE
catilinario,k a t i l i n a r j o,K AE T IH L IH N AE R Y OH
catone,k a t o n e,K AE T OH N EH
catoneggiare,k a t o n e d d͡ʒ a r e,K AE T OH N EH D JH AE R EH
cattaneo,k a t t a n e o,K AE T T AE N EH OH
cattedra,k a t t e d r a,K AE T T EH D R AE
cattedrale,k a tː e d r a l e,K AE T EH D R AE L EH
cattedratico,k a t t e d r a t i k o,K AE T T EH D R AE T IH K OH
cattività,k a t t i v i t a,K AE T T IH V IH T AE
cattivo,k a t t i v o,K AE T T IH V OH
cattolica,k a t t o l i k a,K AE T T OH L IH K AE
cattoliche,k a t t o l i k e,K AE T T OH L IH K EH
cattolici,k a t t o l i t͡ʃ i,K AE T T OH L IH CH IH
cattolico,k a t t o l i k o,K AE T T OH L IH K OH
caudio,k a u̯ d j o,K AE W D Y OH
caudium,k a u̯ d j u m,K AE W D Y UW M
caulerpa,k a u̯ l ɛ r p a,K AE W L EH R P AE
causale,k a u̯ z a l e,K AE W Z AE L EH
causalismo,k a u̯ z a l i s m o,K AE W Z AE L IH S M OH
causalista,k a u̯ z a l i s t a,K AE W Z AE L IH S T AE
causalistico,k a u̯ z a l i s t i k o,K AE W Z AE L IH S T IH K OH
causatore,k a u̯ z a t o r e,K AE W Z AE T OH R EH
causatrice,k a u̯ z a t r i t͡ʃ e,K AE W Z AE T R IH CH EH
causazione,k a u̯ z a t t͡s j o n e,K AE W Z AE T Y OH N EH
cautamente,k a u̯ t a m e n t e,K AE W T AE M EH N T EH
cauterio,k a u̯ t ɛ r j o,K AE W T EH R Y OH
cauto,k a u̯ t o,K AE W T OH
cauzione,k a u̯ t t͡s j o n e,K AE W T Y OH N EH
cavafango,k a v a f a n ɡ o,K AE V AE F AE N G OH
cavalleresco,k a v a l l e r e s k o,K AE V AE L L EH R EH S K OH
cavallo,k a v a lː o,K AE V AE L OH
cavea,k a v e a,K AE V EH AE
caveau,k a v o,K AE V OH
cavedano,k a v e d a n o,K AE V EH D AE N OH
cavedine,k a v e d i n e,K AE V EH D IH N EH
cavedio,k a v ɛ d j o,K AE V EH D Y OH
cavia,k a v j a,K AE V Y AE
caviale,k a v j a l e,K AE V Y AE L EH
cavobuono,k a v o b w ɔ n o,K AE V OH B W AO N OH
cavolo,k a v o l o,K AE V OH L OH
cazzata,k a t t͡s a t a,K AE T AE T AE
cazzeggiare,k a t t͡s e d d͡ʒ a r e,K AE T EH D JH AE R EH
cazzimperio,k a t t s i m p ɛ r j o,K AE T T S IH M P EH R Y OH
cazzo,k a t t͡s o,K AE T OH
cazzottereste,k a t t͡s o t t e r e s t e,K AE T OH T T EH R EH S T EH
cazzotto,k a t t͡s ɔ t t o,K AE T AO T T OH
cazzuola,k a t t s w ɔ l a,K AE T T S W AO L AE
cecamente,t͡ʃ e k a m ɛ n t e,CH EH K AE M EH N T EH
cecano,t͡ʃ ɛ k a n o,CH EH K AE N OH
cecare,t͡ʃ e k a r e,CH EH K AE R EH
cecca,t͡ʃ e k k a,CH EH K K AE
cecchinaggio,t͡ʃ e k k i n a d d͡ʒ o,CH EH K K IH N AE D JH OH
cecchino,t͡ʃ e k k i n o,CH EH K K IH N OH
cecco,t͡ʃ e k k o,CH EH K K OH
cecero,t͡ʃ e t͡ʃ e r o,CH EH CH EH R OH
cechi,t͡ʃ ɛ k i,CH EH K IH
cechia,t͡ʃ e k j a,CH EH K Y AE
ceci,t͡ʃ e t͡ʃ i,CH EH CH IH
cecia,t͡ʃ ɛ t͡ʃ a,CH EH CH AE
cecie,t͡ʃ ɛ t͡ʃ e,CH EH CH EH
cecino,t͡ʃ e t͡ʃ i n o,CH EH CH IH N OH
cecità,t͡ʃ e t͡ʃ i t a,CH EH CH IH T AE
ceco,t͡ʃ ɛ k o,CH EH K OH
cedere,t͡ʃ ɛ d e r e,CH EH D EH R EH
cedevole,t͡ʃ e d e v o l e,CH EH D EH V OH L EH
cediglia,t͡ʃ e d i ʎ a,CH EH D IH AE
cedola,t͡ʃ ɛ d o l a,CH EH D OH L AE
cedrangolo,t͡ʃ e d r a n ɡ o l o,CH EH D R AE N G OH L OH
cedro,t͡ʃ e d r o,CH EH D R OH
cedula,t͡ʃ ɛ d u l a,CH EH D UW L AE
cedule,t͡ʃ ɛ d u l e,CH EH D UW L EH
ceduo,t͡ʃ ɛ d w o,CH EH D W OH
cefalea,t͡ʃ e f a l ɛ a,CH EH F AE L EH AE
cefalo,t͡ʃ ɛ f a l o,CH EH F AE L OH
cefi,t͡ʃ ɛ f i,CH EH F IH
cefo,t͡ʃ ɛ f o,CH EH F OH
cela,t͡ʃ ɛ l a,CH EH L AE
celacanto,t͡ʃ e l a k a n t o,CH EH L AE K AE N T OH
celato,t͡ʃ e l a t o,CH EH L AE T OH
celeberrimo,t͡ʃ e l e b ɛ r r i m o,CH EH L EH B EH R R IH M OH
celebrare,t͡ʃ e l e b r a r e,CH EH L EH B R AE R EH
celebrazione,t͡ʃ e l e b r a t͡s j o n e,CH EH L EH B R AE Y OH N EH
celebre,t͡ʃ ɛ l e b r e,CH EH L EH B R EH
celere,t͡ʃ ɛ l e r e,CH EH L EH R EH
celerino,t͡ʃ e l e r i n o,CH EH L EH R IH N OH
celerità,t͡ʃ e l e r i t a,CH EH L EH R IH T AE
celermente,t͡ʃ e l e r m e n t e,CH EH L EH R M EH N T EH
celeste,t͡ʃ e l ɛ s t e,CH EH L EH S T EH
celeste,θ e l e s t e,TH EH L EH S T EH
celestiale,t͡ʃ e l e s t j a l e,CH EH L EH S T Y AE L EH
celiachia,t ʃ e l i a k i a,T SH EH L IH AE K IH AE
cellula,t͡ʃ ɛ l l u l a,CH EH L L UW L AE
cellulare,t͡ʃ e l l u l a r e,CH EH L L UW L AE R EH
celoce,t͡ʃ e l ɔ t͡ʃ e,CH EH L AO CH EH
celsitudine,t͡ʃ e l s i t u d i n e,CH EH L S IH T UW D IH N EH
celtico,t͡ʃ ɛ l t i k o,CH EH L T IH K OH
cembalo,t ʃ e m b a l o,T SH EH M B AE L OH
cempenna,t͡ʃ e m p e n n a,CH EH M P EH N N AE
cempennare,t͡ʃ e m p e n n a r e,CH EH M P EH N N AE R EH
cena,t͡ʃ e n a,CH EH N AE
cenciaiola,t ʃ e n t ʃ a j ɔ l a,T SH EH N T SH AE Y AO L AE
cenciaiole,t ʃ e n t ʃ a j ɔ l e,T SH EH N T SH AE Y AO L EH
cenciaioli,t ʃ e n t ʃ a j ɔ l i,T SH EH N T SH AE Y AO L IH
cenciaiolo,t ʃ e n t ʃ a j ɔ l o,T SH EH N T SH AE Y AO L OH
cencio,t ʃ e n t ʃ o,T SH EH N T SH OH
cenerentola,t ʃ e n e r ɛ n t o l a,T SH EH N EH R EH N T OH L AE
cenerentola,t͡ʃ e n e r ɛ n t o l a,CH EH N EH R EH N T OH L AE
cenerentolo,t ʃ e n e r ɛ n t o l o,T SH EH N EH R EH N T OH L OH
cenno,t ʃ e n n o,T SH EH N N OH
cenobitico,t͡ʃ e n o b i t i k o,CH EH N OH B IH T IH K OH
censura,t͡ʃ e n s u r a,CH EH N S UW R AE
centauressa,t͡ʃ e n t a u r e s s a,CH EH N T AE UW R EH S S AE
centauresse,t͡ʃ e n t a u r e s s e,CH EH N T AE UW R EH S S EH
centauro,t͡ʃ e n t a u r o,CH EH N T AE UW R OH
centavo,t͡ʃ e n t a v o,CH EH N T AE V OH
centimetro,t ʃ e n t i m e t r o,T SH EH N T IH M EH T R OH
centinaio,t ʃ e n t i n a j o,T SH EH N T IH N AE Y OH
centinervia,t͡ʃ e n t i n ɛ r v j a,CH EH N T IH N EH R V Y AE
cento,t ʃ ɛ n t o,T SH EH N T OH
centonervi,t͡ʃ e n t o n ɛ r v i,CH EH N T OH N EH R V IH
centonervia,t͡ʃ e n t o n ɛ r v j a,CH EH N T OH N EH R V Y AE
centosei,t͡ʃ ɛ n t o s ɛ i,CH EH N T OH S EH IH
centrale,t ʃ e n t r a l e,T SH EH N T R AE L EH
centralistico,t͡ʃ e n t r a l i s t i k o,CH EH N T R AE L IH S T IH K OH
centreuropeo,t ʃ e n t r e u r o p ɛ o,T SH EH N T R EH UW R OH P EH OH
centro,t ʃ ɛ n t r o,T SH EH N T R OH
centroeuropeo,t ʃ ɛ n t r o e u r o p ɛ o,T SH EH N T R OH EH UW R OH P EH OH
centuplicare,t͡ʃ e n t u p l i k a r e,CH EH N T UW P L IH K AE R EH
centurione,t͡ʃ e n t u r j o n e,CH EH N T UW R Y OH N EH
ceppo,t͡ʃ e p p o,CH EH P P OH
cera,t ʃ e r a,T SH EH R AE
ceramica,t͡ʃ e r a m i k a,CH EH R AE M IH K AE
ceramista,t͡ʃ e r a m i s t a,CH EH R AE M IH S T AE
cerbia,t͡ʃ ɛ r b j a,CH EH R B Y AE
cerbio,t͡ʃ ɛ r b j o,CH EH R B Y OH
cerboneca,t͡ʃ e r b o n ɛ k a,CH EH R B OH N EH K AE
cerboneche,t͡ʃ e r b o n ɛ k e,CH EH R B OH N EH K EH
cerca,t͡ʃ e r k a,CH EH R K AE
cercare,t ʃ e r k a r e,T SH EH R K AE R EH
cercata,t͡ʃ e r k a t a,CH EH R K AE T AE
cerchi,t ʃ e r k i,T SH EH R K IH
cerchio,t͡ʃ e r k j o,CH EH R K Y OH
cerco,t͡ʃ e r k o,CH EH R K OH
cerda,t͡ʃ eː r d a,CH EH R D AE
cerebri,t͡ʃ e r ɛ b r i,CH EH R EH B R IH
cerebri,t͡ʃ ɛ r e b r i,CH EH R EH B R IH
cerebro,t͡ʃ e r ɛ b r o,CH EH R EH B R OH
cerebro,t͡ʃ ɛ r e b r o,CH EH R EH B R OH
cerere,t͡ʃ ɛ r e r e,CH EH R EH R EH
cerimoniale,t͡ʃ e r i m o n j a l e,CH EH R IH M OH N Y AE L EH
cerio,t ʃ ɛ r j o,T SH EH R Y OH
cerniera,t͡ʃ e r n j ɛ r a,CH EH R N Y EH R AE
ceroplaste,t͡ʃ e r o p l a s t e,CH EH R OH P L AE S T EH
ceroplastica,t͡ʃ e r o p l a s t i k a,CH EH R OH P L AE S T IH K AE
ceroplastico,t͡ʃ e r o p l a s t i k o,CH EH R OH P L AE S T IH K OH
cerotto,t͡ʃ e r ɔ t t o,CH EH R AO T T OH
certame,t͡ʃ e r t a m e,CH EH R T AE M EH
certo,t͡ʃ ɛ r t o,CH EH R T OH
cerusico,t͡ʃ e r u z i k o,CH EH R UW Z IH K OH
cervello,t͡ʃ e r v ɛ l l o,CH EH R V EH L L OH
cervellotico,t͡ʃ e r v e l l ɔ t i k o,CH EH R V EH L L AO T IH K OH
cervia,t͡ʃ ɛ r v j a,CH EH R V Y AE
cervide,t͡ʃ ɛ r v i d e,CH EH R V IH D EH
cervidi,t͡ʃ ɛ r v i d i,CH EH R V IH D IH
cervio,t͡ʃ ɛ r v j o,CH EH R V Y OH
cervo,t͡ʃ ɛ r v o,CH EH R V OH
cervogia,t͡ʃ e r v ɔ d͡ʒ a,CH EH R V AO JH AE
cesarea,t ʃ e z a r ɛ a,T SH EH Z AE R EH AE
cesareo,t ʃ e z a r e o,T SH EH Z AE R EH OH
cesareo,t ʃ e z a r ɛ o,T SH EH Z AE R EH OH
cesco,t͡ʃ e s k o,CH EH S K OH
cesena,t͡ʃ e z ɛ n a,CH EH Z EH N AE
cesio,t ʃ ɛ z j o,T SH EH Z Y OH
cespuglio,t͡ʃ e s p u ʎ ʎ o,CH EH S P UW OH
cessa,t͡ʃ ɛ s s a,CH EH S S AE
cesso,t͡ʃ ɛ s s o,CH EH S S OH
cesta,t͡ʃ e s t a,CH EH S T AE
ceste,t͡ʃ e s t e,CH EH S T EH
cestista,t ʃ e s t i s t a,T SH EH S T IH S T AE
cetriolo,t ʃ e t r i ɔ l o,T SH EH T R IH AO L OH
chalet,ʃ a l e,SH AE L EH
charmonio,t͡ʃ a r m ɔ n j o,CH AE R M AO N Y OH
chat,k a t,K AE T
chat,t͡ʃ a t,CH AE T
che,k e,K EH
checca,k e k k a,K EH K K AE
checchessia,k e k k e s s i a,K EH K K EH S S IH AE
checco,k e k k o,K EH K K OH
cheesecake,t ʃ i s k e i k,T SH IH S K EH IH K
cheesecake,t ʃ i s k ɛ i k,T SH IH S K EH IH K
chef,ʃ ɛ f,SH EH F
chemionastia,k ɛ m j o n a s t i a,K EH M Y OH N AE S T IH AE
chemionastico,k ɛ m j o n a s t i k o,K EH M Y OH N AE S T IH K OH
chente,k ɛ n t e,K EH N T EH
cheope,k ɛ o p e,K EH OH P EH
cheratite,k e r a t i t e,K EH R AE T IH T EH
cheratocono,k e r a t o k ɔ n o,K EH R AE T OH K AO N OH
cheratoglobo,k e r a t o ɡ l ɔ b o,K EH R AE T OH G L AO B OH
cheratoplastica,k e r a t o p l a s t i k a,K EH R AE T OH P L AE S T IH K AE
cheratoplastico,k e r a t o p l a s t i k o,K EH R AE T OH P L AE S T IH K OH
cherere,k ɛ r e r e,K EH R EH R EH
cheto,k e t o,K EH T OH
chetogenetico,k e t o d͡ʒ e n ɛ t i k o,K EH T OH JH EH N EH T IH K OH
chetoplastico,k e t o p l a s t i k o,K EH T OH P L AE S T IH K OH
chiacchiera,k j a k k j e r a,K Y AE K K Y EH R AE
chiacchierare,k j a k k j e r a r e,K Y AE K K Y EH R AE R EH
chiacchierona,k j a k k i e r o n a,K Y AE K K IH EH R OH N AE
chiacchierone,k j a k k j e r o n e,K Y AE K K Y EH R OH N EH
chiamata,k j a m a t a,K Y AE M AE T AE
chianti,k j a n t i,K Y AE N T IH
chiantigiano,k j a n t i d ʒ a n o,K Y AE N T IH D ZH AE N OH
chiappa,k j a p p a,K Y AE P P AE
chiaramente,k j a r a m e n t e,K Y AE R AE M EH N T EH
chiarificazione,k j a r i f i k a t͡s j o n e,K Y AE R IH F IH K AE Y OH N EH
chiarire,k j a r i r e,K Y AE R IH R EH
chiaro,k j a r o,K Y AE R OH
chiaroscuro,k j a r o s k u r o,K Y AE R OH S K UW R OH
chiasmo,k i a s m o,K IH AE S M OH
chiasso,k j a s s o,K Y AE S S OH
chiatta,k j a t t a,K Y AE T T AE
chiatto,k j a t t o,K Y AE T T OH
chiavarda,k j a v a r d a,K Y AE V AE R D AE
chiavare,k j a v a r e,K Y AE V AE R EH
chiave,k j a v e,K Y AE V EH
chiavo,k j a v o,K Y AE V OH
chiazza,k j a t t s a,K Y AE T T S AE
chicago,t ʃ i k a ɡ o,T SH IH K AE G OH
chicago,ʃ i k a ɡ o,SH IH K AE G OH
chicchera,k i k k e r a,K IH K K EH R AE
chicchessia,k i k k e s s i a,K IH K K EH S S IH AE
chicchirichì,k i k k i r i k i,K IH K K IH R IH K IH
chicco,k i k k o,K IH K K OH
chiedere,k j ɛ d e r e,K Y EH D EH R EH
chiedersi,k j ɛ d e r s i,K Y EH D EH R S IH
chiedibile,k j e d i b i l e,K Y EH D IH B IH L EH
chiedibili,k j e d i b i l i,K Y EH D IH B IH L IH
chierere,k j ɛ r e r e,K Y EH R EH R EH
chiesa,k j ɛ z a,K Y EH Z AE
chiese,k j ɛ z e,K Y EH Z EH
chiesucola,k j e z u k o l a,K Y EH Z UW K OH L AE
chiesuola,k j e z w ɔ l a,K Y EH Z W AO L AE
chietino,k j e t i n o,K Y EH T IH N OH
chifel,k i f e l,K IH F EH L
chifer,k i f e r,K IH F EH R
chiglia,k i ʎ ʎ a,K IH AE
chiliagono,k i l j a ɡ o n o,K IH L Y AE G OH N OH
chiliogono,k i l j ɔ ɡ o n o,K IH L Y AO G OH N OH
chimango,t͡ʃ i m a n ɡ o,CH IH M AE N G OH
chimica,k i m i k a,K IH M IH K AE
chimico,k i m i k o,K IH M IH K OH
chimo,k i m o,K IH M OH
chinare,k i n a r e,K IH N AE R EH
