word,ipa,ARPAbet
boormossel,b oː r m ɔ s ə l,B OH R M AO S AX L
boorplatform,b oː r p l ɑ t f ɔ r m,B OH R P L AA T F AO R M
boorschip,b oː r s x ɪ p,B OH R S IH P
boortoren,b oː r t oː r ə n,B OH R T OH R AX N
boorwater,b oː r ʋ aː t ə r,B OH R AE T AX R
boorzuur,b oː r z yː r,B OH R Z R
boos,b oː s,B OH S
boosaardig,b oː s aː r d ə x,B OH S AE R D AX
boosaardigheid,b oː s aː r d ə x ɦ ɛ i̯ t,B OH S AE R D AX EH IH T
boosdoener,b oː s d u n ə r,B OH S D UW N AX R
boosheid,b oː s ɦ ɛ i̯ t,B OH S EH IH T
booswicht,b oː s ʋ ɪ x t,B OH S IH T
boot,b oː t,B OH T
bootgraf,b oː t x r ɑ f,B OH T R AA F
boothuis,b oː t ɦ œ y̯ s,B OH T AE S
bootreis,b oː t r ɛ i̯ s,B OH T R EH IH S
boots,b oː t s,B OH T S
bootsman,b oː t s m ɑ n,B OH T S M AA N
boottocht,b oː t ɔ x t,B OH T AO T
bootvluchteling,b oː t f l ʏ x t ə l ɪ ŋ,B OH T F L T AX L IH NG
boraat,b oː r aː t,B OH R AE T
borat,b oː r ɑ t,B OH R AA T
bord,b ɔ r t,B AO R T
bordeaux,b ɔ r d oː,B AO R D OH
bordeauxrood,b ɔ r d oː r oː t,B AO R D OH R OH T
bordeel,b ɔ r d eː l,B AO R D EH L
bordeelbrok,b ɔ r d eː l b r ɔ k,B AO R D EH L B R AO K
bordeelsluiper,b ɔ r d eː l s l œ y̯ p ə r,B AO R D EH L S L AE P AX R
borden,b ɔ r d ə n,B AO R D AX N
bordenwisser,b ɔ r d ə n ʋ ɪ s ə r,B AO R D AX N IH S AX R
bordes,b ɔ r d ɛ s,B AO R D EH S
bordspel,b ɔ r t s p ɛ l,B AO R T S P EH L
borduren,b ɔ r d y r ə n,B AO R D R AX N
borduur,b ɔ r d yː r,B AO R D R
boreaal,b oː r eː aː l,B OH R EH AE L
boreling,b oː r ə l ɪ ŋ,B OH R AX L IH NG
boren,b oː r ə n,B OH R AX N
borg,b ɔ r x,B AO R
borgen,b ɔ r ɣ ə n,B AO R AX N
borger,b ɔ r ɣ ə r,B AO R AX R
borgers,b ɔ r ɣ ə r s,B AO R AX R S
borgtocht,b ɔ r x t ɔ x t,B AO R T AO T
borgworm,b ɔ r x ʋ ɔ r m,B AO R AO R M
boring,b oː r ɪ ŋ,B OH R IH NG
borium,b oː r i ʏ m,B OH R IH M
born,b ɔ r n,B AO R N
borne,b ɔ r n ə,B AO R N AX
borneo,b ɔ r n eː j oː,B AO R N EH Y OH
borrel,b ɔ r ə l,B AO R AX L
borrelen,b ɔ r ə l ə n,B AO R AX L AX N
borrelglas,b ɔ r ə l ɣ l ɑ s,B AO R AX L L AA S
borreltafel,b ɔ r ə l t aː f ə l,B AO R AX L T AE F AX L
borst,b ɔ r s t,B AO R S T
borstbeeld,b ɔ r s t b eː l t,B AO R S T B EH L T
borstbeen,b ɔ r s t b eː n,B AO R S T B EH N
borstbol,b ɔ r s t b ɔ l,B AO R S T B AO L
borstel,b ɔ r s t ə l,B AO R S T AX L
borstelen,b ɔ r s t ə l ə n,B AO R S T AX L AX N
borstelig,b ɔ r s t ə l ə x,B AO R S T AX L AX
borsten,b ɔ r s t ə n,B AO R S T AX N
borstgesteente,b ɔ r s t x ə s t eː n t ə,B AO R S T AX S T EH N T AX
borstkanker,b ɔ r s t k ɑ ŋ k ə r,B AO R S T K AA NG K AX R
borstkas,b ɔ r s t k ɑ s,B AO R S T K AA S
borstmelk,b ɔ r s t m ɛ l k,B AO R S T M EH L K
borstrok,b ɔ r s t r ɔ k,B AO R S T R AO K
borststrijken,b ɔ r s t s t r ɛ i̯ k ə n,B AO R S T S T R EH IH K AX N
borststuk,b ɔ r s t ʏ k,B AO R S T K
borstsuiker,b ɔ r s t s œ y̯ k ə r,B AO R S T S AE K AX R
borstvalling,b ɔ r s t f ɑ l ɪ ŋ,B AO R S T F AA L IH NG
borstvin,b ɔ r s t f ɪ n,B AO R S T F IH N
borstvinnig,b ɔ r d t f ɪ n ə x,B AO R D T F IH N AX
borstvoeding,b ɔ r s t f u d ɪ ŋ,B AO R S T F UW D IH NG
borstwapen,b ɔ r s t ʋ aː p ə n,B AO R S T AE P AX N
borstweer,b ɔ r s t ʋ eː r,B AO R S T EH R
borstwering,b ɔ r s t ʋ eː r ɪ ŋ,B AO R S T EH R IH NG
bos,b ɔ s,B AO S
bosanemoon,b ɔ s aː n ə m oː n,B AO S AE N AX M OH N
bosbedrijf,b ɔ s b ə d r ɛ i̯ f,B AO S B AX D R EH IH F
bosbes,b ɔ s b ɛ s,B AO S B EH S
bosbewoner,b ɔ s b ə ʋ oː n ə r,B AO S B AX OH N AX R
bosbouw,b ɔ s b ɑ u̯,B AO S B AA W
bosbrand,b ɔ s b r ɑ n t,B AO S B R AA N T
bosch,b ɔ s,B AO S
boself,b ɔ s ɛ l f,B AO S EH L F
boshoen,b ɔ s ɦ u n,B AO S UW N
bosjesman,b ɔ ʃ ə s m ɑ n,B AO SH AX S M AA N
boskoe,b ɔ s k u,B AO S K UW
bosloos,b ɔ s l oː s,B AO S L OH S
bosman,b ɔ s m ɑ n,B AO S M AA N
bosmarmot,b ɔ s m ɑ r m ɔ t,B AO S M AA R M AO T
bosmeester,b ɔ s m eː s t ə r,B AO S M EH S T AX R
bosneger,b ɔ s n eː ɣ ə r,B AO S N EH AX R
bosnimf,b ɔ s n ɪ m f,B AO S N IH M F
bosnisch,b ɔ s n i s,B AO S N IH S
bosnië,b ɔ s n i ə,B AO S N IH AX
boson,b oː s ɔ n,B OH S AO N
bospad,b ɔ s p ɑ t,B AO S P AA T
bosrand,b ɔ s r ɑ n t,B AO S R AA N T
bosrijk,b ɔ s r ɛ i̯ k,B AO S R EH IH K
bosui,b ɔ s œ y̯,B AO S AE
bosuil,b ɔ s œ y̯ l,B AO S AE L
boswachter,b ɔ s ʋ ɑ x t ə r,B AO S AA T AX R
boswerker,b ɔ s ʋ ɛ r k ə r,B AO S EH R K AX R
bot,b ɔ t,B AO T
botanica,b oː t aː n i k aː,B OH T AE N IH K AE
botanicus,b oː t aː n i k ʏ s,B OH T AE N IH K S
botanie,b oː t aː n i,B OH T AE N IH
botanisch,b oː t aː n i s,B OH T AE N IH S
botanist,b oː t aː n ɪ s t,B OH T AE N IH S T
botbreuk,b ɔ t b r øː k,B AO T B R K
boten,b oː t ə n,B OH T AX N
boter,b oː t ə r,B OH T AX R
boterberg,b oː t ə r b ɛ r x,B OH T AX R B EH R
boterbloem,b oː t ə r b l u m,B OH T AX R B L UW M
botergeel,b oː t ə r ɣ eː l,B OH T AX R EH L
botergeil,b oː t ə r ɣ ɛ i̯ l,B OH T AX R EH IH L
boterham,b oː t ə r ɑ m,B OH T AX R AA M
boterham,b oː t ə r ɦ ɑ m,B OH T AX R AA M
boterhamworst,b oː t ə r ɑ m ʋ ɔ r s t,B OH T AX R AA M AO R S T
boterhamworst,b oː t ə r ɦ ɑ m ʋ ɔ r s t,B OH T AX R AA M AO R S T
boterkoek,b oː t ə r k u k,B OH T AX R K UW K
botermarkt,b oː t ə r m ɑ r k t,B OH T AX R M AA R K T
botermijn,b oː t ə r m ɛ i̯ n,B OH T AX R M EH IH N
botervlieg,b oː t ə r v l i x,B OH T AX R V L IH
botervlinder,b oː t ə r v l ɪ n d ə r,B OH T AX R V L IH N D AX R
botervrouw,b oː t ə r v r ɑ u̯,B OH T AX R V R AA W
boterwaag,b oː t ə r ʋ aː x,B OH T AX R AE
botontkalking,b ɔ t ɔ n t k ɑ l k ɪ ŋ,B AO T AO N T K AA L K IH NG
botsauto,b ɔ t s ɑ u̯ t oː,B AO T S AA W T OH
botsballon,b ɔ t s b ɑ l ɔ n,B AO T S B AA L AO N
botsen,b ɔ t s ə n,B AO T S AX N
botsing,b ɔ t s ɪ ŋ,B AO T S IH NG
botswaan,b ɔ t s ʋ aː n,B AO T S AE N
botswaans,b ɔ t s ʋ aː n s,B AO T S AE N S
botswana,b ɔ t s ʋ aː n aː,B AO T S AE N AE
botte,b ɔ t ə,B AO T AX
bottel,b ɔ t ə l,B AO T AX L
bottelarij,b ɔ t ə l aː r ɛ i̯,B AO T AX L AE R EH IH
bottelen,b ɔ t ə l ə n,B AO T AX L AX N
botten,b ɔ t ə n,B AO T AX N
botterman,b ɔ t ə r m ɑ n,B AO T AX R M AA N
botvieren,b ɔ t f iː r ə n,B AO T F IH R AX N
botweg,b ɔ t ʋ ɛ x,B AO T EH
boud,b ɑ u̯ t,B AA W T
boudeling,b ɑ u̯ d ə l ɪ ŋ,B AA W D AX L IH NG
boudewijn,b ɑ u̯ d ə ʋ ɛ i̯ n,B AA W D AX EH IH N
bougeren,b u ʒ eː r ə n,B UW ZH EH R AX N
bouillon,b u l j ɔ n,B UW L Y AO N
boulanger,b u l ɑ̃ ʃ eː,B UW L AA SH EH
boulanger,b u l ɑ̃ ʃ eː ɪ,B UW L AA SH EH IH
boulevard,b u l ə v aː r,B UW L AX V AE R
boulevardblad,b u l ə v aː r b l ɑ t,B UW L AX V AE R B L AA T
boulevardkrant,b u l ə v aː r k r ɑ n t,B UW L AX V AE R K R AA N T
boulevardpers,b u l ə v aː r p ɛ r s,B UW L AX V AE R P EH R S
bourgeois,b u r ʒ ʋ aː,B UW R ZH AE
bourgeoisie,b u r ʒ ʋ aː z i,B UW R ZH AE Z IH
bout,b ɑ u̯ t,B AA W T
boutade,b u t aː d ə,B UW T AE D AX
bouteille,b u t ɛ i̯ l j ə,B UW T EH IH L Y AX
bouten,b ɑ u̯ t ə n,B AA W T AX N
boutkogel,b ɑ u̯ t k oː ɣ ə l,B AA W T K OH AX L
bouw,b ɑ u̯,B AA W
bouwdoos,b ɑ u̯ d oː s,B AA W D OH S
bouwen,b ɑ u̯ ə n,B AA W AX N
bouwer,b ɑ u̯ ə r,B AA W AX R
bouwerij,b ɑ u̯ ʋ ə r ɛ i̯,B AA W AX R EH IH
bouwgedrocht,b ɑ u̯ ɣ ə d r ɔ x t,B AA W AX D R AO T
bouwgewrocht,b ɑ u̯ ɣ ə v r ɔ x t,B AA W AX V R AO T
bouwheer,b ɑ u̯ ɦ eː r,B AA W EH R
bouwkunde,b ɑ u̯ k ʏ n d ə,B AA W K N D AX
bouwkundig,b ɑ u̯ k ʏ n d ə x,B AA W K N D AX
bouwlamp,b ɑ u̯ l ɑ m p,B AA W L AA M P
bouwland,b ɑ u̯ l ɑ n t,B AA W L AA N T
bouwlust,b ɑ u̯ l ʏ s t,B AA W L S T
bouwlustig,b ɑ u̯ l ʏ s t ə x,B AA W L S T AX
bouwman,b ɑ u̯ m ɑ n,B AA W M AA N
bouwmarkt,b ɑ u̯ m ɑ r k t,B AA W M AA R K T
bouwmeester,b ɑ u̯ m eː s t ə r,B AA W M EH S T AX R
bouwnijverheid,b ɑ u̯ n ɛ i̯ v ə r ɦ ɛ i̯ t,B AA W N EH IH V AX R EH IH T
bouwpaus,b ɑ u̯ p ɑ u̯ s,B AA W P AA W S
bouwplaats,b ɑ u̯ p l aː t s,B AA W P L AE T S
bouwput,b ɑ u̯ p ʏ t,B AA W P T
bouwsel,b ɑ u̯ s ə l,B AA W S AX L
bouwstof,b ɑ u̯ s t ɔ f,B AA W S T AO F
bouwt,b ɑ u̯ t,B AA W T
bouwterrein,b ɑ u̯ t ə r ɛ i̯ n,B AA W T AX R EH IH N
bouwterrein,b ɑ u̯ t ɛ r ɛ i̯ n,B AA W T EH R EH IH N
bouwvak,b ɑ u̯ v ɑ k,B AA W V AA K
bouwvakarbeider,b ɑ u̯ v ɑ k ɑ r b ɛ i̯ d ə r,B AA W V AA K AA R B EH IH D AX R
bouwvakker,b ɑ u̯ v ɑ k ə r,B AA W V AA K AX R
bouwvakkersdecolleté,b ɑ u̯ v ɑ k ə r s d eː k ɔ l ə t eː,B AA W V AA K AX R S D EH K AO L AX T EH
bouwval,b ɑ u̯ v ɑ l,B AA W V AA L
bouwvallig,b ɑ u̯ v ɑ l ə x,B AA W V AA L AX
bouwwerf,b ɑ u̯ ʋ ɛ r f,B AA W EH R F
bouwwerk,b ɑ u̯ ʋ ɛ r k,B AA W EH R K
bouwwoede,b ɑ u̯ ʋ u d ə,B AA W UW D AX
boven,b oː v ə n,B OH V AX N
bovenaan,b oː v ə n aː n,B OH V AX N AE N
bovenal,b oː v ə n ɑ l,B OH V AX N AA L
bovenarm,b oː v ə n ɑ r m,B OH V AX N AA R M
bovenbaas,b oː v ə n b aː s,B OH V AX N B AE S
bovenbouw,b oː v ə n b ɑ u̯,B OH V AX N B AA W
bovenbuik,b oː v ə n b œ y̯ k,B OH V AX N B AE K
bovenbuur,b oː v ə n b yː r,B OH V AX N B R
bovendien,b oː v ə n d i n,B OH V AX N D IH N
bovengemiddeld,b oː v ə n ɣ ə m ɪ d ə l t,B OH V AX N AX M IH D AX L T
bovengistend,b oː v ə n ɣ ɪ s t ə n t,B OH V AX N IH S T AX N T
bovengoed,b oː v ə n ɣ u t,B OH V AX N UW T
bovengrens,b oː v ə n ɣ r ɛ n s,B OH V AX N R EH N S
bovenhalen,b oː v ə n ɦ aː l ə n,B OH V AX N AE L AX N
bovenkaak,b oː v ə n k aː k,B OH V AX N K AE K
bovenkant,b oː v ə n k ɑ n t,B OH V AX N K AA N T
bovenklasse,b oː v ə n k l ɑ s ə,B OH V AX N K L AA S AX
bovenkleed,b oː v ə n k l eː t,B OH V AX N K L EH T
bovenkruier,b oː v ə n k r œ y̯ ə r,B OH V AX N K R AE AX R
bovenlangs,b oː v ə n l ɑ ŋ s,B OH V AX N L AA NG S
bovenleiding,b oː v ə n l ɛ i̯ d ɪ ŋ,B OH V AX N L EH IH D IH NG
bovenlijf,b oː v ə n l ɛ i̯ f,B OH V AX N L EH IH F
bovenlimiet,b oː v ə n l i m i t,B OH V AX N L IH M IH T
bovenlip,b oː v ə n l ɪ p,B OH V AX N L IH P
bovennatuur,b oː v ə n aː t yː r,B OH V AX N AE T R
bovennatuurkunde,b oː v ə n aː t yː r k ʏ n d ə,B OH V AX N AE T R K N D AX
bovennatuurlijk,b oː v ə n aː t yː r l ə k,B OH V AX N AE T R L AX K
bovenop,b oː v ə n ɔ p,B OH V AX N AO P
bovenst,b oː v ə n s t,B OH V AX N S T
bovenstaand,b oː v ə n s t aː n t,B OH V AX N S T AE N T
bovenstad,b oː v ə n s t ɑ t,B OH V AX N S T AA T
bovenstem,b oː v ə n s t ɛ m,B OH V AX N S T EH M
boventoon,b oː v ə n t oː n,B OH V AX N T OH N
bovenvermeld,b oː v ə n v ə r m ɛ l t,B OH V AX N V AX R M EH L T
bovenvermeld,b oː v ə n v ɛ r m ɛ l t,B OH V AX N V EH R M EH L T
bovenwaarts,b oː v ə n ʋ aː r t,B OH V AX N AE R T
bovenwereld,b oː v ə n ʋ eː r ə l t,B OH V AX N EH R AX L T
bovenwerkelijk,b oː v ə n ʋ ɛ r k ə l ə k,B OH V AX N EH R K AX L AX K
bovenwerkelijkheid,b oː v ə n ʋ ɛ r k ə l ə k ɦ ɛ i̯ t,B OH V AX N EH R K AX L AX K EH IH T
bovenwinds,b oː v ə n ʋ ɪ n t s,B OH V AX N IH N T S
bovenzang,b oː v ə n z ɑ ŋ,B OH V AX N Z AA NG
bovenzijde,b oː v ə n z ɛ i̯ d ə,B OH V AX N Z EH IH D AX
bowlen,b oː l ə n,B OH L AX N
box,b ɔ k s,B AO K S
boxershort,b ɔ k s ə r ʃ ɔ r t,B AO K S AX R SH AO R T
boy,b ɔ i̯,B AO IH
boycot,b ɔ i̯ k ɔ t,B AO IH K AO T
boycotten,b ɔ i̯ k ɔ t ə n,B AO IH K AO T AX N
bozig,b oː z ə x,B OH Z AX
braadpan,b r aː t p ɑ n,B R AE T P AA N
braadspit,b r aː t s p ɪ t,B R AE T S P IH T
braadworst,b r aː t ʋ ɔ r s t,B R AE T AO R S T
braaf,b r aː f,B R AE F
braai,b r aː i,B R AE IH
braaien,b r aː i̯ ə n,B R AE IH AX N
braak,b r aː k,B R AE K
braakakker,b r aː k ɑ k ə r,B R AE K AA K AX R
braakbal,b r aː k b ɑ l,B R AE K B AA L
braakdrank,b r aː k d r ɑ ŋ k,B R AE K D R AA NG K
braakland,b r aː k l ɑ n t,B R AE K L AA N T
braakloop,b r aː k l oː p,B R AE K L OH P
braaksel,b r aː k s ə l,B R AE K S AX L
braakwijn,b r aː k ʋ ɛ i̯ n,B R AE K EH IH N
braam,b r aː m,B R AE M
braamstruik,b r aː m s t r œ y̯ k,B R AE M S T R AE K
brabander,b r aː b ɑ n d ə r,B R AE B AA N D AX R
brabant,b r aː b ɑ n t,B R AE B AA N T
brabants,b r aː b ɑ n t s,B R AE B AA N T S
brabbelen,b r ɑ b ə l ə n,B R AA B AX L AX N
brada,b r aː d aː,B R AE D AE
braden,b r aː d ə n,B R AE D AX N
brader,b r aː d ə r,B R AE D AX R
braderie,b r aː d ə r i,B R AE D AX R IH
braderij,b r aː d ə r ɛ i̯,B R AE D AX R EH IH
braille,b r aː i̯ ə,B R AE IH AX
brak,b r ɑ k,B R AA K
braken,b r aː k ə n,B R AE K AX N
brallen,b r ɑ l ə n,B R AA L AX N
brallerig,b r ɑ l ə r ə x,B R AA L AX R AX
bram,b r ɑ m,B R AA M
bramzeil,b r ɑ m z ɛ i̯ l,B R AA M Z EH IH L
brancard,b r ɑ ŋ k aː r,B R AA NG K AE R
brand,b r ɑ n t,B R AA N T
brandbaar,b r ɑ n t b aː r,B R AA N T B AE R
brandbaarheid,b r ɑ n t b aː r ɦ ɛ i̯ t,B R AA N T B AE R EH IH T
brandblusser,b r ɑ n t b l ʏ s ə r,B R AA N T B L S AX R
brandbom,b r ɑ n t b ɔ m,B R AA N T B AO M
brandbrief,b r ɑ n t b r i f,B R AA N T B R IH F
branden,b r ɑ n d ə n,B R AA N D AX N
brander,b r ɑ n d ə r,B R AA N D AX R
brandewijn,b r ɑ n d ə ʋ ɛ i̯ n,B R AA N D AX EH IH N
brandewijndrinker,b r ɑ n d ə ʋ ɛ i̯ n d r i ŋ k ə r,B R AA N D AX EH IH N D R IH NG K AX R
brandewijnkroeg,b r ɑ n d ə ʋ ɛ i̯ n k r u x,B R AA N D AX EH IH N K R UW
brandewijnskroeg,b r ɑ n d ə ʋ ɛ i̯ n s k r u x,B R AA N D AX EH IH N S K R UW
brandhout,b r ɑ n t ɦ ɑ u̯ t,B R AA N T AA W T
branding,b r ɑ n d ɪ ŋ,B R AA N D IH NG
brandkast,b r ɑ n t k ɑ s t,B R AA N T K AA S T
brandkogel,b r ɑ n t k oː ɣ ə l,B R AA N T K OH AX L
brandkraan,b r ɑ n t k r aː n,B R AA N T K R AE N
brandmeester,b r ɑ n t m eː s t ə r,B R AA N T M EH S T AX R
brandmerk,b r ɑ n t m ɛ r k,B R AA N T M EH R K
brandmerken,b r ɑ n t m ɛ r k ə n,B R AA N T M EH R K AX N
brandmiddel,b r ɑ n t m ɪ d ə l,B R AA N T M IH D AX L
brandmuur,b r ɑ n t m yː r,B R AA N T M R
brandnetel,b r ɑ n t n eː t ə l,B R AA N T N EH T AX L
brandnetelsoep,b r ɑ n t n eː t ə l s u p,B R AA N T N EH T AX L S UW P
brandoffer,b r ɑ n t ɔ f ə r,B R AA N T AO F AX R
brandofferen,b r ɑ n t ɔ f ə r ə n,B R AA N T AO F AX R AX N
brandpunt,b r ɑ n t p ʏ n t,B R AA N T P N T
brandpuntsafstand,b r ɑ n t p ʏ n t s ɑ f s t ɑ n t,B R AA N T P N T S AA F S T AA N T
brandschade,b r ɑ n t s x aː d ə,B R AA N T S AE D AX
brandschatten,b r ɑ n t s x ɑ t ə n,B R AA N T S AA T AX N
brandschatting,b r ɑ n t s x ɑ t ɪ ŋ,B R AA N T S AA T IH NG
brandschilderen,b r ɑ n t s x ɪ l d ə r ə n,B R AA N T S IH L D AX R AX N
brandschip,b r ɑ n t s x ɪ p,B R AA N T S IH P
brandschoon,b r ɑ n t s x oː n,B R AA N T S OH N
brandslang,b r ɑ n t s l ɑ ŋ,B R AA N T S L AA NG
brandspiegel,b r ɑ n t s p i ɣ ə l,B R AA N T S P IH AX L
brandspuit,b r ɑ n t s p œ y̯ t,B R AA N T S P AE T
brandstapel,b r ɑ n t s t aː p ə l,B R AA N T S T AE P AX L
brandstichten,b r ɑ n t s t ɪ x t ə n,B R AA N T S T IH T AX N
brandstichter,b r ɑ n t s t ɪ x t ə r,B R AA N T S T IH T AX R
brandstichting,b r ɑ n t s t ɪ x t ɪ ŋ,B R AA N T S T IH T IH NG
brandstichtster,b r ɑ n t s t ɪ x t s t ə r,B R AA N T S T IH T S T AX R
brandstof,b r ɑ n t s t ɔ f,B R AA N T S T AO F
brandstofcel,b r ɑ n t s t ɔ f s ɛ l,B R AA N T S T AO F S EH L
brandweer,b r ɑ n t ʋ eː r,B R AA N T EH R
brandweerauto,b r ɑ n t ʋ eː r oː t oː,B R AA N T EH R OH T OH
brandweerauto,b r ɑ n t ʋ eː r ɑ u̯ t oː,B R AA N T EH R AA W T OH
brandweerkazerne,b r ɑ n t ʋ eː r k aː z ɛ r n ə,B R AA N T EH R K AE Z EH R N AX
brandweerkorps,b r ɑ n t ʋ eː r k ɔ r p s,B R AA N T EH R K AO R P S
brandweerman,b r ɑ n t ʋ eː r m ɑ n,B R AA N T EH R M AA N
brandweermens,b r ɑ n t ʋ eː r m ɛ n s,B R AA N T EH R M EH N S
brandweervrouw,b r ɑ n t ʋ eː r v r ɑ u̯,B R AA N T EH R V R AA W
brandweerwagen,b r ɑ n t ʋ eː r ʋ aː ɣ ə n,B R AA N T EH R AE AX N
brandwond,b r ɑ n t ʋ ɔ n t,B R AA N T AO N T
brandwonde,b r ɑ n t ʋ ɔ n d ə,B R AA N T AO N D AX
brandzalf,b r ɑ n t s ɑ l f,B R AA N T S AA L F
brasem,b r aː s ə m,B R AE S AX M
brat,b r ɑ t,B R AA T
bratislava,b r aː t i s l aː v aː,B R AE T IH S L AE V AE
bratislava,b r aː t ɪ s l aː v aː,B R AE T IH S L AE V AE
brauw,b r ɑ u̯,B R AA W
braveren,b r aː v eː r ə n,B R AE V EH R AX N
bravoure,b r aː v uː r,B R AE V UW R
braziliaan,b r aː z i l i aː n,B R AE Z IH L IH AE N
braziliaans,b r aː z i l i aː n s,B R AE Z IH L IH AE N S
brazilië,b r aː z i l i ə,B R AE Z IH L IH AX
brd,b eː ɛ r d eː,B EH EH R D EH
breda,b r eː d aː,B R EH D AE
breed,b r eː t,B R EH T
breedband,b r eː t b ɑ n t,B R EH T B AA N T
breedbandverbinding,b r eː t b ɑ n t f ə r b ɪ n d ɪ ŋ,B R EH T B AA N T F AX R B IH N D IH NG
breedbandverbinding,b r eː t b ɑ n t f ɛ r b ɪ n d ɪ ŋ,B R EH T B AA N T F EH R B IH N D IH NG
breedbeeld,b r eː t b eː l t,B R EH T B EH L T
breedbekkikker,b r eː t b ɛ k ɪ k ə r,B R EH T B EH K IH K AX R
breedneusaap,b r eː t n øː s aː p,B R EH T N S AE P
breedscheenjuffer,b r eː t s x eː n j ʏ f ə r,B R EH T S EH N Y F AX R
breedspraak,b r eː t s p r aː k,B R EH T S P R AE K
breedsprakig,b r eː t s p r aː k ə x,B R EH T S P R AE K AX
breedte,b r eː t ə,B R EH T AX
breedtegraad,b r eː t ə ɣ r aː t,B R EH T AX R AE T
breedtesporter,b r eː t ə s p ɔ r t,B R EH T AX S P AO R T
breekal,b r eː k ɑ l,B R EH K AA L
breekbaar,b r eː k b aː r,B R EH K B AE R
breekbaarheid,b r eː k b aː r ɦ ɛ i̯ t,B R EH K B AE R EH IH T
breekijzer,b r eː k ɛ i z ə r,B R EH K EH IH Z AX R
breekpunt,b r eː k p ʏ n t,B R EH K P N T
breekvasten,b r eː k f ɑ s t ə n,B R EH K F AA S T AX N
breeuwen,b r eː u̯ ə n,B R EH W AX N
breidelen,b r ɛ i̯ d ə l ə n,B R EH IH D AX L AX N
breiden,b r ɛ i̯ d ə n,B R EH IH D AX N
breien,b r ɛ i̯ ə n,B R EH IH AX N
breikatoen,b r ɛ i̯ k aː t u n,B R EH IH K AE T UW N
breiklos,b r ɛ i̯ k l ɔ s,B R EH IH K L AO S
breikoker,b r ɛ i̯ k oː k ə r,B R EH IH K OH K AX R
breiloon,b r ɛ i̯ l oː n,B R EH IH L OH N
brein,b r ɛ i̯ n,B R EH IH N
breinaald,b r ɛ i̯ n aː l t,B R EH IH N AE L T
breinbaas,b r ɛ i̯ n b aː s,B R EH IH N B AE S
breinloos,b r ɛ i̯ n l oː s,B R EH IH N L OH S
breinvlies,b r ɛ i̯ n v l i s,B R EH IH N V L IH S
breisel,b r ɛ i̯ s ə l,B R EH IH S AX L
breiwerk,b r ɛ i̯ ʋ ɛ r k,B R EH IH EH R K
brekebeen,b r eː k ə b eː n,B R EH K AX B EH N
breken,b r eː k ə n,B R EH K AX N
breker,b r eː k ə r,B R EH K AX R
breking,b r eː k ɪ ŋ,B R EH K IH NG
brekingsindex,b r eː k ɪ ŋ s ɪ n d ɛ k s,B R EH K IH NG S IH N D EH K S
brem,b r ɛ m,B R EH M
breng,b r ɛ ŋ,B R EH NG
brengen,b r ɛ ŋ ə n,B R EH NG AX N
brenger,b r ɛ ŋ ə r,B R EH NG AX R
bres,b r ɛ s,B R EH S
bretagne,b r ə t ɑ n j ə,B R AX T AA N Y AX
bretel,b r ə t ɛ l,B R AX T EH L
bretons,b r ə t ɔ n s,B R AX T AO N S
breuk,b r øː k,B R K
breukelen,b r øː k ə l ə n,B R K AX L AX N
breukstreep,b r øː k s t r eː p,B R K S T R EH P
breve,b r eː v ə,B R EH V AX
brevet,b r ə v eː,B R AX V EH
brevet,b r ə v ɛ t,B R AX V EH T
brevier,b r ə v iː r,B R AX V IH R
brexit,b r ɛ k s ɪ t,B R EH K S IH T
bridge,b r ɪ d ʒ,B R IH D ZH
bridge,r,R
brie,b r i,B R IH
brief,b r i f,B R IH F
briefkaart,b r i f k aː r t,B R IH F K AE R T
briefloon,b r i f l oː n,B R IH F L OH N
briefomslag,b r i f ɔ m s l ɑ x,B R IH F AO M S L AA
briefopener,b r i f oː p ə n ə r,B R IH F OH P AX N AX R
briefroman,b r i f r oː m ɑ n,B R IH F R OH M AA N
brielle,b r i l ə,B R IH L AX
bries,b r i s,B R IH S
briesen,b r i s ə n,B R IH S AX N
briet,b r i t,B R IH T
brievenbus,b r i v ə n b ʏ s,B R IH V AX N B S
brievenbusfirma,b r i v ə n b ʏ s f ɪ r m aː,B R IH V AX N B S F IH R M AE
brievenbusmaatschappij,b r i v ə n b ʏ s m aː t s x ɑ p ɛ i̯,B R IH V AX N B S M AE T S AA P EH IH
brigade,b r i ɣ aː d ə,B R IH AE D AX
brigadier,b r i ɣ aː d iː r,B R IH AE D IH R
brigadist,b r i ɣ aː d ɪ s t,B R IH AE D IH S T
brij,b r ɛ i̯,B R EH IH
brijn,b r ɛ i̯ n,B R EH IH N
bril,b r ɪ l,B R IH L
brilbeer,b r ɪ l b eː r,B R IH L B EH R
briljant,b r ɪ l j ɑ n t,B R IH L Y AA N T
brilledoos,b r i l ə d oː s,B R IH L AX D OH S
brillen,b r ɪ l ə n,B R IH L AX N
brillendoos,b r i l ə n d oː s,B R IH L AX N D OH S
brillenglas,b r ɪ l ə n ɣ l ɑ s,B R IH L AX N L AA S
brillenhuis,b r i l ə n ɦ œ y̯ s,B R IH L AX N AE S
brillenkoker,b r i l ə n k oː k ə r,B R IH L AX N K OH K AX R
brillenpoot,b r ɪ l ə n p oː t,B R IH L AX N P OH T
briller,b r ɪ l ə r,B R IH L AX R
