word,ipa,ARPAbet
deperi,d e p e rʲ,D EH P EH R
depilai,d e p i l a j,D EH P IH L AE Y
depilam,d e p i l a m,D EH P IH L AE M
depilase,d e p i l a s e,D EH P IH L AE S EH
depilat,d e p i l a t,D EH P IH L AE T
deranjai,d e r a n ʒ a j,D EH R AE N ZH AE Y
deranjam,d e r a n ʒ a m,D EH R AE N ZH AE M
deranjară,d e r a n ʒ a r ə,D EH R AE N ZH AE R AX
deranjarăm,d e r a n ʒ a r ə m,D EH R AE N ZH AE R AX M
deranjarăți,d e r a n ʒ a r ə t sʲ,D EH R AE N ZH AE R AX T S
deranjase,d e r a n ʒ a s e,D EH R AE N ZH AE S EH
deranjasem,d e r a n ʒ a s e m,D EH R AE N ZH AE S EH M
deranjaseră,d e r a n ʒ a s e r ə,D EH R AE N ZH AE S EH R AX
deranjaserăm,d e r a n ʒ a s e r ə m,D EH R AE N ZH AE S EH R AX M
deranjaserăți,d e r a n ʒ a s e r ə t sʲ,D EH R AE N ZH AE S EH R AX T S
deranjaseși,d e r a n ʒ a s e ʃʲ,D EH R AE N ZH AE S EH SH
deranjat,d e r a n ʒ a t,D EH R AE N ZH AE T
deranjate,d e r a n ʒ a t e,D EH R AE N ZH AE T EH
deranjată,d e r a n ʒ a t ə,D EH R AE N ZH AE T AX
deranjau,d e r a n ʒ a w,D EH R AE N ZH AE W
deranjași,d e r a n ʒ a ʃʲ,D EH R AE N ZH AE SH
deranjați,d e r a n ʒ a t͡sʲ,D EH R AE N ZH AE
deranjează,d e r a n ʒ e̯ a z ə,D EH R AE N ZH EH AE Z AX
deranjez,d e r a n ʒ e z,D EH R AE N ZH EH Z
deranjeze,d e r a n ʒ e z e,D EH R AE N ZH EH Z EH
deranjezi,d e r a n ʒ e zʲ,D EH R AE N ZH EH Z
deranjând,d e r a n ʒ ɨ n d,D EH R AE N ZH IX N D
deranjă,d e r a n ʒ ə,D EH R AE N ZH AX
deranjăm,d e r a n ʒ ə m,D EH R AE N ZH AX M
dermatologa,d e r m a t o l o ɡ a,D EH R M AE T OH L OH G AE
deschide,d e s k i d e,D EH S K IH D EH
deschis,d e s k i s,D EH S K IH S
descoperire,d ɛ s k o p ɛ r i r ɛ,D EH S K OH P EH R IH R EH
descrie,d e s k r i j e,D EH S K R IH Y EH
descris,d e s k r i s,D EH S K R IH S
descriu,d e s k r i w,D EH S K R IH W
descărca,d e s k ə r k a,D EH S K AX R K AE
deseară,d e s e̯ a r ə,D EH S EH AE R AX
desene,d e s e n e,D EH S EH N EH
desfaci,d e s f a t͡ʃʲ,D EH S F AE CH
desfiram,d e s f i r a m,D EH S F IH R AE M
designai,d e s i ɡ n a j,D EH S IH G N AE Y
designam,d e s i ɡ n a m,D EH S IH G N AE M
designase,d e s i ɡ n a s e,D EH S IH G N AE S EH
designat,d e s i ɡ n a t,D EH S IH G N AE T
designez,d e s i ɡ n e z,D EH S IH G N EH Z
desigur,d e s i ɡ u r,D EH S IH G UW R
desperase,d e s p e r a s e,D EH S P EH R AE S EH
desperat,d e s p e r a t,D EH S P EH R AE T
despere,d e s p e r e,D EH S P EH R EH
despicase,d e s p i k a s e,D EH S P IH K AE S EH
despice,d e s p i t͡ʃ e,D EH S P IH CH EH
despici,d e s p i t͡ʃʲ,D EH S P IH CH
despre,d e s p r e,D EH S P R EH
despui,d e s p u j,D EH S P UW Y
destupe,d e s t u p e,D EH S T UW P EH
determin,d e t e r m i n,D EH T EH R M IH N
determinai,d e t e r m i n a j,D EH T EH R M IH N AE Y
determinam,d e t e r m i n a m,D EH T EH R M IH N AE M
determinase,d e t e r m i n a s e,D EH T EH R M IH N AE S EH
determinat,d e t e r m i n a t,D EH T EH R M IH N AE T
determine,d e t e r m i n e,D EH T EH R M IH N EH
determini,d e t e r m i nʲ,D EH T EH R M IH N
detonai,d e t o n a j,D EH T OH N AE Y
detonam,d e t o n a m,D EH T OH N AE M
detonase,d e t o n a s e,D EH T OH N AE S EH
detonat,d e t o n a t,D EH T OH N AE T
detonez,d e t o n e z,D EH T OH N EH Z
detune,d e t u n e,D EH T UW N EH
deveni,d e v e n i,D EH V EH N IH
devii,d e v i j,D EH V IH Y
devin,d e v i n,D EH V IH N
devine,d e v i n e,D EH V IH N EH
devino,d e v i n o,D EH V IH N OH
dezavantaj,d e z a v a n t a ʒ,D EH Z AE V AE N T AE ZH
dezavantaja,d e z a v a n t a ʒ a,D EH Z AE V AE N T AE ZH AE
dezavantajos,d e z a v a n t a ʒ o s,D EH Z AE V AE N T AE ZH OH S
dezbrăca,d e z b r ə k a,D EH Z B R AX K AE
dezbrăcat,d e z b r ə k a t,D EH Z B R AX K AE T
dezbrăcând,d e z b r ə k ɨ n d,D EH Z B R AX K IX N D
dezechilibru,d e z e k i l i b r u,D EH Z EH K IH L IH B R UW
dezgust,d e z ɡ u s t,D EH Z G UW S T
dezgusta,d e z ɡ u s t a,D EH Z G UW S T AE
deștept,d e ʃ t e p t,D EH SH T EH P T
deștepta,d e ʃ t e p t a,D EH SH T EH P T AE
diaconescu,d i a k o n e s k u,D IH AE K OH N EH S K UW
diadema,d i a d e m a,D IH AE D EH M AE
diademe,d i a d e m e,D IH AE D EH M EH
diafragme,d i a f r a ɡ m e,D IH AE F R AE G M EH
dictai,d i k t a j,D IH K T AE Y
dictam,d i k t a m,D IH K T AE M
dictase,d i k t a s e,D IH K T AE S EH
dictat,d i k t a t,D IH K T AE T
dictatura,d i k t a t u r a,D IH K T AE T UW R AE
dictaturi,d i k t a t u rʲ,D IH K T AE T UW R
dictez,d i k t e z,D IH K T EH Z
dicționare,d i k t͡s i o n a r e,D IH K IH OH N AE R EH
dicționarele,d i k t͡s i o n a r e l e,D IH K IH OH N AE R EH L EH
dicționarelor,d i k t͡s i o n a r e l o r,D IH K IH OH N AE R EH L OH R
dicționarul,d i k t͡s i o n a r u,D IH K IH OH N AE R UW
dicționarul,d i k t͡s i o n a r u l,D IH K IH OH N AE R UW L
dicționarului,d i k t͡s i o n a r u l u j,D IH K IH OH N AE R UW L UW Y
digitalizai,d i d͡ʒ i t a l i z a j,D IH JH IH T AE L IH Z AE Y
digitalizam,d i d͡ʒ i t a l i z a m,D IH JH IH T AE L IH Z AE M
digitalizase,d i d͡ʒ i t a l i z a s e,D IH JH IH T AE L IH Z AE S EH
dimineți,d i m i n e t sʲ,D IH M IH N EH T S
dimineții,d i m i n e t s iː,D IH M IH N EH T S IH
diminețile,d i m i n e t s i l e,D IH M IH N EH T S IH L EH
dimineților,d i m i n e t s i l o r,D IH M IH N EH T S IH L OH R
diminuai,d i m i n u a j,D IH M IH N UW AE Y
diminuam,d i m i n u a m,D IH M IH N UW AE M
diminuat,d i m i n u a t,D IH M IH N UW AE T
diminuez,d i m i n u e z,D IH M IH N UW EH Z
dincolo,d i n k o l o,D IH N K OH L OH
dinte,d i n t e,D IH N T EH
dintre,d i n t r e,D IH N T R EH
dinți,d i n t͡sʲ,D IH N
dirijam,d i r i ʒ a m,D IH R IH ZH AE M
discret,d i s k r e t,D IH S K R EH T
discreta,d i s k r e t a,D IH S K R EH T AE
discrete,d i s k r e t e,D IH S K R EH T EH
discreție,d i s k r e t͡s i e,D IH S K R EH IH EH
discutai,d i s k u t a j,D IH S K UW T AE Y
discutam,d i s k u t a m,D IH S K UW T AE M
discute,d i s k u t e,D IH S K UW T EH
diseară,d i s e̯ a r ə,D IH S EH AE R AX
disecase,d i s e k a s e,D IH S EH K AE S EH
dispar,d i s p a r,D IH S P AE R
dispare,d i s p a r e,D IH S P AE R EH
disponibil,d i s p o n i b i l,D IH S P OH N IH B IH L
disponibilitate,d i s p o n i b i l i t a t e,D IH S P OH N IH B IH L IH T AE T EH
disputa,d i s p u t a,D IH S P UW T AE
dispute,d i s p u t e,D IH S P UW T EH
distilase,d i s t i l a s e,D IH S T IH L AE S EH
distingi,d i s t i n d͡ʒʲ,D IH S T IH N JH
distra,d i s t r a,D IH S T R AE
distractiv,d i s t r a k t i v,D IH S T R AE K T IH V
distracție,d i s t r a k t͡s i e,D IH S T R AE K IH EH
distrai,d i s t r a j,D IH S T R AE Y
distram,d i s t r a m,D IH S T R AE M
distrară,d i s t r a r ə,D IH S T R AE R AX
distrarăm,d i s t r a r ə m,D IH S T R AE R AX M
distrarăți,d i s t r a r ə t sʲ,D IH S T R AE R AX T S
distrase,d i s t r a s e,D IH S T R AE S EH
distrasem,d i s t r a s e m,D IH S T R AE S EH M
distraseră,d i s t r a s e r ə,D IH S T R AE S EH R AX
distraserăm,d i s t r a s e r ə m,D IH S T R AE S EH R AX M
distraserăți,d i s t r a s e r ə t sʲ,D IH S T R AE S EH R AX T S
distraseși,d i s t r a s e ʃʲ,D IH S T R AE S EH SH
distrat,d i s t r a t,D IH S T R AE T
distrau,d i s t r a w,D IH S T R AE W
distrași,d i s t r a ʃʲ,D IH S T R AE SH
distrează,d i s t r e̯ a z ə,D IH S T R EH AE Z AX
distrez,d i s t r e z,D IH S T R EH Z
distreze,d i s t r e z e,D IH S T R EH Z EH
distrezi,d i s t r e zʲ,D IH S T R EH Z
distrând,d i s t r ɨ n d,D IH S T R IX N D
distră,d i s t r ə,D IH S T R AX
distrăm,d i s t r ə m,D IH S T R AX M
diurn,d i u r n,D IH UW R N
divinizase,d i v i n i z a s e,D IH V IH N IH Z AE S EH
doare,d o̯ a r e,D OH AE R EH
dobrescu,d o b r e s k u,D OH B R EH S K UW
doctor,d o k t o r,D OH K T OH R
doctore,d o k t o r e,D OH K T OH R EH
doctoro,d o k t o r o,D OH K T OH R OH
documentai,d o k u m e n t a j,D OH K UW M EH N T AE Y
documentase,d o k u m e n t a s e,D OH K UW M EH N T AE S EH
documentat,d o k u m e n t a t,D OH K UW M EH N T AE T
documentez,d o k u m e n t e z,D OH K UW M EH N T EH Z
domin,d o m i n,D OH M IH N
dominai,d o m i n a j,D OH M IH N AE Y
dominam,d o m i n a m,D OH M IH N AE M
dominase,d o m i n a s e,D OH M IH N AE S EH
dominat,d o m i n a t,D OH M IH N AE T
domine,d o m i n e,D OH M IH N EH
domini,d o m i nʲ,D OH M IH N
domn,d o m n,D OH M N
donai,d o n a j,D OH N AE Y
donase,d o n a s e,D OH N AE S EH
donat,d o n a t,D OH N AE T
donație,d o n a t͡s i e,D OH N AE IH EH
donez,d o n e z,D OH N EH Z
dorin,d o r i n,D OH R IH N
dorina,d o r i n a,D OH R IH N AE
dorința,d o r i n t͡s a,D OH R IH N AE
dorințe,d o r i n t͡s e,D OH R IH N EH
dorinței,d o r i n t͡s e j,D OH R IH N EH Y
dorințele,d o r i n t͡s e l e,D OH R IH N EH L EH
dorințelor,d o r i n t͡s e l o r,D OH R IH N EH L OH R
dorință,d o r i n t͡s ə,D OH R IH N AX
dorm,d o r m,D OH R M
dorme,d o r m e,D OH R M EH
dormi,d o r m i,D OH R M IH
dormii,d o r m i j,D OH R M IH Y
dormim,d o r m i m,D OH R M IH M
dormitai,d o r m i t a j,D OH R M IH T AE Y
dormitam,d o r m i t a m,D OH R M IH T AE M
dormitase,d o r m i t a s e,D OH R M IH T AE S EH
dormitat,d o r m i t a t,D OH R M IH T AE T
dovedi,d o v e d i,D OH V EH D IH
drag,d r a ɡ,D R AE G
dragostea,d r a ɡ o s t e̯ a,D R AE G OH S T EH AE
dreaptă,d r e̯ a p t ə,D R EH AE P T AX
drept,d r e p t,D R EH P T
drepturi,d r e p t u rʲ,D R EH P T UW R
drobi,d r o bʲ,D R OH B
drog,d r o ɡ,D R OH G
drumuri,d r u m u rʲ,D R UW M UW R
drăgulescu,d r ə ɡ u l e s k u,D R AX G UW L EH S K UW
drăguț,d r ə ɡ u t͡s,D R AX G UW
drăgălaș,d r ə ɡ ə l a ʃ,D R AX G AX L AE SH
du,d u,D UW
dublai,d u b l a j,D UW B L AE Y
dublam,d u b l a m,D UW B L AE M
duce,d u t͡ʃ e,D UW CH EH
ducem,d u t͡ʃ e m,D UW CH EH M
duci,d u t͡ʃʲ,D UW CH
duda,d u d a,D UW D AE
dude,d u d e,D UW D EH
dumitrescu,d u m i t r e s k u,D UW M IH T R EH S K UW
dumneavoastră,d u m n e̯ a v o̯ a s t r ə,D UW M N EH AE V OH AE S T R AX
dumnezeu,d u m n e z e w,D UW M N EH Z EH W
dungi,d u n d͡ʒʲ,D UW N JH
dunăre,d u n ə r e,D UW N AX R EH
dunărea,d u n ə r e̯ a,D UW N AX R EH AE
după,d u p ə,D UW P AX
durai,d u r a j,D UW R AE Y
duram,d u r a m,D UW R AE M
durase,d u r a s e,D UW R AE S EH
durat,d u r a t,D UW R AE T
durez,d u r e z,D UW R EH Z
duru,d u r u,D UW R UW
dus,d u s,D UW S
duse,d u s e,D UW S EH
dușmănea,d u ʃ m ə n j a,D UW SH M AX N Y AE
dușmăneai,d u ʃ m ə n j a j,D UW SH M AX N Y AE Y
dușmăneam,d u ʃ m ə n j a m,D UW SH M AX N Y AE M
dușmănească,d u ʃ m ə n j a s k ə,D UW SH M AX N Y AE S K AX
dușmăneau,d u ʃ m ə n e̯ a w,D UW SH M AX N EH AE W
dușmăneați,d u ʃ m ə n j a t sʲ,D UW SH M AX N Y AE T S
dușmănesc,d u ʃ m ə n e s k,D UW SH M AX N EH S K
dușmănește,d u ʃ m ə n e ʃ t e,D UW SH M AX N EH SH T EH
dușmănești,d u ʃ m ə n e ʃ tʲ,D UW SH M AX N EH SH T
dușmăni,d u ʃ m ə n i,D UW SH M AX N IH
dușmănii,d u ʃ m ə n iː,D UW SH M AX N IH
dușmănim,d u ʃ m ə n i m,D UW SH M AX N IH M
dușmănind,d u ʃ m ə n i n d,D UW SH M AX N IH N D
dușmăniră,d u ʃ m ə n i r ə,D UW SH M AX N IH R AX
dușmănirăm,d u ʃ m ə n i r ə m,D UW SH M AX N IH R AX M
dușmănirăți,d u ʃ m ə n i r ə t sʲ,D UW SH M AX N IH R AX T S
dușmănise,d u ʃ m ə n i s e,D UW SH M AX N IH S EH
dușmănisem,d u ʃ m ə n i s e m,D UW SH M AX N IH S EH M
dușmăniseră,d u ʃ m ə n i s e r ə,D UW SH M AX N IH S EH R AX
dușmăniserăm,d u ʃ m ə n i s e r ə m,D UW SH M AX N IH S EH R AX M
dușmăniserăți,d u ʃ m ə n i s e r ə t sʲ,D UW SH M AX N IH S EH R AX T S
dușmăniseși,d u ʃ m ə n i s e ʃʲ,D UW SH M AX N IH S EH SH
dușmănit,d u ʃ m ə n i t,D UW SH M AX N IH T
dușmănita,d u ʃ m ə n i t a,D UW SH M AX N IH T AE
dușmănite,d u ʃ m ə n i t e,D UW SH M AX N IH T EH
dușmănitei,d u ʃ m ə n i t e j,D UW SH M AX N IH T EH Y
dușmănitele,d u ʃ m ə n i t e l e,D UW SH M AX N IH T EH L EH
dușmănitelor,d u ʃ m ə n i t e l o r,D UW SH M AX N IH T EH L OH R
dușmănitul,d u ʃ m ə n i t u,D UW SH M AX N IH T UW
dușmănitul,d u ʃ m ə n i t u l,D UW SH M AX N IH T UW L
dușmănitului,d u ʃ m ə n i t u l u j,D UW SH M AX N IH T UW L UW Y
dușmănită,d u ʃ m ə n i t ə,D UW SH M AX N IH T AX
dușmăniși,d u ʃ m ə n i ʃʲ,D UW SH M AX N IH SH
dușmăniți,d u ʃ m ə n i t͡sʲ,D UW SH M AX N IH
dușmăniții,d u ʃ m ə n i t͡s iː,D UW SH M AX N IH IH
dușmăniților,d u ʃ m ə n i t͡s i l o r,D UW SH M AX N IH IH L OH R
dă,d ə,D AX
dăm,d ə m,D AX M
dănuț,d ə n u t͡s,D AX N UW
dătător,d ə t ə t o r,D AX T AX T OH R
echidna,e k i d n a,EH K IH D N AE
echidne,e k i d n e,EH K IH D N EH
ecosistem,e k o s i s t e m,EH K OH S IH S T EH M
eczema,e k z e m a,EH K Z EH M AE
educ,e d u k,EH D UW K
educai,e d u k a j,EH D UW K AE Y
educam,e d u k a m,EH D UW K AE M
educase,e d u k a s e,EH D UW K AE S EH
educat,e d u k a t,EH D UW K AE T
educe,e d u t͡ʃ e,EH D UW CH EH
educi,e d u t͡ʃʲ,EH D UW CH
efecte,e f e k t e,EH F EH K T EH
egali,e ɡ a lʲ,EH G AE L
ejacula,e ʒ a k u l a,EH ZH AE K UW L AE
ejaculai,e ʒ a k u l a j,EH ZH AE K UW L AE Y
ejaculam,e ʒ a k u l a m,EH ZH AE K UW L AE M
ejaculare,e ʒ a k u l a r e,EH ZH AE K UW L AE R EH
ejaculară,e ʒ a k u l a r ə,EH ZH AE K UW L AE R AX
ejacularăm,e ʒ a k u l a r ə m,EH ZH AE K UW L AE R AX M
ejacularăți,e ʒ a k u l a r ə t sʲ,EH ZH AE K UW L AE R AX T S
ejaculase,e ʒ a k u l a s e,EH ZH AE K UW L AE S EH
ejaculasem,e ʒ a k u l a s e m,EH ZH AE K UW L AE S EH M
ejaculaseră,e ʒ a k u l a s e r ə,EH ZH AE K UW L AE S EH R AX
ejaculaserăm,e ʒ a k u l a s e r ə m,EH ZH AE K UW L AE S EH R AX M
ejaculaserăți,e ʒ a k u l a s e r ə t sʲ,EH ZH AE K UW L AE S EH R AX T S
ejaculaseși,e ʒ a k u l a s e ʃʲ,EH ZH AE K UW L AE S EH SH
ejaculat,e ʒ a k u l a t,EH ZH AE K UW L AE T
ejaculator,e ʒ a k u l a t o r,EH ZH AE K UW L AE T OH R
ejaculau,e ʒ a k u l a w,EH ZH AE K UW L AE W
ejaculași,e ʒ a k u l a ʃʲ,EH ZH AE K UW L AE SH
ejaculați,e ʒ a k u l a t͡sʲ,EH ZH AE K UW L AE
ejaculație,e ʒ a k u l a t͡s i e,EH ZH AE K UW L AE IH EH
ejaculează,e ʒ a k u l e̯ a z ə,EH ZH AE K UW L EH AE Z AX
ejaculez,e ʒ a k u l e z,EH ZH AE K UW L EH Z
ejaculeze,e ʒ a k u l e z e,EH ZH AE K UW L EH Z EH
ejaculezi,e ʒ a k u l e zʲ,EH ZH AE K UW L EH Z
ejaculând,e ʒ a k u l ɨ n d,EH ZH AE K UW L IX N D
ejaculă,e ʒ a k u l ə,EH ZH AE K UW L AX
ejaculăm,e ʒ a k u l ə m,EH ZH AE K UW L AX M
elasticitate,e l a s t i t͡ʃ i t a t e,EH L AE S T IH CH IH T AE T EH
electroconductibilitate,e l e k t r o k o n d u k t i b i l i t a t e,EH L EH K T R OH K OH N D UW K T IH B IH L IH T AE T EH
elemozină,e l e m o z i n ə,EH L EH M OH Z IH N AX
elevei,e l e v e j,EH L EH V EH Y
elevi,e l e vʲ,EH L EH V
elevo,e l e v o,EH L EH V OH
eligibilitate,e l i d͡ʒ i b i l i t a t e,EH L IH JH IH B IH L IH T AE T EH
elimina,e l i m i n a,EH L IH M IH N AE
eliminai,e l i m i n a j,EH L IH M IH N AE Y
eliminam,e l i m i n a m,EH L IH M IH N AE M
eliminase,e l i m i n a s e,EH L IH M IH N AE S EH
eliminat,e l i m i n a t,EH L IH M IH N AE T
elimine,e l i m i n e,EH L IH M IH N EH
elimini,e l i m i nʲ,EH L IH M IH N
elipsa,e l i p s a,EH L IH P S AE
elipse,e l i p s e,EH L IH P S EH
elipso,e l i p s o,EH L IH P S OH
elizee,e l i z eː,EH L IH Z EH
elizeele,e l i z eː l e,EH L IH Z EH L EH
elizeelor,e l i z eː l o r,EH L IH Z EH L OH R
elizeu,e l i z e w,EH L IH Z EH W
elizeul,e l i z e w,EH L IH Z EH W
elizeul,e l i z e w l,EH L IH Z EH W L
elizeului,e l i z e w l u j,EH L IH Z EH W L UW Y
elogiu,e l o d͡ʒ i w,EH L OH JH IH W
elveția,e l v e t͡s i a,EH L V EH IH AE
emil,e m i l,EH M IH L
enigma,e n i ɡ m a,EH N IH G M AE
enigmatic,e n i ɡ m a t i k,EH N IH G M AE T IH K
enigmatica,e n i ɡ m a t i k a,EH N IH G M AE T IH K AE
enigmatice,e n i ɡ m a t i t͡ʃ e,EH N IH G M AE T IH CH EH
enigmatici,e n i ɡ m a t i t͡ʃʲ,EH N IH G M AE T IH CH
enigmatică,e n i ɡ m a t i k ə,EH N IH G M AE T IH K AX
epistola,e p i s t o l a,EH P IH S T OH L AE
epistole,e p i s t o l e,EH P IH S T OH L EH
epistolă,e p i s t o l ə,EH P IH S T OH L AX
epoca,e p o k a,EH P OH K AE
epocă,e p o k ə,EH P OH K AX
era,e r a,EH R AE
era,j e r a,Y EH R AE
erai,j e r a j,Y EH R AE Y
eram,j e r a m,Y EH R AE M
erau,j e r a w,Y EH R AE W
erați,j e r a t͡sʲ,Y EH R AE
ere,e r e,EH R EH
erecție,ɛ r ɛ k t s i j ɛ,EH R EH K T S IH Y EH
ero,e r o,EH R OH
erogen,e r o d͡ʒ e n,EH R OH JH EH N
erogene,e r o d͡ʒ e n e,EH R OH JH EH N EH
erogeni,e r o d ʒ e nʲ,EH R OH D ZH EH N
erogenă,e r o d͡ʒ e n ə,EH R OH JH EH N AX
eroi,e r o j,EH R OH Y
erotic,e r o t i k,EH R OH T IH K
erotica,e r o t i k a,EH R OH T IH K AE
erotice,e r o t i t͡ʃ e,EH R OH T IH CH EH
eroticei,e r o t i t͡ʃ e j,EH R OH T IH CH EH Y
eroticele,e r o t i t͡ʃ e l e,EH R OH T IH CH EH L EH
eroticelor,e r o t i t͡ʃ e l o r,EH R OH T IH CH EH L OH R
erotici,e r o t i t͡ʃʲ,EH R OH T IH CH
eroticii,e r o t i t͡ʃ iː,EH R OH T IH CH IH
eroticilor,e r o t i t͡ʃ i l o r,EH R OH T IH CH IH L OH R
erotico,e r o t i k o,EH R OH T IH K OH
eroticul,e r o t i k u,EH R OH T IH K UW
eroticul,e r o t i k u l,EH R OH T IH K UW L
eroticului,e r o t i k u l u j,EH R OH T IH K UW L UW Y
erotică,e r o t i k ə,EH R OH T IH K AX
erou,e ɾ o w,EH DX OH W
esență,e s e n t s ə,EH S EH N T S AX
este,e s t e,EH S T EH
este,j e s t e,Y EH S T EH
estimai,e s t i m a j,EH S T IH M AE Y
estimam,e s t i m a m,EH S T IH M AE M
estimase,e s t i m a s e,EH S T IH M AE S EH
estimat,e s t i m a t,EH S T IH M AE T
estimez,e s t i m e z,EH S T IH M EH Z
estoniana,e s t o n i a n a,EH S T OH N IH AE N AE
estoniano,e s t o n i a n o,EH S T OH N IH AE N OH
estoniană,e s t o n i a n ə,EH S T OH N IH AE N AX
eu,j e w,Y EH W
eu,j o,Y OH
evanghelie,e v a n ɡ e l i e,EH V AE N G EH L IH EH
eventualitate,e v e n t u a l i t a t e,EH V EH N T UW AE L IH T AE T EH
evi,e vʲ,EH V
evlavia,e v l a v i a,EH V L AE V IH AE
evlavie,e v l a v i e,EH V L AE V IH EH
evlaviei,e v l a v i e j,EH V L AE V IH EH Y
evlavii,e v l a v iː,EH V L AE V IH
evlaviile,e v l a v iː l e,EH V L AE V IH L EH
evlaviilor,e v l a v iː l o r,EH V L AE V IH L OH R
evlavioasa,e v l a v i o̯ a s a,EH V L AE V IH OH AE S AE
evlavioase,e v l a v i o̯ a s e,EH V L AE V IH OH AE S EH
evlavioasei,e v l a v i o̯ a s e j,EH V L AE V IH OH AE S EH Y
evlavioasele,e v l a v i o̯ a s e l e,EH V L AE V IH OH AE S EH L EH
evlavioaselor,e v l a v i o̯ a s e l o r,EH V L AE V IH OH AE S EH L OH R
evlavioasă,e v l a v i o̯ a s ə,EH V L AE V IH OH AE S AX
evlaviosul,e v l a v i o s u,EH V L AE V IH OH S UW
evlaviosul,e v l a v i o s u l,EH V L AE V IH OH S UW L
evlaviosului,e v l a v i o s u l u j,EH V L AE V IH OH S UW L UW Y
evlavioși,e v l a v i o ʃʲ,EH V L AE V IH OH SH
evlavioșii,e v l a v i o ʃ iː,EH V L AE V IH OH SH IH
evlavioșilor,e v l a v i o ʃ i l o r,EH V L AE V IH OH SH IH L OH R
evoluam,e v o l u a m,EH V OH L UW AE M
evoluție,e v o l u t͡s i e,EH V OH L UW IH EH
exagerai,e k s a d͡ʒ e r a j,EH K S AE JH EH R AE Y
exageram,e k s a d͡ʒ e r a m,EH K S AE JH EH R AE M
exagerase,e k s a d͡ʒ e r a s e,EH K S AE JH EH R AE S EH
examen,e ɡ z a m e n,EH G Z AE M EH N
excava,e k s k a v a,EH K S K AE V AE
excavai,e k s k a v a j,EH K S K AE V AE Y
excavam,e k s k a v a m,EH K S K AE V AE M
excavară,e k s k a v a r ə,EH K S K AE V AE R AX
excavarăm,e k s k a v a r ə m,EH K S K AE V AE R AX M
excavarăți,e k s k a v a r ə t͡sʲ,EH K S K AE V AE R AX
excavase,e k s k a v a s e,EH K S K AE V AE S EH
excavasem,e k s k a v a s e m,EH K S K AE V AE S EH M
excavaseră,e k s k a v a s e r ə,EH K S K AE V AE S EH R AX
excavaserăm,e k s k a v a s e r ə m,EH K S K AE V AE S EH R AX M
excavaserăți,e k s k a v a s e r ə t sʲ,EH K S K AE V AE S EH R AX T S
excavaseși,e k s k a v a s e ʃʲ,EH K S K AE V AE S EH SH
excavat,e k s k a v a t,EH K S K AE V AE T
excavau,e k s k a v a w,EH K S K AE V AE W
excavași,e k s k a v a ʃʲ,EH K S K AE V AE SH
excavați,e k s k a v a t͡sʲ,EH K S K AE V AE
excavează,e k s k a v e̯ a z ə,EH K S K AE V EH AE Z AX
excavez,e k s k a v e z,EH K S K AE V EH Z
excaveze,e k s k a v e z e,EH K S K AE V EH Z EH
excavezi,e k s k a v e zʲ,EH K S K AE V EH Z
excavând,e k s k a v ɨ n d,EH K S K AE V IX N D
excavă,e k s k a v ə,EH K S K AE V AX
excavăm,e k s k a v ə m,EH K S K AE V AX M
excelam,e k s t͡ʃ e l a m,EH K S CH EH L AE M
excit,e k s t͡ʃ i t,EH K S CH IH T
excitai,e k s t͡ʃ i t a j,EH K S CH IH T AE Y
excitam,e k s t͡ʃ i t a m,EH K S CH IH T AE M
excitase,e k s t͡ʃ i t a s e,EH K S CH IH T AE S EH
excitat,e k s t ʃ i t a t,EH K S T SH IH T AE T
excite,e k s t͡ʃ i t e,EH K S CH IH T EH
exclam,e k s k l a m,EH K S K L AE M
exclamai,e k s k l a m a j,EH K S K L AE M AE Y
exclamam,e k s k l a m a m,EH K S K L AE M AE M
exclamase,e k s k l a m a s e,EH K S K L AE M AE S EH
exclamat,e k s k l a m a t,EH K S K L AE M AE T
exclame,e k s k l a m e,EH K S K L AE M EH
exclami,e k s k l a mʲ,EH K S K L AE M
exclusivitate,e k s k l u s i v i t a t e,EH K S K L UW S IH V IH T AE T EH
exemple,e ɡ z e m p l e,EH G Z EH M P L EH
exemplele,e ɡ z e m p l e l e,EH G Z EH M P L EH L EH
exemplelor,e ɡ z e m p l e l o r,EH G Z EH M P L EH L OH R
exemplu,e ɡ z e m p l u,EH G Z EH M P L UW
exemplul,e ɡ z e m p l u,EH G Z EH M P L UW
exemplul,e ɡ z e m p l u l,EH G Z EH M P L UW L
exemplului,e ɡ z e m p l u l u i,EH G Z EH M P L UW L UW IH
exercit,e ɡ z e r t͡ʃ i t,EH G Z EH R CH IH T
exercitai,e ɡ z e r t͡ʃ i t a j,EH G Z EH R CH IH T AE Y
exercitam,e ɡ z e r t͡ʃ i t a m,EH G Z EH R CH IH T AE M
exercitase,e ɡ z e r t͡ʃ i t a s e,EH G Z EH R CH IH T AE S EH
exercitat,e ɡ z e r t͡ʃ i t a t,EH G Z EH R CH IH T AE T
exercite,e ɡ z e r t͡ʃ i t e,EH G Z EH R CH IH T EH
exilai,e ɡ z i l a j,EH G Z IH L AE Y
exilam,e ɡ z i l a m,EH G Z IH L AE M
exilase,e ɡ z i l a s e,EH G Z IH L AE S EH
exilez,e ɡ z i l e z,EH G Z IH L EH Z
exist,e ɡ z i s t,EH G Z IH S T
exista,e ɡ z i s t a,EH G Z IH S T AE
