word,ipa,ARPAbet
gigant,ɡʲ i ɡ a n t,G IH G AE N T
gigantomachia,ɡʲ i ɡ a n t ɔ m a xʲ j a,G IH G AE N T AO M AE Y AE
gigantycznie,ɡʲ i ɡ a n t ɨ t͡ʂ ɲ ɛ,G IH G AE N T IX EH
gigantyczny,ɡʲ i ɡ a n t ɨ t͡ʂ n ɨ,G IH G AE N T IX N IX
gigantyzm,ɡʲ i ɡ a n t ɨ z m,G IH G AE N T IX Z M
gigoń,ɡʲ i ɡ ɔ ɲ,G IH G AO
gikiewicz,ɡʲ i kʲ ɛ vʲ i t͡ʂ,G IH K EH V IH
gil,ɡʲ i l,G IH L
gila,ɡʲ i l a,G IH L AE
gilach,ɡʲ i l a x,G IH L AE
gilami,ɡʲ i l a mʲ i,G IH L AE M IH
gildia,ɡʲ i l d j a,G IH L D Y AE
gile,ɡʲ i l ɛ,G IH L EH
gilem,ɡʲ i l ɛ m,G IH L EH M
gilewicz,ɡʲ i l ɛ vʲ i t͡ʂ,G IH L EH V IH
gilgotać,ɡʲ i l ɡ ɔ t a t͡ɕ,G IH L G AO T AE
gili,ɡʲ i lʲ i,G IH L IH
giller,ɡʲ i l l ɛ r,G IH L L EH R
gilom,ɡʲ i l ɔ m,G IH L AO M
gilotyna,ɡʲ i l ɔ t ɨ n a,G IH L AO T IX N AE
gilowi,ɡʲ i l ɔ vʲ i,G IH L AO V IH
gilu,ɡʲ i l u,G IH L UW
giluszek,ɡʲ i l u ʂ ɛ k,G IH L UW EH K
gilów,ɡʲ i l u f,G IH L UW F
gimbaza,ɡʲ i m b a z a,G IH M B AE Z AE
gimbus,ɡʲ i m b u s,G IH M B UW S
gimnastyka,ɡʲ i m n a s t ɨ k a,G IH M N AE S T IX K AE
gimnazjalista,ɡʲ i m n a z j a lʲ i s t a,G IH M N AE Z Y AE L IH S T AE
gimnazjalistka,ɡʲ i m n a z j a lʲ i s t k a,G IH M N AE Z Y AE L IH S T K AE
gimnazjalny,ɡʲ i m n a z j a l n ɨ,G IH M N AE Z Y AE L N IX
gimnazjum,ɡʲ i m n a z j u m,G IH M N AE Z Y UW M
ginekolog,ɡʲ i n ɛ k ɔ l ɔ k,G IH N EH K AO L AO K
ginekologiczny,ɡʲ i n ɛ k ɔ l ɔ ɡʲ i t͡ʂ n ɨ,G IH N EH K AO L AO G IH N IX
ginie,ɡʲ i ɲ ɛ,G IH EH
giniecie,ɡʲ i ɲ ɛ t͡ɕ ɛ,G IH EH EH
giniemy,ɡʲ i ɲ ɛ m ɨ,G IH EH M IX
giniesz,ɡʲ i ɲ ɛ ʂ,G IH EH
giniewicz,ɡʲ i ɲ ɛ vʲ i t͡ʂ,G IH EH V IH
ginięcie,ɡʲ i ɲ ɛ ɲ t͡ɕ ɛ,G IH EH EH
ginięto,ɡʲ i ɲ ɛ n t ɔ,G IH EH N T AO
gintowt,ɡʲ i n t ɔ f t,G IH N T AO F T
gintrowska,ɡʲ i n t r ɔ f s k a,G IH N T R AO F S K AE
gintrowski,ɡʲ i n t r ɔ f s kʲ i,G IH N T R AO F S K IH
giną,ɡʲ i n ɔ̃,G IH N AO
ginąca,ɡʲ i n ɔ n t͡s a,G IH N AO N AE
ginące,ɡʲ i n ɔ n t͡s ɛ,G IH N AO N EH
ginący,ɡʲ i n ɔ n t͡s ɨ,G IH N AO N IX
ginąć,ɡʲ i n ɔ ɲ t͡ɕ,G IH N AO
ginął,ɡʲ i n ɔ w,G IH N AO W
ginę,ɡʲ i n ɛ,G IH N EH
ginęli,ɡʲ i n ɛ l i,G IH N EH L IH
ginęła,ɡʲ i n ɛ w a,G IH N EH W AE
ginęły,ɡʲ i n ɛ w ɨ,G IH N EH W IX
gips,ɡʲ i p s,G IH P S
gira,ɡʲ i r a,G IH R AE
girlanda,ɡʲ i r l a n d a,G IH R L AE N D AE
giros,ɡʲ i r ɔ s,G IH R AO S
gisernia,ɡʲ i s ɛ r ɲ a,G IH S EH R AE
giszczak,ɡʲ i ʂ t͡ʂ a k,G IH AE K
git,ɡʲ i t,G IH T
gitar,ɡʲ i t a r,G IH T AE R
gitara,ɡʲ i t a r a,G IH T AE R AE
gitarach,ɡʲ i t a r a x,G IH T AE R AE
gitarami,ɡʲ i t a r a mʲ i,G IH T AE R AE M IH
gitaro,ɡʲ i t a r ɔ,G IH T AE R AO
gitarom,ɡʲ i t a r ɔ m,G IH T AE R AO M
gitary,ɡʲ i t a r ɨ,G IH T AE R IX
gitarze,ɡʲ i t a ʐ ɛ,G IH T AE EH
gitarzysta,ɡʲ i t a ʐ ɨ s t a,G IH T AE IX S T AE
gitarzystka,ɡʲ i t a ʐ ɨ s t k a,G IH T AE IX S T K AE
gitarą,ɡʲ i t a r ɔ̃,G IH T AE R AO
gitarę,ɡʲ i t a r ɛ,G IH T AE R EH
giwera,ɡʲ i v ɛ r a,G IH V EH R AE
giza,ɡʲ i z a,G IH Z AE
gizd,ɡʲ i s t,G IH S T
gizdoń,ɡʲ i z d ɔ ɲ,G IH Z D AO
giziewicz,ɡʲ i ʑ ɛ vʲ i t͡ʂ,G IH EH V IH
giąć,ɡʲ ɔ ɲ t͡ɕ,G AO
giął,ɡʲ j ɔ w,G Y AO W
giąłem,ɡʲ j ɔ w ɛ m,G Y AO W EH M
giąłeś,ɡʲ j ɔ w ɛ ɕ,G Y AO W EH
gięci,ɡʲ ɛ ɲ t͡ɕ i,G EH IH
gięcie,ɡʲ ɛ ɲ t͡ɕ ɛ,G EH EH
gięli,ɡʲ ɛ lʲ i,G EH L IH
gięliby,ɡʲ ɛ lʲ i b ɨ,G EH L IH B IX
gięliście,ɡʲ ɛ̃ lʲ i ɕ t͡ɕ ɛ,G EH L IH EH
gięliśmy,ɡʲ ɛ̃ lʲ i ɕ m ɨ,G EH L IH M IX
gięta,ɡʲ ɛ n t a,G EH N T AE
gięte,ɡʲ ɛ n t ɛ,G EH N T EH
giętki,ɡʲ ɛ n t kʲ i,G EH N T K IH
gięto,ɡʲ ɛ n t ɔ,G EH N T AO
gięty,ɡʲ ɛ n t ɨ,G EH N T IX
gięła,ɡʲ ɛ w a,G EH W AE
gięłam,ɡʲ ɛ w a m,G EH W AE M
gięłaś,ɡʲ ɛ w a ɕ,G EH W AE
gięło,ɡʲ ɛ w ɔ,G EH W AO
gięły,ɡʲ ɛ w ɨ,G EH W IX
gięłyby,ɡʲ ɛ w ɨ b ɨ,G EH W IX B IX
gięłyście,ɡʲ ɛ̃ w ɨ ɕ t͡ɕ ɛ,G EH W IX EH
gięłyśmy,ɡʲ ɛ̃ w ɨ ɕ m ɨ,G EH W IX M IX
giń,ɡʲ i ɲ,G IH
giś,ɡʲ i ɕ,G IH
giża,ɡʲ i ʐ a,G IH AE
giżycko,ɡʲ i ʐ ɨ t͡s k ɔ,G IH IX K AO
glacjalny,ɡ l a t͡s j a l n ɨ,G L AE Y AE L N IX
glacjologia,ɡ l a t͡s j ɔ l ɔ ɡʲ j a,G L AE Y AO L AO G Y AE
glan,ɡ l a n,G L AE N
glana,ɡ l a n a,G L AE N AE
glanach,ɡ l a n a x,G L AE N AE
glanami,ɡ l a n a mʲ i,G L AE N AE M IH
glanem,ɡ l a n ɛ m,G L AE N EH M
glanie,ɡ l a ɲ ɛ,G L AE EH
glanom,ɡ l a n ɔ m,G L AE N AO M
glanowski,ɡ l a n ɔ f s kʲ i,G L AE N AO F S K IH
glany,ɡ l a n ɨ,G L AE N IX
glanów,ɡ l a n u f,G L AE N UW F
glazura,ɡ l a z u r a,G L AE Z UW R AE
gleb,ɡ l ɛ p,G L EH P
gleba,ɡ l ɛ b a,G L EH B AE
glebie,ɡ l ɛ bʲ ɛ,G L EH B EH
glebo,ɡ l ɛ b ɔ,G L EH B AO
glebogryzarka,ɡ l ɛ b ɔ ɡ r ɨ z a r k a,G L EH B AO G R IX Z AE R K AE
glebowicz,ɡ l ɛ b ɔ vʲ i t͡ʂ,G L EH B AO V IH
gleboznawca,ɡ l ɛ b ɔ z n a f t͡s a,G L EH B AO Z N AE F AE
gleboznawstwo,ɡ l ɛ b ɔ z n a f s t f ɔ,G L EH B AO Z N AE F S T F AO
gleby,ɡ l ɛ b ɨ,G L EH B IX
glebą,ɡ l ɛ b ɔ̃,G L EH B AO
glebę,ɡ l ɛ b ɛ,G L EH B EH
glej,ɡ l ɛ j,G L EH Y
glejak,ɡ l ɛ j a k,G L EH Y AE K
glemp,ɡ l ɛ m p,G L EH M P
glewik,ɡ l ɛ vʲ i k,G L EH V IH K
gleń,ɡ l ɛ ɲ,G L EH
glicyna,ɡ lʲ i t͡s ɨ n a,G L IH IX N AE
glin,ɡ lʲ i n,G L IH N
glina,ɡ lʲ i n a,G L IH N AE
glinach,ɡ lʲ i n a x,G L IH N AE
glinami,ɡ lʲ i n a mʲ i,G L IH N AE M IH
glinem,ɡ lʲ i n ɛ m,G L IH N EH M
gliniany,ɡ lʲ i ɲ a n ɨ,G L IH AE N IX
gliniarz,ɡ lʲ i ɲ a ʂ,G L IH AE
gliniasty,ɡ lʲ i ɲ a s t ɨ,G L IH AE S T IX
glinie,ɡ lʲ i ɲ ɛ,G L IH EH
gliniewicz,ɡ lʲ i ɲ ɛ vʲ i t͡ʂ,G L IH EH V IH
glinka,ɡ lʲ i n k a,G L IH N K AE
glino,ɡ lʲ i n ɔ,G L IH N AO
glinom,ɡ lʲ i n ɔ m,G L IH N AO M
glinowi,ɡ lʲ i n ɔ vʲ i,G L IH N AO V IH
glinu,ɡ lʲ i n u,G L IH N UW
gliny,ɡ lʲ i n ɨ,G L IH N IX
gliną,ɡ lʲ i n ɔ̃,G L IH N AO
glinę,ɡ lʲ i n ɛ,G L IH N EH
glist,ɡ lʲ i s t,G L IH S T
glista,ɡ lʲ i s t a,G L IH S T AE
glistnik,ɡ lʲ i s t ɲ i k,G L IH S T IH K
glisto,ɡ lʲ i s t ɔ,G L IH S T AO
glistom,ɡ lʲ i s t ɔ m,G L IH S T AO M
glisty,ɡ lʲ i s t ɨ,G L IH S T IX
glistą,ɡ lʲ i s t ɔ̃,G L IH S T AO
glistę,ɡ lʲ i s t ɛ,G L IH S T EH
gliwa,ɡ lʲ i v a,G L IH V AE
gliwice,ɡ lʲ i vʲ i t͡s ɛ,G L IH V IH EH
gliwicki,ɡ lʲ i vʲ i t͡s kʲ i,G L IH V IH K IH
gliwienie,ɡ lʲ i vʲ ɛ ɲ ɛ,G L IH V EH EH
glizda,ɡ lʲ i z d a,G L IH Z D AE
glińska,ɡ lʲ i ɲ s k a,G L IH S K AE
gliński,ɡ lʲ i ɲ s kʲ i,G L IH S K IH
gliście,ɡ lʲ i ɕ t͡ɕ ɛ,G L IH EH
glob,ɡ l ɔ p,G L AO P
globalizacja,ɡ l ɔ b a lʲ i z a t͡s j a,G L AO B AE L IH Z AE Y AE
globalnie,ɡ l ɔ b a l ɲ ɛ,G L AO B AE L EH
globalny,ɡ l ɔ b a l n ɨ,G L AO B AE L N IX
globisz,ɡ l ɔ bʲ i ʂ,G L AO B IH
globu,ɡ l ɔ b u,G L AO B UW
globus,ɡ l ɔ b u s,G L AO B UW S
glomb,ɡ l ɔ m p,G L AO M P
glon,ɡ l ɔ n,G L AO N
glonach,ɡ l ɔ n a x,G L AO N AE
glonami,ɡ l ɔ n a mʲ i,G L AO N AE M IH
glonem,ɡ l ɔ n ɛ m,G L AO N EH M
glonie,ɡ l ɔ ɲ ɛ,G L AO EH
glonojad,ɡ l ɔ n ɔ j a t,G L AO N AO Y AE T
glonom,ɡ l ɔ n ɔ m,G L AO N AO M
glonowi,ɡ l ɔ n ɔ vʲ i,G L AO N AO V IH
glonowy,ɡ l ɔ n ɔ v ɨ,G L AO N AO V IX
glonu,ɡ l ɔ n u,G L AO N UW
glony,ɡ l ɔ n ɨ,G L AO N IX
glonów,ɡ l ɔ n u f,G L AO N UW F
glos,ɡ l ɔ s,G L AO S
glosa,ɡ l ɔ s a,G L AO S AE
glosach,ɡ l ɔ s a x,G L AO S AE
glosami,ɡ l ɔ s a mʲ i,G L AO S AE M IH
glosarium,ɡ l ɔ s a rʲ j u m,G L AO S AE R Y UW M
glosariusz,ɡ l ɔ s a rʲ j u ʂ,G L AO S AE R Y UW
glosie,ɡ l ɔ ɕ ɛ,G L AO EH
gloso,ɡ l ɔ s ɔ,G L AO S AO
glosom,ɡ l ɔ s ɔ m,G L AO S AO M
glosy,ɡ l ɔ s ɨ,G L AO S IX
glosą,ɡ l ɔ s ɔ̃,G L AO S AO
glosę,ɡ l ɔ s ɛ,G L AO S EH
glukometr,ɡ l u k ɔ m ɛ t r,G L UW K AO M EH T R
gluon,ɡ l u ɔ n,G L UW AO N
glut,ɡ l u t,G L UW T
glutamina,ɡ l u t a mʲ i n a,G L UW T AE M IH N AE
glutenowy,ɡ l u t ɛ n ɔ v ɨ,G L UW T EH N AO V IX
ględzić,ɡ l ɛ ɲ d͡ʑ i t͡ɕ,G L EH IH
gmach,ɡ m a x,G M AE
gmatwanie,ɡ m a t f a ɲ ɛ,G M AE T F AE EH
gmina,ɡ mʲ i n a,G M IH N AE
gminny,ɡ mʲ i n n ɨ,G M IH N N IX
gmitrowicz,ɡ mʲ i t r ɔ vʲ i t͡ʂ,G M IH T R AO V IH
gmiąt,ɡ mʲ ɔ n t,G M AO N T
gmoch,ɡ m ɔ x,G M AO
gmur,ɡ m u r,G M UW R
gmyz,ɡ m ɨ s,G M IX S
gna,ɡ n a,G N AE
gnach,ɡ n a x,G N AE
gnacie,ɡ n a t͡ɕ ɛ,G N AE EH
gnaj,ɡ n a j,G N AE Y
gnają,ɡ n a j ɔ̃,G N AE Y AO
gnali,ɡ n a lʲ i,G N AE L IH
gnam,ɡ n a m,G N AE M
gnamy,ɡ n a m ɨ,G N AE M IX
gnanie,ɡ n a ɲ ɛ,G N AE EH
gnasz,ɡ n a ʂ,G N AE
gnat,ɡ n a t,G N AE T
gnata,ɡ n a t a,G N AE T AE
gnatach,ɡ n a t a x,G N AE T AE
gnatami,ɡ n a t a mʲ i,G N AE T AE M IH
gnatem,ɡ n a t ɛ m,G N AE T EH M
gnatom,ɡ n a t ɔ m,G N AE T AO M
gnatowi,ɡ n a t ɔ vʲ i,G N AE T AO V IH
gnatowska,ɡ n a t ɔ f s k a,G N AE T AO F S K AE
gnatowski,ɡ n a t ɔ f s kʲ i,G N AE T AO F S K IH
gnaty,ɡ n a t ɨ,G N AE T IX
gnatów,ɡ n a t u f,G N AE T UW F
gnać,ɡ n a t͡ɕ,G N AE
gnał,ɡ n a w,G N AE W
gnała,ɡ n a w a,G N AE W AE
gnałam,ɡ n a w a m,G N AE W AE M
gnałaś,ɡ n a w a ɕ,G N AE W AE
gnałem,ɡ n a w ɛ m,G N AE W EH M
gnałeś,ɡ n a w ɛ ɕ,G N AE W EH
gnało,ɡ n a w ɔ,G N AE W AO
gnały,ɡ n a w ɨ,G N AE W IX
gnaś,ɡ n a ɕ,G N AE
gniada,ɡ ɲ a d a,G AE D AE
gniade,ɡ ɲ a d ɛ,G AE D EH
gniady,ɡ ɲ a d ɨ,G AE D IX
gniadzi,ɡ ɲ a d͡ʑ i,G AE IH
gniadą,ɡ ɲ a d ɔ̃,G AE D AO
gniazdko,ɡ ɲ a s t k ɔ,G AE S T K AO
gniazdo,ɡ ɲ a z d ɔ,G AE Z D AO
gniaź,ɡ ɲ a ɕ,G AE
gnich,ɡ ɲ i x,G IH
gnicie,ɡ ɲ i t͡ɕ ɛ,G IH EH
gnid,ɡ ɲ i t,G IH T
gnida,ɡ ɲ i d a,G IH D AE
gnidach,ɡ ɲ i d a x,G IH D AE
gnidami,ɡ ɲ i d a mʲ i,G IH D AE M IH
gnido,ɡ ɲ i d ɔ,G IH D AO
gnidom,ɡ ɲ i d ɔ m,G IH D AO M
gnidosz,ɡ ɲ i d ɔ ʂ,G IH D AO
gnidy,ɡ ɲ i d ɨ,G IH D IX
gnidzie,ɡ ɲ i d͡ʑ ɛ,G IH EH
gnidą,ɡ ɲ i d ɔ̃,G IH D AO
gnidę,ɡ ɲ i d ɛ,G IH D EH
gnie,ɡ ɲ ɛ,G EH
gniecenie,ɡ ɲ ɛ t͡s ɛ ɲ ɛ,G EH EH EH
gnieciak,ɡ ɲ ɛ t͡ɕ a k,G EH AE K
gniecie,ɡ ɲ ɛ t͡ɕ ɛ,G EH EH
gnieciesz,ɡ ɲ ɛ t͡ɕ ɛ ʂ,G EH EH
gnieciuch,ɡ ɲ ɛ t͡ɕ u x,G EH UW
gniemy,ɡ ɲ ɛ m ɨ,G EH M IX
gniesz,ɡ ɲ ɛ ʂ,G EH
gnietli,ɡ ɲ ɛ t lʲ i,G EH T L IH
gniew,ɡ ɲ ɛ f,G EH F
gniewać,ɡ ɲ ɛ v a t͡ɕ,G EH V AE
gniewek,ɡ ɲ ɛ v ɛ k,G EH V EH K
gniewny,ɡ ɲ ɛ v n ɨ,G EH V N IX
gniewosz,ɡ ɲ ɛ v ɔ ʂ,G EH V AO
gniezno,ɡ ɲ ɛ z n ɔ,G EH Z N AO
gnieć,ɡ ɲ ɛ t͡ɕ,G EH
gnieść,ɡ ɲ ɛ ɕ t͡ɕ,G EH
gnieźnik,ɡ ɲ ɛ ʑ ɲ i k,G EH IH K
gnij,ɡ ɲ i j,G IH Y
gnije,ɡ ɲ i j ɛ,G IH Y EH
gnijecie,ɡ ɲ i j ɛ t͡ɕ ɛ,G IH Y EH EH
gnijemy,ɡ ɲ i j ɛ m ɨ,G IH Y EH M IX
gnijesz,ɡ ɲ i j ɛ ʂ,G IH Y EH
gniją,ɡ ɲ i j ɔ̃,G IH Y AO
gnijący,ɡ ɲ i j ɔ n t͡s ɨ,G IH Y AO N IX
gniję,ɡ ɲ i j ɛ,G IH Y EH
gnili,ɡ ɲ i lʲ i,G IH L IH
gnilny,ɡ ɲ i l n ɨ,G IH L N IX
gniot,ɡ ɲ ɔ t,G AO T
gniota,ɡ ɲ ɔ t a,G AO T AE
gniotą,ɡ ɲ ɔ t ɔ̃,G AO T AO
gniotę,ɡ ɲ ɔ t ɛ,G AO T EH
gniotła,ɡ ɲ ɔ t w a,G AO T W AE
gniotłem,ɡ ɲ ɔ t w ɛ m,G AO T W EH M
gniotłeś,ɡ ɲ ɔ t w ɛ ɕ,G AO T W EH
gniotło,ɡ ɲ ɔ t w ɔ,G AO T W AO
gniotły,ɡ ɲ ɔ t w ɨ,G AO T W IX
gniozdorz,ɡ ɲ ɔ z d ɔ ʂ,G AO Z D AO
gniótł,ɡ ɲ u t w,G UW T W
gnić,ɡ ɲ i t͡ɕ,G IH
gnił,ɡ ɲ i w,G IH W
gniła,ɡ ɲ i w a,G IH W AE
gniłam,ɡ ɲ i w a m,G IH W AE M
gniłaś,ɡ ɲ i w a ɕ,G IH W AE
gniłem,ɡ ɲ i w ɛ m,G IH W EH M
gniłeś,ɡ ɲ i w ɛ ɕ,G IH W EH
gniło,ɡ ɲ i w ɔ,G IH W AO
gniły,ɡ ɲ i w ɨ,G IH W IX
gnocchi,ɲ ɔ k kʲ i,AO K K IH
gnoi,ɡ n ɔ i,G N AO IH
gnoja,ɡ n ɔ j a,G N AO Y AE
gnojach,ɡ n ɔ j a x,G N AO Y AE
gnojami,ɡ n ɔ j a mʲ i,G N AO Y AE M IH
gnoje,ɡ n ɔ j ɛ,G N AO Y EH
gnojek,ɡ n ɔ j ɛ k,G N AO Y EH K
gnojem,ɡ n ɔ j ɛ m,G N AO Y EH M
gnojenie,ɡ n ɔ j ɛ ɲ ɛ,G N AO Y EH EH
gnojowi,ɡ n ɔ j ɔ vʲ i,G N AO Y AO V IH
gnoju,ɡ n ɔ j u,G N AO Y UW
gnojów,ɡ n ɔ j u f,G N AO Y UW F
gnoją,ɡ n ɔ j ɔ̃,G N AO Y AO
gnoję,ɡ n ɔ j ɛ,G N AO Y EH
gnom,ɡ n ɔ m,G N AO M
gnoseologia,ɡ n ɔ s ɛ ɔ l ɔ ɡʲ j a,G N AO S EH AO L AO G Y AE
gnoseologiczny,ɡ n ɔ s ɛ ɔ l ɔ ɡʲ i t͡ʂ n ɨ,G N AO S EH AO L AO G IH N IX
gnostycyzm,ɡ n ɔ s t ɨ t͡s ɨ z m,G N AO S T IX IX Z M
gnot,ɡ n ɔ t,G N AO T
gnoza,ɡ n ɔ z a,G N AO Z AE
gnu,ɡ n u,G N UW
gnuśnie,ɡ n u ɕ ɲ ɛ,G N UW EH
gnuśny,ɡ n u ɕ n ɨ,G N UW N IX
gnych,ɡ n ɨ x,G N IX
gnój,ɡ n u j,G N UW Y
gną,ɡ n ɔ̃,G N AO
gnąc,ɡ n ɔ n t͡s,G N AO N
gnąca,ɡ n ɔ n t͡s a,G N AO N AE
gnące,ɡ n ɔ n t͡s ɛ,G N AO N EH
gnący,ɡ n ɔ n t͡s ɨ,G N AO N IX
gnę,ɡ n ɛ,G N EH
gnębiciel,ɡ n ɛ m bʲ i t͡ɕ ɛ l,G N EH M B IH EH L
gnębienie,ɡ n ɛ m bʲ ɛ ɲ ɛ,G N EH M B EH EH
gnębić,ɡ n ɛ m bʲ i t͡ɕ,G N EH M B IH
go,ɡ ɔ,G AO
gobelin,ɡ ɔ b ɛ lʲ i n,G AO B EH L IH N
goblin,ɡ ɔ b lʲ i n,G AO B L IH N
goc,ɡ ɔ t͡s,G AO
gocal,ɡ ɔ t͡s a l,G AO AE L
gocek,ɡ ɔ t͡s ɛ k,G AO EH K
goch,ɡ ɔ x,G AO
gocha,ɡ ɔ x a,G AO AE
gochna,ɡ ɔ x n a,G AO N AE
gocho,ɡ ɔ x ɔ,G AO AO
gocki,ɡ ɔ t͡s kʲ i,G AO K IH
gocoł,ɡ ɔ t͡s ɔ w,G AO AO W
gocół,ɡ ɔ t͡s u w,G AO UW W
gocław,ɡ ɔ t͡s w a f,G AO W AE F
gocłowski,ɡ ɔ t͡s w ɔ f s kʲ i,G AO W AO F S K IH
godach,ɡ ɔ d a x,G AO D AE
godami,ɡ ɔ d a mʲ i,G AO D AE M IH
godebska,ɡ ɔ d ɛ p s k a,G AO D EH P S K AE
godebski,ɡ ɔ d ɛ p s kʲ i,G AO D EH P S K IH
godlewska,ɡ ɔ d l ɛ f s k a,G AO D L EH F S K AE
godlewski,ɡ ɔ d l ɛ f s kʲ i,G AO D L EH F S K IH
godleś,ɡ ɔ d l ɛ ɕ,G AO D L EH
godna,ɡ ɔ d n a,G AO D N AE
godne,ɡ ɔ d n ɛ,G AO D N EH
godnego,ɡ ɔ d n ɛ ɡ ɔ,G AO D N EH G AO
godnej,ɡ ɔ d n ɛ j,G AO D N EH Y
godnemu,ɡ ɔ d n ɛ m u,G AO D N EH M UW
godni,ɡ ɔ d ɲ i,G AO D IH
godność,ɡ ɔ d n ɔ ɕ t͡ɕ,G AO D N AO
godny,ɡ ɔ d n ɨ,G AO D N IX
godnych,ɡ ɔ d n ɨ x,G AO D N IX
godnym,ɡ ɔ d n ɨ m,G AO D N IX M
godnymi,ɡ ɔ d n ɨ mʲ i,G AO D N IX M IH
godną,ɡ ɔ d n ɔ̃,G AO D N AO
godoj,ɡ ɔ d ɔ j,G AO D AO Y
godom,ɡ ɔ d ɔ m,G AO D AO M
godoń,ɡ ɔ d ɔ ɲ,G AO D AO
godula,ɡ ɔ d u l a,G AO D UW L AE
godun,ɡ ɔ d u n,G AO D UW N
gody,ɡ ɔ d ɨ,G AO D IX
godyń,ɡ ɔ d ɨ ɲ,G AO D IX
godzic,ɡ ɔ d͡ʑ i t͡s,G AO IH
godzich,ɡ ɔ d͡ʑ i x,G AO IH
godziemba,ɡ ɔ d͡ʑ ɛ m b a,G AO EH M B AE
godzien,ɡ ɔ d͡ʑ ɛ n,G AO EH N
godzin,ɡ ɔ d͡ʑ i n,G AO IH N
godzina,ɡ ɔ d͡ʑ i n a,G AO IH N AE
godzinie,ɡ ɔ d͡ʑ i ɲ ɛ,G AO IH EH
godziniorz,ɡ ɔ d͡ʑ i ɲ ɔ ʂ,G AO IH AO
godzinki,ɡ ɔ d͡ʑ i n kʲ i,G AO IH N K IH
godzinnik,ɡ ɔ d͡ʑ i n ɲ i k,G AO IH N IH K
godzinny,ɡ ɔ d͡ʑ i n n ɨ,G AO IH N N IX
godziny,ɡ ɔ d͡ʑ i n ɨ,G AO IH N IX
godziną,ɡ ɔ d͡ʑ i n ɔ̃,G AO IH N AO
godzinę,ɡ ɔ d͡ʑ i n ɛ,G AO IH N EH
godziwie,ɡ ɔ d͡ʑ i vʲ ɛ,G AO IH V EH
godziwość,ɡ ɔ d͡ʑ i v ɔ ɕ t͡ɕ,G AO IH V AO
godziwy,ɡ ɔ d͡ʑ i v ɨ,G AO IH V IX
godzić,ɡ ɔ d͡ʑ i t͡ɕ,G AO IH
godzięba,ɡ ɔ d͡ʑ ɛ m b a,G AO EH M B AE
godzwon,ɡ ɔ d͡z v ɔ n,G AO V AO N
godów,ɡ ɔ d u f,G AO D UW F
godło,ɡ ɔ d w ɔ,G AO D W AO
godłoza,ɡ ɔ d w ɔ z a,G AO D W AO Z AE
gofr,ɡ ɔ f r,G AO F R
gofron,ɡ ɔ f r ɔ n,G AO F R AO N
gogacz,ɡ ɔ ɡ a t͡ʂ,G AO G AE
gogle,ɡ ɔ ɡ l ɛ,G AO G L EH
gogojewicz,ɡ ɔ ɡ ɔ j ɛ vʲ i t͡ʂ,G AO G AO Y EH V IH
gogol,ɡ ɔ ɡ ɔ l,G AO G AO L
gogola,ɡ ɔ ɡ ɔ l a,G AO G AO L AE
gogołkiewicz,ɡ ɔ ɡ ɔ w kʲ ɛ vʲ i t͡ʂ,G AO G AO W K EH V IH
gogut,ɡ ɔ ɡ u t,G AO G UW T
goguł,ɡ ɔ ɡ u w,G AO G UW W
goguś,ɡ ɔ ɡ u ɕ,G AO G UW
gogól,ɡ ɔ ɡ u l,G AO G UW L
gogół,ɡ ɔ ɡ u w,G AO G UW W
goi,ɡ ɔ i,G AO IH
goicie,ɡ ɔ i t͡ɕ ɛ,G AO IH EH
goik,ɡ ɔ i k,G AO IH K
goili,ɡ ɔ i lʲ i,G AO IH L IH
goimy,ɡ ɔ i m ɨ,G AO IH M IX
goisz,ɡ ɔ i ʂ,G AO IH
goić,ɡ ɔ i t͡ɕ,G AO IH
goił,ɡ ɔ i w,G AO IH W
goiła,ɡ ɔ i w a,G AO IH W AE
goiło,ɡ ɔ i w ɔ,G AO IH W AO
goiły,ɡ ɔ i w ɨ,G AO IH W IX
goj,ɡ ɔ j,G AO Y
gojenie,ɡ ɔ j ɛ ɲ ɛ,G AO Y EH EH
gojny,ɡ ɔ j n ɨ,G AO Y N IX
gojony,ɡ ɔ j ɔ n ɨ,G AO Y AO N IX
gojowczyk,ɡ ɔ j ɔ f t͡ʂ ɨ k,G AO Y AO F IX K
goją,ɡ ɔ j ɔ̃,G AO Y AO
gojący,ɡ ɔ j ɔ n t͡s ɨ,G AO Y AO N IX
goję,ɡ ɔ j ɛ,G AO Y EH
gokart,ɡ ɔ k a r t,G AO K AE R T
gol,ɡ ɔ l,G AO L
gola,ɡ ɔ l a,G AO L AE
golach,ɡ ɔ l a x,G AO L AE
golak,ɡ ɔ l a k,G AO L AE K
golami,ɡ ɔ l a mʲ i,G AO L AE M IH
golarka,ɡ ɔ l a r k a,G AO L AE R K AE
golarz,ɡ ɔ l a ʂ,G AO L AE
golas,ɡ ɔ l a s,G AO L AE S
golasa,ɡ ɔ l a s a,G AO L AE S AE
golca,ɡ ɔ l t͡s a,G AO L AE
golce,ɡ ɔ l t͡s ɛ,G AO L EH
golcem,ɡ ɔ l t͡s ɛ m,G AO L EH M
golcom,ɡ ɔ l t͡s ɔ m,G AO L AO M
golcu,ɡ ɔ l t͡s u,G AO L UW
golda,ɡ ɔ l d a,G AO L D AE
