word,ipa,ARPAbet
býčí,b iː t͡ʃ iː,B IH CH IH
běhat,b j ɛ ɦ a t,B Y EH AE T
běhna,b j ɛ ɦ n a,B Y EH N AE
běhoun,b j ɛ ɦ o u̯ n,B Y EH OH W N
běhu,b j ɛ ɦ u,B Y EH UW
běhulík,b j ɛ ɦ u l iː k,B Y EH UW L IH K
běhy,b j ɛ ɦ ɪ,B Y EH IH
běhá,b j ɛ ɦ aː,B Y EH AE
běhák,b j ɛ ɦ aː k,B Y EH AE K
běhů,b j ɛ ɦ uː,B Y EH UW
běhům,b j ɛ ɦ uː m,B Y EH UW M
bělehrad,b j ɛ l ɛ ɦ r a t,B Y EH L EH R AE T
bělehraďan,b j ɛ l ɛ ɦ r a ɟ a n,B Y EH L EH R AE AE N
bělejší,b j ɛ l ɛ j ʃ iː,B Y EH L EH Y SH IH
bělidlo,b j ɛ l ɪ d l o,B Y EH L IH D L OH
bělin,b j ɛ l ɪ n,B Y EH L IH N
bělinka,b j ɛ l ɪ ŋ k a,B Y EH L IH NG K AE
bělit,b j ɛ l ɪ t,B Y EH L IH T
bělmo,b j ɛ l m o,B Y EH L M OH
běloch,b j ɛ l o x,B Y EH L OH
bělohlav,b j ɛ l o ɦ l a f,B Y EH L OH L AE F
bělohoubek,b j ɛ l o ɦ o u̯ b ɛ k,B Y EH L OH OH W B EH K
bělokur,b j ɛ l o k u r,B Y EH L OH K UW R
bělorus,b j ɛ l o r u s,B Y EH L OH R UW S
běloruska,b j ɛ l o r u s k a,B Y EH L OH R UW S K AE
bělorusko,b j ɛ l o r u s k o,B Y EH L OH R UW S K OH
běloruský,b j ɛ l o r u s k iː,B Y EH L OH R UW S K IH
běloruština,b j ɛ l o r u ʃ c ɪ n a,B Y EH L OH R UW SH IH N AE
bělořit,b j ɛ l o r̝ ɪ t,B Y EH L OH R IH T
běloška,b j ɛ l o ʃ k a,B Y EH L OH SH K AE
bělošský,b j ɛ l o ʃ s k iː,B Y EH L OH SH S K IH
bělásčí,b j ɛ l aː s t͡ʃ iː,B Y EH L AE S CH IH
běs,b j ɛ s,B Y EH S
běsa,b j ɛ s a,B Y EH S AE
běsi,b j ɛ s ɪ,B Y EH S IH
běsy,b j ɛ s ɪ,B Y EH S IH
běsích,b j ɛ s iː x,B Y EH S IH
běsů,b j ɛ s uː,B Y EH S UW
běta,b j ɛ t a,B Y EH T AE
bětka,b j ɛ t k a,B Y EH T K AE
bětunka,b j ɛ t u ŋ k a,B Y EH T UW NG K AE
bětuška,b j ɛ t u ʃ k a,B Y EH T UW SH K AE
bězích,b j ɛ z iː x,B Y EH Z IH
běž,b j ɛ ʃ,B Y EH SH
běžec,b j ɛ ʒ ɛ t͡s,B Y EH ZH EH
běženec,b j ɛ ʒ ɛ n ɛ t͡s,B Y EH ZH EH N EH
běžkař,b j ɛ ʃ k a r̝̊,B Y EH SH K AE R
běžkovat,b j ɛ ʃ k o v a t,B Y EH SH K OH V AE T
běžkování,b j ɛ ʃ k o v aː ɲ iː,B Y EH SH K OH V AE IH
běžky,b j ɛ ʃ k ɪ,B Y EH SH K IH
běžkyně,b j ɛ ʃ k ɪ ɲ ɛ,B Y EH SH K IH EH
běžný,b j ɛ ʒ n iː,B Y EH ZH N IH
běžně,b j ɛ ʒ ɲ ɛ,B Y EH ZH EH
běžnější,b j ɛ ʒ ɲ ɛ j ʃ iː,B Y EH ZH EH Y SH IH
břeh,b r̝ ɛ x,B R EH
břehouš,b r̝ ɛ ɦ o u̯ ʃ,B R EH OH W SH
břehule,b r̝ ɛ ɦ u l ɛ,B R EH UW L EH
břemeno,b r̝ ɛ m ɛ n o,B R EH M EH N OH
břetislav,b r̝ ɛ c ɪ s l a f,B R EH IH S L AE F
břetík,b r̝ ɛ c iː k,B R EH IH K
břevno,b r̝ ɛ v n o,B R EH V N OH
března,b r̝ ɛ z n a,B R EH Z N AE
březnový,b r̝ ɛ z n o v iː,B R EH Z N OH V IH
březový,b r̝ ɛ z o v iː,B R EH Z OH V IH
březí,b r̝ ɛ z iː,B R EH Z IH
břečťan,b r̝ ɛ t͡ʃ c a n,B R EH CH AE N
břeťa,b r̝ ɛ c a,B R EH AE
břich,b r̝ ɪ x,B R IH
břicha,b r̝ ɪ x a,B R IH AE
břichatec,b r̝ ɪ x a t ɛ t͡s,B R IH AE T EH
břichem,b r̝ ɪ x ɛ m,B R IH EH M
břicho,b r̝ ɪ x o,B R IH OH
břichomluva,b r̝ ɪ x o m l u v a,B R IH OH M L UW V AE
břichomluvec,b r̝ ɪ x o m l u v ɛ t͡s,B R IH OH M L UW V EH
břichomluvectví,b r̝ ɪ x o m l u v ɛ t͡s t v iː,B R IH OH M L UW V EH T V IH
břichu,b r̝ ɪ x u,B R IH UW
břichy,b r̝ ɪ x ɪ,B R IH IH
břichách,b r̝ ɪ x aː x,B R IH AE
břicháč,b r̝ ɪ x aː t͡ʃ,B R IH AE CH
břichům,b r̝ ɪ x uː m,B R IH UW M
břidlice,b r̝ ɪ d l ɪ t͡s ɛ,B R IH D L IH EH
břit,b r̝ ɪ t,B R IH T
břitcí,b r̝ ɪ t͡s iː,B R IH IH
břitkou,b r̝ ɪ t k o u̯,B R IH T K OH W
břitká,b r̝ ɪ t k aː,B R IH T K AE
břitké,b r̝ ɪ t k ɛː,B R IH T K EH
břitký,b r̝ ɪ t k iː,B R IH T K IH
břitva,b r̝ ɪ t v a,B R IH T V AE
břiše,b r̝ ɪ ʃ ɛ,B R IH SH EH
břišní,b r̝ ɪ ʃ ɲ iː,B R IH SH IH
břuch,b r̝ u x,B R UW
břídil,b r̝ iː ɟ ɪ l,B R IH IH L
bříz,b r̝ iː s,B R IH S
bříza,b r̝ iː z a,B R IH Z AE
břízami,b r̝ iː z a m ɪ,B R IH Z AE M IH
bříze,b r̝ iː z ɛ,B R IH Z EH
břízka,b r̝ iː s k a,B R IH S K AE
břízo,b r̝ iː z o,B R IH Z OH
břízou,b r̝ iː z o u̯,B R IH Z OH W
břízu,b r̝ iː z u,B R IH Z UW
břízy,b r̝ iː z ɪ,B R IH Z IH
břízách,b r̝ iː z aː x,B R IH Z AE
břízám,b r̝ iː z aː m,B R IH Z AE M
břízí,b r̝ iː z iː,B R IH Z IH
bříško,b r̝ iː ʃ k o,B R IH SH K OH
bůh,b uː x,B UW
bůhví,b uː ɦ v iː,B UW V IH
bůr,b uː r,B UW R
bůžek,b uː ʒ ɛ k,B UW ZH EH K
bžunda,b ʒ u n d a,B ZH UW N D AE
cajk,t͡s a j k,AE Y K
candát,t͡s a n d aː t,AE N D AE T
capart,t͡s a p a r t,AE P AE R T
carech,t͡s a r ɛ x,AE R EH
carevič,t͡s a r ɛ v ɪ t͡ʃ,AE R EH V IH CH
carevna,t͡s a r ɛ v n a,AE R EH V N AE
carevnin,t͡s a r ɛ v ɲ ɪ n,AE R EH V IH N
carismus,t͡s a r ɪ z m u s,AE R IH Z M UW S
carovna,t͡s a r o v n a,AE R OH V N AE
carův,t͡s a r uː f,AE R UW F
cařihrad,t͡s a r̝ ɪ ɦ r a t,AE R IH R AE T
cecek,t͡s ɛ t͡s ɛ k,EH EH K
cech,t͡s ɛ x,EH
cechovní,t͡s ɛ x o v ɲ iː,EH OH V IH
cecilka,t͡s ɛ t͡s ɪ l k a,EH IH L K AE
cecík,t͡s ɛ t͡s iː k,EH IH K
cedník,t͡s ɛ d ɲ iː k,EH D IH K
cedr,t͡s ɛ d r̩,EH D R
cedule,t͡s ɛ d u l ɛ,EH D UW L EH
cedulka,t͡s ɛ d u l k a,EH D UW L K AE
cejch,t͡s ɛ j x,EH Y
cejchovat,t͡s ɛ j x o v a t,EH Y OH V AE T
cejlon,t͡s ɛ j l o n,EH Y L OH N
cejlonský,t͡s ɛ j l o n s k iː,EH Y L OH N S K IH
cejloňan,t͡s ɛ j l o ɲ a n,EH Y L OH AE N
cejn,t͡s ɛ j n,EH Y N
cejní,t͡s ɛ j ɲ iː,EH Y IH
cel,t͡s ɛ l,EH L
cela,t͡s ɛ l a,EH L AE
celek,t͡s ɛ l ɛ k,EH L EH K
celibát,t͡s ɛ l ɪ b aː t,EH L IH B AE T
celibátní,t͡s ɛ l ɪ b aː t ɲ iː,EH L IH B AE T IH
celinký,t͡s ɛ l ɪ ŋ k iː,EH L IH NG K IH
celičký,t͡s ɛ l ɪ t͡ʃ k iː,EH L IH CH K IH
celkem,t͡s ɛ l k ɛ m,EH L K EH M
celkový,t͡s ɛ l k o v iː,EH L K OH V IH
celní,t͡s ɛ l ɲ iː,EH L IH
celník,t͡s ɛ l ɲ iː k,EH L IH K
celodenní,t͡s ɛ l o d ɛ ɲ iː,EH L OH D EH IH
celoroční,t͡s ɛ l o r o t͡ʃ ɲ iː,EH L OH R OH CH IH
celostátní,t͡s ɛ l o s t aː t ɲ iː,EH L OH S T AE T IH
celosvětový,t͡s ɛ l o s v j ɛ t o v iː,EH L OH S V Y EH T OH V IH
celou,t͡s ɛ l o u̯,EH L OH W
celočíselný,t͡s ɛ l o t͡ʃ iː s ɛ l n iː,EH L OH CH IH S EH L N IH
celoživotní,t͡s ɛ l o ʒ ɪ v o t ɲ iː,EH L OH ZH IH V OH T IH
celá,t͡s ɛ l aː,EH L AE
celé,t͡s ɛ l ɛː,EH L EH
celého,t͡s ɛ l ɛː ɦ o,EH L EH OH
celém,t͡s ɛ l ɛː m,EH L EH M
celému,t͡s ɛ l ɛː m u,EH L EH M UW
celí,t͡s ɛ l iː,EH L IH
celých,t͡s ɛ l iː x,EH L IH
celým,t͡s ɛ l iː m,EH L IH M
celými,t͡s ɛ l iː m ɪ,EH L IH M IH
cembalista,t͡s ɛ m b a l ɪ s t a,EH M B AE L IH S T AE
cembalo,t͡s ɛ m b a l o,EH M B AE L OH
cement,t͡s ɛ m ɛ n t,EH M EH N T
cenit,t͡s ɛ ɲ ɪ t,EH IH T
cenný,t͡s ɛ n iː,EH N IH
cenový,t͡s ɛ n o v iː,EH N OH V IH
centigram,t͡s ɛ n t ɪ ɡ r a m,EH N T IH G R AE M
centilitr,t͡s ɛ n t ɪ l ɪ t r̩,EH N T IH L IH T R
centralismus,t͡s ɛ n t r a l ɪ z m u s,EH N T R AE L IH Z M UW S
centralistický,t͡s ɛ n t r a l ɪ s t ɪ t͡s k iː,EH N T R AE L IH S T IH K IH
centralizace,t͡s ɛ n t r a l ɪ z a t͡s ɛ,EH N T R AE L IH Z AE EH
centralizovat,t͡s ɛ n t r a l ɪ z o v a t,EH N T R AE L IH Z OH V AE T
centrifuga,t͡s ɛ n t r ɪ f u ɡ a,EH N T R IH F UW G AE
centromera,t͡s ɛ n t r o m ɛ r a,EH N T R OH M EH R AE
centrum,t͡s ɛ n t r u m,EH N T R UW M
centrála,t͡s ɛ n t r aː l a,EH N T R AE L AE
centrální,t͡s ɛ n t r aː l ɲ iː,EH N T R AE L IH
cenzura,t͡s ɛ n z u r a,EH N Z UW R AE
cenzurovat,t͡s ɛ n z u r o v a t,EH N Z UW R OH V AE T
ceník,t͡s ɛ ɲ iː k,EH IH K
cep,t͡s ɛ p,EH P
cepe,t͡s ɛ p ɛ,EH P EH
cepech,t͡s ɛ p ɛ x,EH P EH
cepín,t͡s ɛ p iː n,EH P IH N
cepům,t͡s ɛ p uː m,EH P UW M
ceres,t͡s ɛ r ɛ s,EH R EH S
cereřin,t͡s ɛ r ɛ r̝ ɪ n,EH R EH R IH N
certifikát,t͡s ɛ r t ɪ f ɪ k aː t,EH R T IH F IH K AE T
cese,t͡s ɛ s ɛ,EH S EH
cesmína,t͡s ɛ s m iː n a,EH S M IH N AE
cestami,t͡s ɛ s t a m ɪ,EH S T AE M IH
cestička,t͡s ɛ s c ɪ t͡ʃ k a,EH S IH CH K AE
cesto,t͡s ɛ s t o,EH S T OH
cestopis,t͡s ɛ s t o p ɪ s,EH S T OH P IH S
cestou,t͡s ɛ s t o u̯,EH S T OH W
cestovatel,t͡s ɛ s t o v a t ɛ l,EH S T OH V AE T EH L
cestovka,t͡s ɛ s t o f k a,EH S T OH F K AE
cestování,t͡s ɛ s t o v aː ɲ iː,EH S T OH V AE IH
cestu,t͡s ɛ s t u,EH S T UW
cestující,t͡s ɛ s t u j iː t͡s iː,EH S T UW Y IH IH
cesty,t͡s ɛ s t ɪ,EH S T IH
cestách,t͡s ɛ s t aː x,EH S T AE
cestám,t͡s ɛ s t aː m,EH S T AE M
cestář,t͡s ɛ s t aː r̝̊,EH S T AE R
cestě,t͡s ɛ s c ɛ,EH S EH
cetie,t͡s ɛ t ɪ j ɛ,EH T IH Y EH
cetka,t͡s ɛ t k a,EH T K AE
ch,x,
ch,x aː,AE
chaldejec,x a l d ɛ j ɛ t͡s,AE L D EH Y EH
chaloupka,x a l o u̯ p k a,AE L OH W P K AE
chalpa,x a l p a,AE L P AE
chalupa,x a l u p a,AE L UW P AE
chamtivost,x a m c ɪ v o s t,AE M IH V OH S T
chamtivý,x a m c ɪ v iː,AE M IH V IH
chaotický,x a o t ɪ t͡s k iː,AE OH T IH K IH
chapadlo,x a p a d l o,AE P AE D L OH
chapadlový,x a p a d l o v iː,AE P AE D L OH V IH
charakter,x a r a k t ɛ r,AE R AE K T EH R
charakteristický,x a r a k t ɛ r ɪ s t ɪ t͡s k iː,AE R AE K T EH R IH S T IH K IH
charakteristika,x a r a k t ɛ r ɪ s t ɪ k a,AE R AE K T EH R IH S T IH K AE
charakterizace,x a r a k t ɛ r ɪ z a t͡s ɛ,AE R AE K T EH R IH Z AE EH
charakterizovat,x a r a k t ɛ r ɪ z o v a t,AE R AE K T EH R IH Z OH V AE T
charita,x a r ɪ t a,AE R IH T AE
charitativní,x a r ɪ t a t ɪ v ɲ iː,AE R IH T AE T IH V IH
charkov,x a r k o f,AE R K OH F
charkovan,x a r k o v a n,AE R K OH V AE N
charon,x a r o n,AE R OH N
charta,x a r t a,AE R T AE
chartúm,x a r t uː m,AE R T UW M
charvát,x a r v aː t,AE R V AE T
charvátština,x a r v aː t ʃ c ɪ n a,AE R V AE T SH IH N AE
chasa,x a s a,AE S AE
chasidismus,x a s ɪ d ɪ z m u s,AE S IH D IH Z M UW S
chata,x a t a,AE T AE
chatička,x a c ɪ t͡ʃ k a,AE IH CH K AE
chatka,x a t k a,AE T K AE
chce,x t͡s ɛ,EH
chcete,x t͡s ɛ t ɛ,EH T EH
chceš,x t͡s ɛ ʃ,EH SH
chci,x t͡s ɪ,IH
chcánky,x t͡s aː ŋ k ɪ,AE NG K IH
chcát,x t͡s aː t,AE T
chcípnout,x t͡s iː p n o u̯ t,IH P N OH W T
cheban,x ɛ b a n,EH B AE N
chebsko,x ɛ p s k o,EH P S K OH
chechot,x ɛ x o t,EH OH T
chechtat,x ɛ x t a t,EH T AE T
chechtot,x ɛ x t o t,EH T OH T
chechtáky,x ɛ x t aː k ɪ,EH T AE K IH
chemický,x ɛ m ɪ t͡s k iː,EH M IH K IH
chemikář,x ɛ m ɪ k aː r̝̊,EH M IH K AE R
chemička,x ɛ m ɪ t͡ʃ k a,EH M IH CH K AE
chemoterapeutický,x ɛ m o t ɛ r a p ɛ u̯ t ɪ t͡s k iː,EH M OH T EH R AE P EH W T IH K IH
chemoterapeutikum,x ɛ m o t ɛ r a p ɛ u̯ t ɪ k u m,EH M OH T EH R AE P EH W T IH K UW M
chemoterapie,x ɛ m o t ɛ r a p ɪ j ɛ,EH M OH T EH R AE P IH Y EH
chetit,x ɛ t ɪ t,EH T IH T
chetitský,x ɛ t ɪ t s k iː,EH T IH T S K IH
chetitština,x ɛ t ɪ t ʃ c ɪ n a,EH T IH T SH IH N AE
chicago,t͡ʃ ɪ k aː ɡ o,CH IH K AE G OH
chicago,ʃ ɪ k aː ɡ o,SH IH K AE G OH
chilan,t͡ʃ ɪ l a n,CH IH L AE N
chilanka,t͡ʃ ɪ l a ŋ k a,CH IH L AE NG K AE
chile,t͡ʃ ɪ l ɛ,CH IH L EH
chimérický,x ɪ m ɛː r ɪ t͡s k iː,IH M EH R IH K IH
chiralita,x ɪ r a l ɪ t a,IH R AE L IH T AE
chirurg,x ɪ r u r k,IH R UW R K
chirurgický,x ɪ r u r ɡ ɪ t͡s k iː,IH R UW R G IH K IH
chirurgie,x ɪ r u r ɡ ɪ j ɛ,IH R UW R G IH Y EH
chirurgyně,x ɪ r u r ɡ ɪ ɲ ɛ,IH R UW R G IH EH
chiruržka,x ɪ r u r ʃ k a,IH R UW R SH K AE
chirální,x ɪ r aː l ɲ iː,IH R AE L IH
chladit,x l a ɟ ɪ t,L AE IH T
chladič,x l a ɟ ɪ t͡ʃ,L AE IH CH
chladnička,x l a d ɲ ɪ t͡ʃ k a,L AE D IH CH K AE
chladnokrevný,x l a d n o k r ɛ v n iː,L AE D N OH K R EH V N IH
chladný,x l a d n iː,L AE D N IH
chlapce,x l a p t͡s ɛ,L AE P EH
chlapcem,x l a p t͡s ɛ m,L AE P EH M
chlapci,x l a p t͡s ɪ,L AE P IH
chlapcích,x l a p t͡s iː x,L AE P IH
chlapců,x l a p t͡s uː,L AE P UW
chlapcům,x l a p t͡s uː m,L AE P UW M
chlapcův,x l a p t͡s uː f,L AE P UW F
chlapecký,x l a p ɛ t͡s k iː,L AE P EH K IH
chlapectví,x l a p ɛ t͡s t v iː,L AE P EH T V IH
chlapeček,x l a p ɛ t͡ʃ ɛ k,L AE P EH CH EH K
chlapík,x l a p iː k,L AE P IH K
chlapče,x l a p t͡ʃ ɛ,L AE P CH EH
chlast,x l a s t,L AE S T
chlastat,x l a s t a t,L AE S T AE T
chlastačka,x l a s t a t͡ʃ k a,L AE S T AE CH K AE
chlastáková,x l a s t aː k o v aː,L AE S T AE K OH V AE
chlazení,x l a z ɛ ɲ iː,L AE Z EH IH
chleba,x l ɛ b a,L EH B AE
chlebe,x l ɛ b ɛ,L EH B EH
chlebech,x l ɛ b ɛ x,L EH B EH
chlebem,x l ɛ b ɛ m,L EH B EH M
chlebu,x l ɛ b u,L EH B UW
chleby,x l ɛ b ɪ,L EH B IH
chlebě,x l ɛ b j ɛ,L EH B Y EH
chlebů,x l ɛ b uː,L EH B UW
chlebům,x l ɛ b uː m,L EH B UW M
chlopeň,x l o p ɛ ɲ,L OH P EH
chlor,x l oː r,L OH R
chlorečnan,x l o r ɛ t͡ʃ n a n,L OH R EH CH N AE N
chlorid,x l o r ɪ t,L OH R IH T
chloristan,x l o r ɪ s t a n,L OH R IH S T AE N
chlornan,x l o r n a n,L OH R N AE N
chlorovodík,x l o r o v o ɟ iː k,L OH R OH V OH IH K
chlorát,x l o r aː t,L OH R AE T
chlubit,x l u b ɪ t,L UW B IH T
chlum,x l u m,L UW M
chlup,x l u p,L UW P
chlupatý,x l u p a t iː,L UW P AE T IH
chládek,x l aː d ɛ k,L AE D EH K
chlámat,x l aː m a t,L AE M AE T
chlápek,x l aː p ɛ k,L AE P EH K
chlév,x l ɛː f,L EH F
chmel,x m ɛ l,M EH L
chmýří,x m iː r̝ iː,M IH R IH
chobot,x o b o t,OH B OH T
chobotnice,x o b o t ɲ ɪ t͡s ɛ,OH B OH T IH EH
chobotnička,x o b o t ɲ ɪ t͡ʃ k a,OH B OH T IH CH K AE
chochol,x o x o l,OH OH L
chocholouš,x o x o l o u̯ ʃ,OH OH L OH W SH
chodba,x o d b a,OH D B AE
chodbička,x o d b ɪ t͡ʃ k a,OH D B IH CH K AE
chodidlo,x o ɟ ɪ d l o,OH IH D L OH
chodkyně,x o t k ɪ ɲ ɛ,OH T K IH EH
chodívat,x o ɟ iː v a t,OH IH V AE T
chodě,x o ɟ ɛ,OH EH
cholera,x o l ɛ r a,OH L EH R AE
cholestáza,x o l ɛ s t aː z a,OH L EH S T AE Z AE
cholinergní,x o l ɪ n ɛ r ɡ ɲ iː,OH L IH N EH R G IH
chomout,x o m o u̯ t,OH M OH W T
chomoutov,x o m o u̯ t o f,OH M OH W T OH F
chomoutovský,x o m o u̯ t o f s k iː,OH M OH W T OH F S K IH
chomoutovští,x o m o u̯ t o f ʃ c iː,OH M OH W T OH F SH IH
chomutov,x o m u t o f,OH M UW T OH F
chomáč,x o m aː t͡ʃ,OH M AE CH
chondrosarkom,x o n d r o s a r k o m,OH N D R OH S AE R K OH M
choreograf,x o r ɛ o ɡ r a f,OH R EH OH G R AE F
choreografický,x o r ɛ o ɡ r a f ɪ t͡s k iː,OH R EH OH G R AE F IH K IH
choreografie,x o r ɛ o ɡ r a f ɪ j ɛ,OH R EH OH G R AE F IH Y EH
choreografka,x o r ɛ o ɡ r a f k a,OH R EH OH G R AE F K AE
chorob,x o r o p,OH R OH P
chorobný,x o r o b n iː,OH R OH B N IH
choroboplodný,x o r o b o p l o d n iː,OH R OH B OH P L OH D N IH
chorobou,x o r o b o u̯,OH R OH B OH W
chorobu,x o r o b u,OH R OH B UW
chorobě,x o r o b j ɛ,OH R OH B Y EH
choromyslný,x o r o m ɪ s l̩ n iː,OH R OH M IH S EL N IH
choronymum,x o r o n ɪ m u m,OH R OH N IH M UW M
choroš,x o r o ʃ,OH R OH SH
chorvat,x o r v a t,OH R V AE T
chorvatka,x o r v a t k a,OH R V AE T K AE
chorvatsko,x o r v a t s k o,OH R V AE T S K OH
chorvatský,x o r v a t s k iː,OH R V AE T S K IH
chorvatština,x o r v a t ʃ c ɪ n a,OH R V AE T SH IH N AE
chorál,x o r aː l,OH R AE L
chorý,x o r iː,OH R IH
chotěbuz,x o c ɛ b u s,OH EH B UW S
choulostivý,x o u̯ l o s c ɪ v iː,OH W L OH S IH V IH
choutka,x o u̯ t k a,OH W T K AE
choutky,x o u̯ t k ɪ,OH W T K IH
chov,x o f,OH F
choval,x o v a l,OH V AE L
chovan,x o v a n,OH V AE N
chovanec,x o v a n ɛ t͡s,OH V AE N EH
chovatel,x o v a t ɛ l,OH V AE T EH L
chovej,x o v ɛ j,OH V EH Y
chová,x o v aː,OH V AE
chovám,x o v aː m,OH V AE M
chován,x o v aː n,OH V AE N
chování,x o v aː ɲ iː,OH V AE IH
chováš,x o v aː ʃ,OH V AE SH
chozen,x o z ɛ n,OH Z EH N
chození,x o z ɛ ɲ iː,OH Z EH IH
choď,x o c,OH
choť,x o c,OH
chrabrost,x r a b r o s t,R AE B R OH S T
chrabrý,x r a b r iː,R AE B R IH
chrapot,x r a p o t,R AE P OH T
chraptivý,x r a p c ɪ v iː,R AE P IH V IH
chraptět,x r a p c ɛ t,R AE P EH T
chrastavec,x r a s t a v ɛ t͡s,R AE S T AE V EH
chrchel,x r̩ x ɛ l,R EH L
chrlič,x r̩ l ɪ t͡ʃ,R L IH CH
chrnět,x r̩ ɲ ɛ t,R EH T
chro,x r o,R OH
chrobák,x r o b aː k,R OH B AE K
chrochtat,x r o x t a t,R OH T AE T
chrom,x r o m,R OH M
chromatický,x r o m a c ɪ t͡s k iː,R OH M AE IH K IH
chromý,x r o m iː,R OH M IH
chronický,x r o n ɪ t͡s k iː,R OH N IH K IH
chronolog,x r o n o l o k,R OH N OH L OH K
chronologický,x r o n o l o ɡ ɪ t͡s k iː,R OH N OH L OH G IH K IH
chronologie,x r o n o l o ɡ ɪ j ɛ,R OH N OH L OH G IH Y EH
chroptíc,x r o p c iː t͡s,R OH P IH
chroptíce,x r o p c iː t͡s ɛ,R OH P IH EH
chroptě,x r o p c ɛ,R OH P EH
chroptět,x r o p c ɛ t,R OH P EH T
chroustat,x r o u̯ s t a t,R OH W S T AE T
chrousti,x r o u̯ s c ɪ,R OH W S IH
chroustí,x r o u̯ s c iː,R OH W S IH
chrp,x r̩ p,R P
chrstnout,x r̩ s t n o u̯ t,R S T N OH W T
chrt,x r̩ t,R T
chrtice,x r̩ c ɪ t͡s ɛ,R IH EH
chrudim,x r u ɟ ɪ m,R UW IH M
chrupavka,x r u p a f k a,R UW P AE F K AE
chrupavčitý,x r u p a f t͡ʃ ɪ t iː,R UW P AE F CH IH T IH
chryzantéma,x r ɪ z a n t ɛː m a,R IH Z AE N T EH M AE
chrám,x r aː m,R AE M
chránit,x r aː ɲ ɪ t,R AE IH T
chráněn,x r aː ɲ ɛ n,R AE EH N
chráněna,x r aː ɲ ɛ n a,R AE EH N AE
chráněnec,x r aː ɲ ɛ n ɛ t͡s,R AE EH N EH
chráněnkyně,x r aː ɲ ɛ ŋ k ɪ ɲ ɛ,R AE EH NG K IH EH
chráněný,x r aː ɲ ɛ n iː,R AE EH N IH
chrápat,x r aː p a t,R AE P AE T
chrápot,x r aː p o t,R AE P OH T
chrápání,x r aː p aː ɲ iː,R AE P AE IH
chrást,x r aː s t,R AE S T
chróm,x r oː m,R OH M
chtivý,x c ɪ v iː,IH V IH
chtít,x c iː t,IH T
chtíč,x c iː t͡ʃ,IH CH
chtě,x c ɛ,EH
chtěl,x c ɛ l,EH L
chuchvalec,x u x v a l ɛ t͡s,UW V AE L EH
chucpe,x u t͡s p ɛ,UW P EH
chudina,x u ɟ ɪ n a,UW IH N AE
chudinký,x u ɟ ɪ ŋ k iː,UW IH NG K IH
chudinský,x u ɟ ɪ n s k iː,UW IH N S K IH
chudnout,x u d n o u̯ t,UW D N OH W T
chudobka,x u d o p k a,UW D OH P K AE
chudokrevnost,x u d o k r ɛ v n o s t,UW D OH K R EH V N OH S T
chudokrevný,x u d o k r ɛ v n iː,UW D OH K R EH V N IH
chudák,x u d aː k,UW D AE K
chudí,x u ɟ iː,UW IH
chudý,x u d iː,UW D IH
chudší,x u t ʃ iː,UW T SH IH
chuj,x u j,UW Y
chuligán,x u l ɪ ɡ aː n,UW L IH G AE N
chumel,x u m ɛ l,UW M EH L
chumelenice,x u m ɛ l ɛ ɲ ɪ t͡s ɛ,UW M EH L EH IH EH
chumelit,x u m ɛ l ɪ t,UW M EH L IH T
churavý,x u r a v iː,UW R AE V IH
churavět,x u r a v j ɛ t,UW R AE V Y EH T
chuti,x u c ɪ,UW IH
chutný,x u t n iː,UW T N IH
chutí,x u c iː,UW IH
chutě,x u c ɛ,UW EH
chuďas,x u ɟ a s,UW AE S
chuť,x u c,UW
chuťovka,x u c o f k a,UW OH F K AE
chvalitebný,x v a l ɪ t ɛ b n iː,V AE L IH T EH B N IH
chvalozpěv,x v a l o s p j ɛ f,V AE L OH S P Y EH F
chvalořečení,x v a l o r̝ ɛ t͡ʃ ɛ ɲ iː,V AE L OH R EH CH EH IH
chvastoun,x v a s t o u̯ n,V AE S T OH W N
chvat,x v a t,V AE T
chvilinka,x v ɪ l ɪ ŋ k a,V IH L IH NG K AE
chvilička,x v ɪ l ɪ t͡ʃ k a,V IH L IH CH K AE
chvilka,x v ɪ l k a,V IH L K AE
chvilkový,x v ɪ l k o v iː,V IH L K OH V IH
chvost,x v o s t,V OH S T
chvála,x v aː l a,V AE L AE
chválit,x v aː l ɪ t,V AE L IH T
chvályhodný,x v aː l ɪ ɦ o d n iː,V AE L IH OH D N IH
chvástat,x v aː s t a t,V AE S T AE T
chvástavý,x v aː s t a v iː,V AE S T AE V IH
chvástání,x v aː s t aː ɲ iː,V AE S T AE IH
chvátal,x v aː t a l,V AE T AE L
chvátat,x v aː t a t,V AE T AE T
chvíle,x v iː l ɛ,V IH L EH
chvíli,x v iː l ɪ,V IH L IH
chvět,x v j ɛ t,V Y EH T
chybička,x ɪ b ɪ t͡ʃ k a,IH B IH CH K AE
chybka,x ɪ p k a,IH P K AE
chybný,x ɪ b n iː,IH B N IH
chybně,x ɪ b ɲ ɛ,IH B EH
chybovat,x ɪ b o v a t,IH B OH V AE T
chybovost,x ɪ b o v o s t,IH B OH V OH S T
chybový,x ɪ b o v iː,IH B OH V IH
chystat,x ɪ s t a t,IH S T AE T
chytat,x ɪ t a t,IH T AE T
chytit,x ɪ c ɪ t,IH IH T
chytlavý,x ɪ t l a v iː,IH T L AE V IH
chytnout,x ɪ t n o u̯ t,IH T N OH W T
