word,ipa,ARPAbet
coordinatrice,k ɔ ɔ ʁ d i n a t ʁ i s,K AO AO D IH N AE T IH S
coordinatrices,k ɔ ɔ ʁ d i n a t ʁ i s,K AO AO D IH N AE T IH S
coordonnatrice,k ɔ ɔ ʁ d ɔ n a t ʁ i s,K AO AO D AO N AE T IH S
coordonné,k ɔ ɔ ʁ d ɔ n e,K AO AO D AO N EH
cop,k ɔ p,K AO P
copain,k ɔ p ɛ̃,K AO P EH
copal,k ɔ p a l,K AO P AE L
copeau,k ɔ p o,K AO P OH
copenhague,k ɔ p n a ɡ,K AO P N AE G
copenhague,k ɔ p ɛ n a ɡ,K AO P EH N AE G
copias,k ɔ p j ɑ,K AO P Y AA
copie,k ɔ p i,K AO P IH
copier,k ɔ p j e,K AO P Y EH
copieuse,k ɔ p j ø z,K AO P Y Z
copieusement,k ɔ p j ø z m ɑ̃,K AO P Y Z M AA
copieuses,k ɔ p j ø z,K AO P Y Z
copieux,k ɔ p j ø,K AO P Y
copinage,k ɔ p i n a ʒ,K AO P IH N AE ZH
copine,k ɔ p i n,K AO P IH N
copines,k ɔ p i n,K AO P IH N
coppa,k ɔ p a,K AO P AE
coprocesseur,k ɔ p ʁ ɔ s ɛ s œ ʁ,K AO P AO S EH S AE
coprophage,k ɔ p ʁ ɔ f a ʒ,K AO P AO F AE ZH
coprophagie,k ɔ p ʁ ɔ f a ʒ i,K AO P AO F AE ZH IH
copte,k ɔ p t,K AO P T
copula,k ɔ p y l a,K AO P L AE
copulai,k ɔ p y l e,K AO P L EH
copulaient,k ɔ p y l ɛ,K AO P L EH
copulais,k ɔ p y l ɛ,K AO P L EH
copulait,k ɔ p y l ɛ,K AO P L EH
copulant,k ɔ p y l ɑ̃,K AO P L AA
copulas,k ɔ p y l ɑ,K AO P L AA
copulasse,k ɔ p y l a s,K AO P L AE S
copulassent,k ɔ p y l a s,K AO P L AE S
copulasses,k ɔ p y l a s,K AO P L AE S
copulassiez,k ɔ p y l a s j e,K AO P L AE S Y EH
copulassions,k ɔ p y l a s j ɔ̃,K AO P L AE S Y AO
copule,k ɔ p y l,K AO P L
copulent,k ɔ p y l,K AO P L
copuler,k ɔ p y l e,K AO P L EH
copulera,k ɔ p y l ʁ a,K AO P L AE
copulerai,k ɔ p y l ʁ e,K AO P L EH
copuleraient,k ɔ p y l ʁ ɛ,K AO P L EH
copulerais,k ɔ p y l ʁ ɛ,K AO P L EH
copulerait,k ɔ p y l ʁ ɛ,K AO P L EH
copuleras,k ɔ p y l ʁ ɑ,K AO P L AA
copulerez,k ɔ p y l ʁ e,K AO P L EH
copuleriez,k ɔ p y l ə ʁ j e,K AO P L AX Y EH
copulerions,k ɔ p y l ə ʁ j ɔ̃,K AO P L AX Y AO
copulerons,k ɔ p y l ʁ ɔ̃,K AO P L AO
copuleront,k ɔ p y l ʁ ɔ̃,K AO P L AO
copulez,k ɔ p y l e,K AO P L EH
copuliez,k ɔ p y l j e,K AO P L Y EH
copulions,k ɔ p y l j ɔ̃,K AO P L Y AO
copulons,k ɔ p y l ɔ̃,K AO P L AO
copulâmes,k ɔ p y l ɑ m,K AO P L AA M
copulât,k ɔ p y l ɑ,K AO P L AA
copulâtes,k ɔ p y l ɑ t,K AO P L AA T
copulèrent,k ɔ p y l ɛ ʁ,K AO P L EH
copulé,k ɔ p y l e,K AO P L EH
copyright,k ɔ p i ʁ a j t,K AO P IH AE Y T
coq,k ɔ k,K AO K
coquard,k ɔ k a ʁ,K AO K AE
coque,k ɔ k,K AO K
coquecigrue,k ɔ k s i ɡ ʁ y,K AO K S IH G
coquelicot,k ɔ k l i k o,K AO K L IH K OH
coqueluche,k ɔ k l y ʃ,K AO K L SH
coquemar,k ɔ k m a ʁ,K AO K M AE
coquet,k ɔ k ɛ,K AO K EH
coquetier,k ɔ k t j e,K AO K T Y EH
coquetisme,k ɔ k t i s m,K AO K T IH S M
coquette,k ɔ k ɛ t,K AO K EH T
coquetterie,k ɔ k ɛ t ʁ i,K AO K EH T IH
coquillage,k ɔ k i j a ʒ,K AO K IH Y AE ZH
coquillages,k ɔ k i j a ʒ,K AO K IH Y AE ZH
coquille,k ɔ k i j,K AO K IH Y
coquillier,k ɔ k i j e,K AO K IH Y EH
coquin,k ɔ k ɛ̃,K AO K EH
coquinerie,k ɔ k i n ʁ i,K AO K IH N IH
cor,k ɔ ʁ,K AO
corail,k ɔ ʁ a j,K AO AE Y
coralie,k ɔ ʁ a l i,K AO AE L IH
coran,k ɔ ʁ ɑ̃,K AO AA
coranique,k ɔ ʁ a n i k,K AO AE N IH K
coraniques,k ɔ ʁ a n i k,K AO AE N IH K
coraniser,k ɔ ʁ a n i z e,K AO AE N IH Z EH
coraux,k ɔ ʁ o,K AO OH
corbeau,k ɔ ʁ b o,K AO B OH
corbeaux,k ɔ ʁ b o,K AO B OH
corbeille,k ɔ ʁ b ɛ j,K AO B EH Y
corbillard,k ɔ ʁ b i j a ʁ,K AO B IH Y AE
corbillat,k ɔ ʁ b i j a,K AO B IH Y AE
corbleu,k ɔ ʁ b l ø,K AO B L
corda,k ɔ ʁ d a,K AO D AE
cordai,k ɔ ʁ d e,K AO D EH
cordaient,k ɔ ʁ d ɛ,K AO D EH
cordais,k ɔ ʁ d ɛ,K AO D EH
cordait,k ɔ ʁ d ɛ,K AO D EH
cordant,k ɔ ʁ d ɑ̃,K AO D AA
cordas,k ɔ ʁ d ɑ,K AO D AA
cordasse,k ɔ ʁ d a s,K AO D AE S
cordassent,k ɔ ʁ d a s,K AO D AE S
cordasses,k ɔ ʁ d a s,K AO D AE S
cordassiez,k ɔ ʁ d a s j e,K AO D AE S Y EH
cordassions,k ɔ ʁ d a s j ɔ̃,K AO D AE S Y AO
corde,k ɔ ʁ d,K AO D
cordeau,k ɔ ʁ d o,K AO D OH
cordelière,k ɔ ʁ d ə l j ɛ ʁ,K AO D AX L Y EH
cordelle,k ɔ ʁ d ɛ l,K AO D EH L
cordent,k ɔ ʁ d,K AO D
corder,k ɔ ʁ d e,K AO D EH
cordera,k ɔ ʁ d ə ʁ a,K AO D AX AE
corderai,k ɔ ʁ d ə ʁ e,K AO D AX EH
corderaient,k ɔ ʁ d ə ʁ ɛ,K AO D AX EH
corderais,k ɔ ʁ d ə ʁ ɛ,K AO D AX EH
corderait,k ɔ ʁ d ə ʁ ɛ,K AO D AX EH
corderas,k ɔ ʁ d ə ʁ ɑ,K AO D AX AA
corderez,k ɔ ʁ d ə ʁ e,K AO D AX EH
corderie,k ɔ ʁ d ə ʁ i,K AO D AX IH
corderiez,k ɔ ʁ d ə ʁ j e,K AO D AX Y EH
corderions,k ɔ ʁ d ə ʁ j ɔ̃,K AO D AX Y AO
corderons,k ɔ ʁ d ə ʁ ɔ̃,K AO D AX AO
corderont,k ɔ ʁ d ə ʁ ɔ̃,K AO D AX AO
cordez,k ɔ ʁ d e,K AO D EH
cordial,k ɔ ʁ d j a l,K AO D Y AE L
cordialement,k ɔ ʁ d j a l m ɑ̃,K AO D Y AE L M AA
cordier,k ɔ ʁ d j e,K AO D Y EH
cordiez,k ɔ ʁ d j e,K AO D Y EH
cordiforme,k ɔ ʁ d i f ɔ ʁ m,K AO D IH F AO M
cordions,k ɔ ʁ d j ɔ̃,K AO D Y AO
cordon,k ɔ ʁ d ɔ̃,K AO D AO
cordonnier,k ɔ ʁ d ɔ n j e,K AO D AO N Y EH
cordoue,k ɔ ʁ d u,K AO D UW
cordâmes,k ɔ ʁ d ɑ m,K AO D AA M
cordât,k ɔ ʁ d ɑ,K AO D AA
cordâtes,k ɔ ʁ d ɑ t,K AO D AA T
cordèrent,k ɔ ʁ d ɛ ʁ,K AO D EH
cordé,k ɔ ʁ d e,K AO D EH
cordée,k ɔ ʁ d e,K AO D EH
corfou,k ɔ ʁ f u,K AO F UW
corgi,k ɔ ʁ ɡ i,K AO G IH
coriace,k ɔ ʁ j a s,K AO Y AE S
coriandre,k ɔ ʁ j ɑ̃ d ʁ,K AO Y AA D
corinne,k ɔ ʁ i n,K AO IH N
corinthien,k ɔ ʁ ɛ̃ t j ɛ̃,K AO EH T Y EH
corlieu,k ɔ ʁ l j ø,K AO L Y
cormier,k ɔ ʁ m j e,K AO M Y EH
cormoran,k ɔ ʁ m ɔ ʁ ɑ̃,K AO M AO AA
cornac,k ɔ ʁ n a k,K AO N AE K
cornaline,k ɔ ʁ n a l i n,K AO N AE L IH N
cornard,k ɔ ʁ n a ʁ,K AO N AE
corne,k ɔ ʁ n,K AO N
cornecul,k ɔ ʁ n ə k y l,K AO N AX K L
corneille,k ɔ ʁ n ɛ j,K AO N EH Y
cornemuse,k ɔ ʁ n ə m y z,K AO N AX M Z
cornemuser,k ɔ ʁ n ə m y z e,K AO N AX M Z EH
cornemuseur,k ɔ ʁ n ə m y z œ ʁ,K AO N AX M Z AE
cornemuseuse,k ɔ ʁ n ə m y z ø z,K AO N AX M Z Z
cornemuseux,k ɔ ʁ n ə m y z ø,K AO N AX M Z
corner,k ɔ ʁ n e,K AO N EH
corner,k ɔ ʁ n œ ʁ,K AO N AE
cornet,k ɔ ʁ n ɛ,K AO N EH
corneter,k ɔ ʁ n ə t e,K AO N AX T EH
cornette,k ɔ ʁ n ɛ t,K AO N EH T
cornettiste,k ɔ ʁ n ɛ t i s t,K AO N EH T IH S T
corniche,k ɔ ʁ n i ʃ,K AO N IH SH
cornichon,k ɔ ʁ n i ʃ ɔ̃,K AO N IH SH AO
cornier,k ɔ ʁ n j e,K AO N Y EH
cornille,k ɔ ʁ n i j,K AO N IH Y
cornillon,k ɔ ʁ n i j ɔ̃,K AO N IH Y AO
cornique,k ɔ ʁ n i k,K AO N IH K
cornouaille,k ɔ ʁ n w a j,K AO N W AE Y
cornouailles,k ɔ ʁ n w a j,K AO N W AE Y
cornouille,k ɔ ʁ n u j,K AO N UW Y
cornouiller,k ɔ ʁ n u j e,K AO N UW Y EH
cornu,k ɔ ʁ n y,K AO N
corné,k ɔ ʁ n e,K AO N EH
cornée,k ɔ ʁ n e,K AO N EH
cornériser,k ɔ ʁ n e ʁ i z e,K AO N EH IH Z EH
corolaire,k ɔ ʁ ɔ l ɛ ʁ,K AO AO L EH
corole,k ɔ ʁ ɔ l,K AO AO L
corollairement,k ɔ ʁ ɔ l ɛ ʁ m ɑ̃,K AO AO L EH M AA
corolle,k ɔ ʁ ɔ l,K AO AO L
corona,k ɔ ʁ ɔ n a,K AO AO N AE
coronaire,k ɔ ʁ ɔ n ɛ ʁ,K AO AO N EH
coronal,k ɔ ʁ ɔ n a l,K AO AO N AE L
coronapiste,k ɔ ʁ ɔ n a p i s t,K AO AO N AE P IH S T
coronarienne,k ɔ ʁ ɔ n a ʁ j ɛ n,K AO AO N AE Y EH N
coronarographie,k ɔ ʁ ɔ n a ʁ ɔ ɡ ʁ a f i,K AO AO N AE AO G AE F IH
coronavirus,k ɔ ʁ ɔ n a v i ʁ y s,K AO AO N AE V IH S
coronille,k ɔ ʁ ɔ n i j,K AO AO N IH Y
coronoïde,k ɔ ʁ ɔ n ɔ i d,K AO AO N AO IH D
coronoïdien,k ɔ ʁ ɔ n ɔ i d j ɛ̃,K AO AO N AO IH D Y EH
coronoïdienne,k ɔ ʁ ɔ n ɔ i d j ɛ n,K AO AO N AO IH D Y EH N
corp,k ɔ ʁ p,K AO P
corporativement,k ɔ ʁ p ɔ ʁ a t i v m ɑ̃,K AO P AO AE T IH V M AA
corporée,k ɔ ʁ p ɔ ʁ e,K AO P AO EH
corps,k ɔ ʁ,K AO
corpulent,k ɔ ʁ p y l ɑ̃,K AO P L AA
corpus,k ɔ ʁ p y s,K AO P S
correct,k ɔ ʁ ɛ k,K AO EH K
correct,k ɔ ʁ ɛ k t,K AO EH K T
correcte,k ɔ ʁ ɛ k t,K AO EH K T
correctement,k ɔ ʁ ɛ k t ə m ɑ̃,K AO EH K T AX M AA
correction,k ɔ ʁ ɛ k s j ɔ̃,K AO EH K S Y AO
corrections,k ɔ ʁ ɛ k s j ɔ̃,K AO EH K S Y AO
correspondance,k ɔ ʁ ɛ s p ɔ̃ d ɑ̃ s,K AO EH S P AO D AA S
correspondant,k ɔ ʁ ɛ s p ɔ̃ d ɑ̃,K AO EH S P AO D AA
correspondent,k ɔ ʁ ɛ s p ɔ̃ d,K AO EH S P AO D
correspondre,k ɔ ʁ ɛ s p ɔ̃ d ʁ,K AO EH S P AO D
corrida,k ɔ ʁ i d a,K AO IH D AE
corridor,k ɔ ʁ i d ɔ ʁ,K AO IH D AO
corriger,k ɔ ʁ i ʒ e,K AO IH ZH EH
corroder,k ɔ ʁ ɔ d e,K AO AO D EH
corrompre,k ɔ ʁ ɔ̃ p ʁ,K AO AO P
corrompu,k ɔ ʁ ɔ̃ p y,K AO AO P
corrosion,k ɔ ʁ ɔ z j ɔ̃,K AO AO Z Y AO
corrosive,k ɔ ʁ o z i v,K AO OH Z IH V
corruptible,k ɔ ʁ y p t i b l,K AO P T IH B L
corruption,k ɔ ʁ y p s j ɔ̃,K AO P S Y AO
corruptrice,k ɔ ʁ y p t ʁ i s,K AO P T IH S
corrèze,k ɔ ʁ ɛ z,K AO EH Z
corrélation,k ɔ ʁ e l a s j ɔ̃,K AO EH L AE S Y AO
corrélations,k ɔ ʁ e l a s j ɔ̃,K AO EH L AE S Y AO
corréler,k ɔ ʁ e l e,K AO EH L EH
corsage,k ɔ ʁ s a ʒ,K AO S AE ZH
corsaire,k ɔ ʁ s ɛ ʁ,K AO S EH
corse,k ɔ ʁ s,K AO S
corselet,k ɔ ʁ s ə l ɛ,K AO S AX L EH
corser,k ɔ ʁ s e,K AO S EH
corset,k ɔ ʁ s ɛ,K AO S EH
corticotrophine,k ɔ ʁ t i k ɔ t ʁ ɔ f i n,K AO T IH K AO T AO F IH N
cortiquée,k ɔ ʁ t i k e,K AO T IH K EH
cortège,k ɔ ʁ t ɛ ʒ,K AO T EH ZH
coruscant,k ɔ ʁ y s k ɑ̃,K AO S K AA
coruscante,k ɔ ʁ y s k ɑ̃ t,K AO S K AA T
corvette,k ɔ ʁ v ɛ t,K AO V EH T
corvée,k ɔ ʁ v e,K AO V EH
coryphée,k ɔ ʁ i f e,K AO IH F EH
corée,k ɔ ʁ e,K AO EH
coréen,k ɔ ʁ e ɛ̃,K AO EH EH
coréenne,k ɔ ʁ e ɛ n,K AO EH EH N
coseigneuriale,k ɔ s ɛ ɲ œ ʁ j a l,K AO S EH AE Y AE L
cosinus,k o s i n y s,K OH S IH N S
cosinusoïdal,k o s i n y z ɔ i d a l,K OH S IH N Z AO IH D AE L
cosinusoïdale,k o s i n y z ɔ i d a l,K OH S IH N Z AO IH D AE L
cosinusoïdales,k o s i n y z ɔ i d a l,K OH S IH N Z AO IH D AE L
cosmonaute,k ɔ s m ɔ n o t,K AO S M AO N OH T
cosmonautes,k ɔ s m ɔ n o t,K AO S M AO N OH T
cosmopolitisme,k ɔ s m ɔ p ɔ l i t i s m,K AO S M AO P AO L IH T IH S M
cosmos,k ɔ s m o s,K AO S M OH S
cosmétique,k ɔ s m e t i k,K AO S M EH T IH K
cosse,k ɔ s,K AO S
cosser,k ɔ s e,K AO S EH
cossin,k ɔ s ɛ̃,K AO S EH
costard,k ɔ s t a ʁ,K AO S T AE
costaud,k ɔ s t o,K AO S T OH
costume,k ɔ s t y m,K AO S T M
costumer,k ɔ s t y m e,K AO S T M EH
cosécante,k o s e k ɑ̃ t,K OH S EH K AA T
cotangente,k ɔ t ɑ̃ ʒ ɑ̃ t,K AO T AA ZH AA T
cotation,k ɔ t a s j ɔ̃,K AO T AE S Y AO
cotations,k ɔ t a s j ɔ̃,K AO T AE S Y AO
cote,k ɔ t,K AO T
coteau,k ɔ t o,K AO T OH
coter,k ɔ t e,K AO T EH
coterie,k ɔ t ʁ i,K AO T IH
cotice,k ɔ t i s,K AO T IH S
cotidal,k ɔ t i d a l,K AO T IH D AE L
cotillon,k ɔ t i j ɔ̃,K AO T IH Y AO
cotisation,k ɔ t i z a s j ɔ̃,K AO T IH Z AE S Y AO
cotiser,k ɔ t i z e,K AO T IH Z EH
coton,k ɔ t ɔ̃,K AO T AO
cotonneusement,k ɔ t ɔ n ø z m ɑ̃,K AO T AO N Z M AA
cotonneux,k ɔ t ɔ n ø,K AO T AO N
cotonnier,k ɔ t ɔ n j e,K AO T AO N Y EH
cotret,k ɔ t ʁ ɛ,K AO T EH
cottage,k ɔ t a ʒ,K AO T AE ZH
cotte,k ɔ t,K AO T
cotyloïdienne,k ɔ t i l ɔ i d j ɛ n,K AO T IH L AO IH D Y EH N
coté,k ɔ t e,K AO T EH
cou,k u,K UW
couac,k w a k,K W AE K
couard,k w a ʁ,K W AE
couardise,k w a ʁ d i z,K W AE D IH Z
couchant,k u ʃ ɑ̃,K UW SH AA
couche,k u ʃ,K UW SH
coucher,k u ʃ e,K UW SH EH
coucheur,k u ʃ œ ʁ,K UW SH AE
coucou,k u k u,K UW K UW
coucoune,k u k u n,K UW K UW N
coud,k u,K UW
coude,k u d,K UW D
coudoiement,k u d w a m ɑ̃,K UW D W AE M AA
coudonc,k u d ɔ̃,K UW D AO
coudoyer,k u d w a j e,K UW D W AE Y EH
coudra,k u d ʁ a,K UW D AE
coudrai,k u d ʁ e,K UW D EH
coudraient,k u d ʁ ɛ,K UW D EH
coudrais,k u d ʁ ɛ,K UW D EH
coudrait,k u d ʁ ɛ,K UW D EH
coudras,k u d ʁ ɑ,K UW D AA
coudre,k u d ʁ,K UW D
coudrez,k u d ʁ e,K UW D EH
coudrier,k u d ʁ i j e,K UW D IH Y EH
coudriers,k u d ʁ i j e,K UW D IH Y EH
coudriez,k u d ʁ i j e,K UW D IH Y EH
coudrions,k u d ʁ i j ɔ̃,K UW D IH Y AO
coudrons,k u d ʁ ɔ̃,K UW D AO
coudront,k u d ʁ ɔ̃,K UW D AO
couds,k u,K UW
coudée,k u d e,K UW D EH
couenne,k w a n,K W AE N
couenne,k w ɛ n,K W EH N
couette,k w ɛ t,K W EH T
couffin,k u f ɛ̃,K UW F EH
cougar,k u ɡ a ʁ,K UW G AE
couille,k u j,K UW Y
couilles,k u j,K UW Y
couillette,k u j ɛ t,K UW Y EH T
couillon,k u j ɔ̃,K UW Y AO
couillonne,k u j ɔ n,K UW Y AO N
couillonnes,k u j ɔ n,K UW Y AO N
couillons,k u j ɔ̃,K UW Y AO
couillu,k u j y,K UW Y
couiner,k w i n e,K W IH N EH
coulamment,k u l a m ɑ̃,K UW L AE M AA
coulant,k u l ɑ̃,K UW L AA
couler,k u l e,K UW L EH
couleur,k u l œ ʁ,K UW L AE
couleuvre,k u l œ v ʁ,K UW L AE V
couleuvres,k u l œ v ʁ,K UW L AE V
couleuvrine,k u l œ v ʁ i n,K UW L AE V IH N
coulevrine,k u l ə v ʁ i n,K UW L AX V IH N
coulis,k u l i,K UW L IH
coulisse,k u l i s,K UW L IH S
coulisser,k u l i s e,K UW L IH S EH
couloir,k u l w a ʁ,K UW L W AE
coulomb,k u l ɔ̃,K UW L AO
coulpe,k u l p,K UW L P
coulée,k u l e,K UW L EH
counoise,k u n w a z,K UW N W AE Z
country,k œ̃ t ʁ i,K AE T IH
coup,k u,K UW
coupable,k u p a b l,K UW P AE B L
coupables,k u p a b l,K UW P AE B L
coupage,k u p a ʒ,K UW P AE ZH
coupant,k u p ɑ̃,K UW P AA
coupante,k u p ɑ̃ t,K UW P AA T
coupe,k u p,K UW P
coupelle,k u p ɛ l,K UW P EH L
coupelles,k u p ɛ l,K UW P EH L
couper,k u p e,K UW P EH
couperet,k u p ʁ ɛ,K UW P EH
coupette,k u p ɛ t,K UW P EH T
coupettes,k u p ɛ t,K UW P EH T
couple,k u p l,K UW P L
coupler,k u p l e,K UW P L EH
couplet,k u p l ɛ,K UW P L EH
coupole,k u p ɔ l,K UW P AO L
coupon,k u p ɔ̃,K UW P AO
coupé,k u p e,K UW P EH
cour,k u ʁ,K UW
courage,k u ʁ a ʒ,K UW AE ZH
courageusement,k u ʁ a ʒ ø z m ɑ̃,K UW AE ZH Z M AA
courageux,k u ʁ a ʒ ø,K UW AE ZH
couramment,k u ʁ a m ɑ̃,K UW AE M AA
courant,k u ʁ ɑ̃,K UW AA
courante,k u ʁ ɑ̃ t,K UW AA T
courbature,k u ʁ b a t y ʁ,K UW B AE T
courbe,k u ʁ b,K UW B
courber,k u ʁ b e,K UW B EH
courbette,k u ʁ b ɛ t,K UW B EH T
courbevoie,k u ʁ b ə v w a,K UW B AX V W AE
courbure,k u ʁ b y ʁ,K UW B
coure,k u ʁ,K UW
courent,k u ʁ,K UW
coures,k u ʁ,K UW
courette,k u ʁ ɛ t,K UW EH T
coureur,k u ʁ œ ʁ,K UW AE
courge,k u ʁ ʒ,K UW ZH
courgelier,k u ʁ ʒ ə l j e,K UW ZH AX L Y EH
courgette,k u ʁ ʒ ɛ t,K UW ZH EH T
courir,k u ʁ i ʁ,K UW IH
courlis,k u ʁ l i,K UW L IH
couronne,k u ʁ ɔ n,K UW AO N
couronnement,k u ʁ ɔ n m ɑ̃,K UW AO N M AA
couronner,k u ʁ ɔ n e,K UW AO N EH
courre,k u ʁ,K UW
courriel,k u ʁ j ɛ l,K UW Y EH L
courrieller,k u ʁ j ɛ l e,K UW Y EH L EH
courrier,k u ʁ j e,K UW Y EH
courroie,k u ʁ w a,K UW W AE
courroux,k u ʁ u,K UW UW
cours,k u ʁ,K UW
course,k u ʁ s,K UW S
coursier,k u ʁ s j e,K UW S Y EH
coursiers,k u ʁ s j e,K UW S Y EH
coursive,k u ʁ s i v,K UW S IH V
coursière,k u ʁ s j ɛ ʁ,K UW S Y EH
coursières,k u ʁ s j ɛ ʁ,K UW S Y EH
court,k u ʁ,K UW
courtauder,k u ʁ t o d e,K UW T OH D EH
courtier,k u ʁ t j e,K UW T Y EH
courtil,k u ʁ t i,K UW T IH
courtine,k u ʁ t i n,K UW T IH N
courtisan,k u ʁ t i z ɑ̃,K UW T IH Z AA
courtisane,k u ʁ t i z a n,K UW T IH Z AE N
courtisanerie,k u ʁ t i z a n ʁ i,K UW T IH Z AE N IH
courtiser,k u ʁ t i z e,K UW T IH Z EH
courtois,k u ʁ t w a,K UW T W AE
courts,k u ʁ,K UW
cousaient,k u z ɛ,K UW Z EH
cousais,k u z ɛ,K UW Z EH
cousait,k u z ɛ,K UW Z EH
cousant,k u z ɑ̃,K UW Z AA
couscous,k u s k u s,K UW S K UW S
couscoussière,k u s k u s j ɛ ʁ,K UW S K UW S Y EH
couse,k u z,K UW Z
cousent,k u z,K UW Z
couserans,k u z ʁ ɑ̃,K UW Z AA
couses,k u z,K UW Z
cousez,k u z e,K UW Z EH
cousiez,k u z j e,K UW Z Y EH
cousin,k u z ɛ̃,K UW Z EH
cousine,k u z i n,K UW Z IH N
cousinette,k u z i n ɛ t,K UW Z IH N EH T
cousinettes,k u z i n ɛ t,K UW Z IH N EH T
cousions,k u z j ɔ̃,K UW Z Y AO
cousirent,k u z i ʁ,K UW Z IH
cousisse,k u z i s,K UW Z IH S
cousissent,k u z i s,K UW Z IH S
cousisses,k u z i s,K UW Z IH S
cousissiez,k u z i s j e,K UW Z IH S Y EH
cousissions,k u z i s j ɔ̃,K UW Z IH S Y AO
cousit,k u z i,K UW Z IH
cousons,k u z ɔ̃,K UW Z AO
coussin,k u s ɛ̃,K UW S EH
coussinet,k u s i n ɛ,K UW S IH N EH
coussinette,k u s i n ɛ t,K UW S IH N EH T
coussinettes,k u s i n ɛ t,K UW S IH N EH T
coussiège,k u s j ɛ ʒ,K UW S Y EH ZH
cousu,k u z y,K UW Z
cousus,k u z y,K UW Z
cousîmes,k u z i m,K UW Z IH M
cousît,k u z i,K UW Z IH
cousîtes,k u z i t,K UW Z IH T
cout,k u,K UW
couteau,k u t o,K UW T OH
couteuse,k u t ø z,K UW T Z
coutil,k u t i,K UW T IH
coutume,k u t y m,K UW T M
couture,k u t y ʁ,K UW T
couturier,k u t y ʁ j e,K UW T Y EH
couturière,k u t y ʁ j ɛ ʁ,K UW T Y EH
couvade,k u v a d,K UW V AE D
couvades,k u v a d,K UW V AE D
couvaison,k u v ɛ z ɔ̃,K UW V EH Z AO
couvent,k u v,K UW V
couvent,k u v ɑ̃,K UW V AA
couver,k u v e,K UW V EH
couvercle,k u v ɛ ʁ k l,K UW V EH K L
couvert,k u v ɛ ʁ,K UW V EH
couverture,k u v ɛ ʁ t y ʁ,K UW V EH T
couvrante,k u v ʁ ɑ̃ t,K UW V AA T
couvrir,k u v ʁ i ʁ,K UW V IH
covariance,k ɔ v a ʁ j ɑ̃ s,K AO V AE Y AA S
covid,k ɔ v i d,K AO V IH D
covoiturage,k ɔ v w a t y ʁ a ʒ,K AO V W AE T AE ZH
cowboy,k a w b ɔ j,K AE W B AO Y
cowboy,k o b ɔ j,K OH B AO Y
coyau,k ɔ j o,K AO Y OH
coyote,k ɔ j ɔ t,K AO Y AO T
coïmbre,k ɔ ɛ̃ b ʁ,K AO EH B
coïncidemment,k ɔ ɛ̃ s i d a m ɑ̃,K AO EH S IH D AE M AA
coïncidence,k ɔ ɛ̃ s i d ɑ̃ s,K AO EH S IH D AA S
coïncidentielle,k ɔ ɛ̃ s i d ɑ̃ s j ɛ l,K AO EH S IH D AA S Y EH L
coïncidentiellement,k ɔ ɛ̃ s i d ɑ̃ s j ɛ l m ɑ̃,K AO EH S IH D AA S Y EH L M AA
coïncider,k ɔ ɛ̃ s i d e,K AO EH S IH D EH
coïntéressée,k ɔ ɛ̃ t e ʁ ɛ s e,K AO EH T EH EH S EH
coït,k ɔ i t,K AO IH T
coïts,k ɔ i t,K AO IH T
coût,k u,K UW
coûter,k u t e,K UW T EH
coûteux,k u t ø,K UW T
cpa,s e p e a,S EH P EH AE
cqfd,s e k y ɛ f d e,S EH K EH F D EH
crabe,k ʁ a b,K AE B
crabier,k ʁ a b j e,K AE B Y EH
crachat,k ʁ a ʃ a,K AE SH AE
cracher,k ʁ a ʃ e,K AE SH EH
crachiner,k ʁ a ʃ i n e,K AE SH IH N EH
cracovie,k ʁ a k ɔ v i,K AE K AO V IH
cracovien,k ʁ a k ɔ v j ɛ̃,K AE K AO V Y EH
crade,k ʁ a d,K AE D
craie,k ʁ ɛ,K EH
craigne,k ʁ ɛ ɲ,K EH
craignos,k ʁ ɛ ɲ o s,K EH OH S
craindre,k ʁ ɛ̃ d ʁ,K EH D
crainte,k ʁ ɛ̃ t,K EH T
craintif,k ʁ ɛ̃ t i f,K EH T IH F
craintifs,k ʁ ɛ̃ t i f,K EH T IH F
craintive,k ʁ ɛ̃ t i v,K EH T IH V
craintivement,k ʁ ɛ̃ t i v m ɑ̃,K EH T IH V M AA
craintives,k ʁ ɛ̃ t i v,K EH T IH V
cramer,k ʁ a m e,K AE M EH
cramoisi,k ʁ a m w a z i,K AE M W AE Z IH
crampe,k ʁ ɑ̃ p,K AA P
crampon,k ʁ ɑ̃ p ɔ̃,K AA P AO
cramponner,k ʁ ɑ̃ p ɔ n e,K AA P AO N EH
crampons,k ʁ ɑ̃ p ɔ̃,K AA P AO
cran,k ʁ ɑ̃,K AA
crangba,k ʁ ɑ̃ ŋ b a,K AA NG B AE
craniale,k ʁ a n j a l,K AE N Y AE L
crapahuta,k ʁ a p a y t a,K AE P AE T AE
crapahutai,k ʁ a p a y t e,K AE P AE T EH
crapahutaient,k ʁ a p a y t ɛ,K AE P AE T EH
crapahutais,k ʁ a p a y t ɛ,K AE P AE T EH
crapahutait,k ʁ a p a y t ɛ,K AE P AE T EH
crapahutant,k ʁ a p a y t ɑ̃,K AE P AE T AA
crapahutas,k ʁ a p a y t ɑ,K AE P AE T AA
crapahutasse,k ʁ a p a y t a s,K AE P AE T AE S
crapahutassent,k ʁ a p a y t a s,K AE P AE T AE S
