word,ipa,ARPAbet
kalmistolöytö,k ɑ l m i s t o l ø y̯ t ø,K AA L M IH S T OH L T
kalmo,k ɑ l m o,K AA L M OH
kalmojuuri,k ɑ l m o j uː r i,K AA L M OH Y UW R IH
kalomeli,k ɑ l o m e l i,K AA L OH M EH L IH
kalopsi,k ɑ l o p s i,K AA L OH P S IH
kalori,k ɑ l o r i,K AA L OH R IH
kaloriarvo,k ɑ l o r i ɑ r ʋ o,K AA L OH R IH AA R OH
kalorikki,k ɑ l o r i kː i,K AA L OH R IH K IH
kalorimetria,k ɑ l o r i m e t r i ɑ,K AA L OH R IH M EH T R IH AA
kaloripitoinen,k ɑ l o r i p i t o i̯ n e n,K AA L OH R IH P IH T OH IH N EH N
kaloriton,k ɑ l o r i t o n,K AA L OH R IH T OH N
kalottialue,k ɑ l o tː i ɑ l u eˣ,K AA L OH T IH AA L UW EH
kalpa,k ɑ l p ɑ,K AA L P AA
kalpamiekkailija,k ɑ l p ɑ m i e̯ kː ɑ i̯ l i j ɑ,K AA L P AA M IH EH K AA IH L IH Y AA
kalpamiekkailu,k ɑ l p ɑ m i e̯ kː ɑ i̯ l u,K AA L P AA M IH EH K AA IH L UW
kalparitari,k ɑ l p ɑ r i t ɑ r i,K AA L P AA R IH T AA R IH
kalparitaristo,k ɑ l p ɑ r i t ɑ r i s t o,K AA L P AA R IH T AA R IH S T OH
kalpaveljekset,k ɑ l p ɑ ʋ e l j e k s e t,K AA L P AA EH L Y EH K S EH T
kalpea,k ɑ l p e ɑ,K AA L P EH AA
kalpeaihoinen,k ɑ l p e ɑ i h o i̯ n e n,K AA L P EH AA IH HH OH IH N EH N
kalpeakasvoinen,k ɑ l p e ɑ k ɑ s ʋ o i̯ n e n,K AA L P EH AA K AA S OH IH N EH N
kalpeasti,k ɑ l p e ɑ s t iˣ,K AA L P EH AA S T IH
kalpeneminen,k ɑ l p e n e m i n e n,K AA L P EH N EH M IH N EH N
kalpi,k ɑ l p i,K AA L P IH
kalpi,k ɑ l p iˣ,K AA L P IH
kalsa,k ɑ l s ɑ,K AA L S AA
kalsareisillaan,k ɑ l s ɑ r e i̯ s i lː ɑː n,K AA L S AA R EH IH S IH L AA N
kalsareisilleen,k ɑ l s ɑ r e i̯ s i lː eː n,K AA L S AA R EH IH S IH L EH N
kalsarikänni,k ɑ l s ɑ r i k æ nː i,K AA L S AA R IH K N IH
kalsarikännit,k ɑ l s ɑ r i k æ nː i t,K AA L S AA R IH K N IH T
kalsarisilleen,k ɑ l s ɑ r i s i lː eː n,K AA L S AA R IH S IH L EH N
kalsea,k ɑ l s e ɑˣ,K AA L S EH AA
kalseasti,k ɑ l s e ɑ s t iˣ,K AA L S EH AA S T IH
kalseus,k ɑ l s e u s,K AA L S EH UW S
kalsinointi,k ɑ l s i n o i̯ n t i,K AA L S IH N OH IH N T IH
kalsium,k ɑ l sː i u m,K AA L S IH UW M
kalsiuminestäjä,k ɑ l s i u m i n e s t æ j æ,K AA L S IH UW M IH N EH S T Y
kalsiumkarbidi,k ɑ l s i u m k ɑ r b i d i,K AA L S IH UW M K AA R B IH D IH
kalskahtaa,k ɑ l s k ɑ h t ɑːˣ,K AA L S K AA HH T AA
kalske,k ɑ l s k eˣ,K AA L S K EH
kalsongit,k ɑ l s o ŋː i t,K AA L S OH NG IH T
kalsu,k ɑ l s u,K AA L S UW
kaltainen,k ɑ l t ɑ i̯ n e n,K AA L T AA IH N EH N
kaltaisuus,k ɑ l t ɑ i̯ s uː s,K AA L T AA IH S UW S
kaltevasti,k ɑ l t e ʋ ɑ s t iˣ,K AA L T EH AA S T IH
kaltevointi,k ɑ l t e ʋ o i̯ n t i,K AA L T EH OH IH N T IH
kaltevuuskulma,k ɑ l t e ʋ uː s k u l m ɑ,K AA L T EH UW S K UW L M AA
kaltoin,k ɑ l t o i̯ n,K AA L T OH IH N
kaltoinkohtelu,k ɑ l t o i̯ n k o h t e l u,K AA L T OH IH N K OH HH T EH L UW
kalttaaminen,k ɑ l tː ɑː m i n e n,K AA L T AA M IH N EH N
kalttaus,k ɑ l tː ɑ u s,K AA L T AA UW S
kaltto,k ɑ l tː o,K AA L T OH
kalu,k ɑ l u,K AA L UW
kaluaminen,k ɑ l u ɑ m i n e n,K AA L UW AA M IH N EH N
kalupakki,k ɑ l u p ɑ kː i,K AA L UW P AA K IH
kalustaa,k ɑ l u s t ɑːˣ,K AA L UW S T AA
kalustamaton,k ɑ l u s t ɑ m ɑ t o n,K AA L UW S T AA M AA T OH N
kalustaminen,k ɑ l u s t ɑ m i n e n,K AA L UW S T AA M IH N EH N
kaluste,k ɑ l u s t eˣ,K AA L UW S T EH
kalusteteollisuus,k ɑ l u s t eˣ t e o lː i s uː s,K AA L UW S T EH T EH OH L IH S UW S
kalustettu,k ɑ l u s t e tː u,K AA L UW S T EH T UW
kalustohankinta,k ɑ l u s t o h ɑ ŋ k i n t ɑ,K AA L UW S T OH HH AA NG K IH N T AA
kalustoluettelo,k ɑ l u s t o l u e tː e l o,K AA L UW S T OH L UW EH T EH L OH
kalustopula,k ɑ l u s t o p u l ɑ,K AA L UW S T OH P UW L AA
kalustotappio,k ɑ l u s t o t ɑ pː i o,K AA L UW S T OH T AA P IH OH
kalustovaja,k ɑ l u s t o ʋ ɑ j ɑ,K AA L UW S T OH AA Y AA
kalustus,k ɑ l u s t u s,K AA L UW S T UW S
kaluta,k ɑ l u t ɑˣ,K AA L UW T AA
kaluuna,k ɑ l uː n ɑ,K AA L UW N AA
kaluunanauha,k ɑ l uː n ɑ n ɑ u̯ h ɑ,K AA L UW N AA N AA W HH AA
kalvaa,k ɑ l ʋ ɑːˣ,K AA L AA
kalvain,k ɑ l ʋ ɑ i̯ n,K AA L AA IH N
kalvakkuus,k ɑ l ʋ ɑ kː uː s,K AA L AA K UW S
kalvas,k ɑ l ʋ ɑ s,K AA L AA S
kalvassara,k ɑ l ʋ ɑ s s ɑ r ɑ,K AA L AA S S AA R AA
kalventaa,k ɑ l ʋ e n t ɑː,K AA L EH N T AA
kalventaa,k ɑ l ʋ e n t ɑːˣ,K AA L EH N T AA
kalventua,k ɑ l ʋ e n t u ɑˣ,K AA L EH N T UW AA
kalveta,k ɑ l ʋ e t ɑˣ,K AA L EH T AA
kalvettua,k ɑ l ʋ e tː u ɑˣ,K AA L EH T UW AA
kalvin,k ɑ l ʋ i n,K AA L IH N
kalvinilaisuus,k ɑ l ʋ i n i l ɑ i̯ s uː s,K AA L IH N IH L AA IH S UW S
kalvinistinen,k ɑ l ʋ i n i s t i n e n,K AA L IH N IH S T IH N EH N
kalvo,k ɑ l ʋ o,K AA L OH
kalvoin,k ɑ l ʋ o i̯ n,K AA L OH IH N
kalvopumppu,k ɑ l ʋ o p u m pː u,K AA L OH P UW M P UW
kalvosin,k ɑ l ʋ o s i n,K AA L OH S IH N
kalvosokkelo,k ɑ l ʋ o s o kː e l o,K AA L OH S OH K EH L OH
kalvotekniikka,k ɑ l ʋ o t e k n iː kː ɑ,K AA L OH T EH K N IH K AA
kama,k ɑ m ɑ,K AA M AA
kamala,k ɑ m ɑ l ɑ,K AA M AA L AA
kamalahko,k ɑ m ɑ l ɑ h k o,K AA M AA L AA HH K OH
kamana,k ɑ m ɑ n ɑ,K AA M AA N AA
kamara,k ɑ m ɑ r ɑ,K AA M AA R AA
kamari,k ɑ m ɑ r i,K AA M AA R IH
kamarikuoro,k ɑ m ɑ r i k u o̯ r o,K AA M AA R IH K UW OH R OH
kamarimusiikkiyhtye,k ɑ m ɑ r i m u s iː kː i y h t y eˣ,K AA M AA R IH M UW S IH K IH HH T EH
kamarimuusikko,k ɑ m ɑ r i m uː s i kː o,K AA M AA R IH M UW S IH K OH
kamarineiti,k ɑ m ɑ r i n e i̯ t i,K AA M AA R IH N EH IH T IH
kamarineuvos,k ɑ m ɑ r i n e u̯ ʋ o s,K AA M AA R IH N EH W OH S
kamarinäytelmä,k ɑ m ɑ r i n æ y̯ t e l m æ,K AA M AA R IH N T EH L M
kamariooppera,k ɑ m ɑ r i oː pː e r ɑ,K AA M AA R IH OH P EH R AA
kamarioppinut,k ɑ m ɑ r i o pː i n u t,K AA M AA R IH OH P IH N UW T
kamaripalvelija,k ɑ m ɑ r i p ɑ l ʋ e l i j ɑ,K AA M AA R IH P AA L EH L IH Y AA
kamariteoria,k ɑ m ɑ r i t e o r i ɑ,K AA M AA R IH T EH OH R IH AA
kamariyhtye,k ɑ m ɑ r i y h t y eˣ,K AA M AA R IH HH T EH
kameekoru,k ɑ m eː k o r u,K AA M EH K OH R UW
kameleontti,k ɑ m e l e o n tː i,K AA M EH L EH OH N T IH
kameli,k ɑ m e l i,K AA M EH L IH
kamelia,k ɑ m e l i ɑ,K AA M EH L IH AA
kamelieläin,k ɑ m e l i e l æ i̯ n,K AA M EH L IH EH L IH N
kamelikaravaani,k ɑ m e l i k ɑ r ɑ ʋ ɑː n i,K AA M EH L IH K AA R AA AA N IH
kamelilauma,k ɑ m e l i l ɑ u̯ m ɑ,K AA M EH L IH L AA W M AA
kamelinajaja,k ɑ m e l i n ɑ j ɑ j ɑ,K AA M EH L IH N AA Y AA Y AA
kamelinkarva,k ɑ m e l i n k ɑ r ʋ ɑ,K AA M EH L IH N K AA R AA
kamelinkarvaulsteri,k ɑ m e l i n k ɑ r ʋ ɑ u l s t e r i,K AA M EH L IH N K AA R AA UW L S T EH R IH
kameraalinen,k ɑ m e r ɑː l i n e n,K AA M EH R AA L IH N EH N
kamerakulma,k ɑ m e r ɑ k u l m ɑ,K AA M EH R AA K UW L M AA
kameralaukku,k ɑ m e r ɑ l ɑ u̯ kː u,K AA M EH R AA L AA W K UW
kameramies,k ɑ m e r ɑ m i e̯ s,K AA M EH R AA M IH EH S
kameranauhuri,k ɑ m e r ɑ n ɑ u̯ h u r i,K AA M EH R AA N AA W HH UW R IH
kamerapuhelin,k ɑ m e r ɑ p u h e l i n,K AA M EH R AA P UW HH EH L IH N
kameraseura,k ɑ m e r ɑ s e u̯ r ɑ,K AA M EH R AA S EH W R AA
kamerataide,k ɑ m e r ɑ t ɑ i̯ d eˣ,K AA M EH R AA T AA IH D EH
kameratarkkailu,k ɑ m e r ɑ t ɑ r kː ɑ i̯ l u,K AA M EH R AA T AA R K AA IH L UW
kamferi,k ɑ m f e r i,K AA M F EH R IH
kamferipuu,k ɑ m f e r i p uː,K AA M F EH R IH P UW
kamferitippa,k ɑ m f e r i t i pː ɑ,K AA M F EH R IH T IH P AA
kamiina,k ɑ m iː n ɑ,K AA M IH N AA
kamikazelentäjä,k ɑ m i k ɑ t s e l e n t æ j æ,K AA M IH K AA T S EH L EH N T Y
kamikazelentäjä,k ɑ m i k ɑ z e l e n t æ j æ,K AA M IH K AA Z EH L EH N T Y
kamlotti,k ɑ m l o tː i,K AA M L OH T IH
kammata,k ɑ mː ɑ t ɑˣ,K AA M AA T AA
kammio,k ɑ mː i o,K AA M IH OH
kammiotakykardia,k ɑ mː i o t ɑ k y k ɑ r d i ɑ,K AA M IH OH T AA K K AA R D IH AA
kammiovesi,k ɑ mː i o ʋ e s i,K AA M IH OH EH S IH
kammiovärinä,k ɑ mː i o ʋ æ r i n æ,K AA M IH OH R IH N
kammitsoiminen,k ɑ mː i t s o i̯ m i n e n,K AA M IH T S OH IH M IH N EH N
kammo,k ɑ mː o,K AA M OH
kammoksuttaa,k ɑ mː o k s u tː ɑːˣ,K AA M OH K S UW T AA
kammota,k ɑ mː o t ɑˣ,K AA M OH T AA
kampa,k ɑ m p ɑ,K AA M P AA
kampaajamestari,k ɑ m p ɑː j ɑ m e s t ɑ r i,K AA M P AA Y AA M EH S T AA R IH
kampaajaoppilas,k ɑ m p ɑː j ɑ o pː i l ɑ s,K AA M P AA Y AA OH P IH L AA S
kampaaminen,k ɑ m p ɑː m i n e n,K AA M P AA M IH N EH N
kampakeramiikka,k ɑ m p ɑ k e r ɑ m iː kː ɑ,K AA M P AA K EH R AA M IH K AA
kampaleima,k ɑ m p ɑ l e i̯ m ɑ,K AA M P AA L EH IH M AA
kampanaula,k ɑ m p ɑ n ɑ u̯ l ɑ,K AA M P AA N AA W L AA
kampanisu,k ɑ m p ɑ n i s u,K AA M P AA N IH S UW
kampanja,k ɑ m p ɑ n j ɑ,K AA M P AA N Y AA
kampanja,k ɑ m pː ɑ n j ɑ,K AA M P AA N Y AA
kampanjapäällikkö,k ɑ m pː ɑ n j ɑ p æː lː i kː ø,K AA M P AA N Y AA P L IH K
kampanjoida,k ɑ m pː ɑ n j o i̯ d ɑˣ,K AA M P AA N Y OH IH D AA
kampanjointi,k ɑ m pː ɑ n j o i̯ n t i,K AA M P AA N Y OH IH N T IH
kampasuodin,k ɑ m p ɑ s u o̯ d i n,K AA M P AA S UW OH D IH N
kampasuomu,k ɑ m p ɑ s u o̯ m u,K AA M P AA S UW OH M UW
kampata,k ɑ m p ɑ t ɑˣ,K AA M P AA T AA
kampaus,k ɑ m p ɑ u s,K AA M P AA UW S
kampausgeeli,k ɑ m p ɑ u s ɡ eː l i,K AA M P AA UW S G EH L IH
kampaushyytelö,k ɑ m p ɑ u s h yː t e l ø,K AA M P AA UW S HH T EH L
kampausneste,k ɑ m p ɑ u s n e s t eˣ,K AA M P AA UW S N EH S T EH
kampauspöytä,k ɑ m p ɑ u s p ø y̯ t æ,K AA M P AA UW S P T
kampaviineri,k ɑ m p ɑ ʋ iː n e r i,K AA M P AA IH N EH R IH
kampeaminen,k ɑ m p e ɑ m i n e n,K AA M P EH AA M IH N EH N
kampela,k ɑ m p e l ɑ,K AA M P EH L AA
kampi,k ɑ m p i,K AA M P IH
kampiliira,k ɑ m p i l iː r ɑ,K AA M P IH L IH R AA
kampisarja,k ɑ m p i s ɑ r j ɑ,K AA M P IH S AA R Y AA
kampittaminen,k ɑ m p i tː ɑ m i n e n,K AA M P IH T AA M IH N EH N
kampitus,k ɑ m p i t u s,K AA M P IH T UW S
kamppaaminen,k ɑ m pː ɑː m i n e n,K AA M P AA M IH N EH N
kamppaileminen,k ɑ m pː ɑ i̯ l e m i n e n,K AA M P AA IH L EH M IH N EH N
kamppailija,k ɑ m pː ɑ i̯ l i j ɑ,K AA M P AA IH L IH Y AA
kamppaus,k ɑ m pː ɑ u s,K AA M P AA UW S
kamppi,k ɑ m pː i,K AA M P IH
kamppiaiset,k ɑ m pː i ɑ i̯ s e t,K AA M P IH AA IH S EH T
kampsut,k ɑ m p s u t,K AA M P S UW T
kampurajalka,k ɑ m p u r ɑ j ɑ l k ɑ,K AA M P UW R AA Y AA L K AA
kampurajalkainen,k ɑ m p u r ɑ j ɑ l k ɑ i̯ n e n,K AA M P UW R AA Y AA L K AA IH N EH N
kampus,k ɑ m p u s,K AA M P UW S
kampusalue,k ɑ m p u s ɑ l u eˣ,K AA M P UW S AA L UW EH
kampylobakteeri,k ɑ m p y l o b ɑ k t eː r i,K AA M P L OH B AA K T EH R IH
kamreeri,k ɑ m r eː r i,K AA M R EH R IH
kamu,k ɑ m u,K AA M UW
kana,k ɑ n ɑ,K AA N AA
kanaali,k ɑ n ɑː l i,K AA N AA L IH
kanadalaismies,k ɑ n ɑ d ɑ l ɑ i̯ s m i e̯ s,K AA N AA D AA L AA IH S M IH EH S
kanadalaisnainen,k ɑ n ɑ d ɑ l ɑ i̯ s n ɑ i̯ n e n,K AA N AA D AA L AA IH S N AA IH N EH N
kanadalaisuus,k ɑ n ɑ d ɑ l ɑ i̯ s uː s,K AA N AA D AA L AA IH S UW S
kanadankääpiöpäästäinen,k ɑ n ɑ d ɑ n k æː p i ø p æː s t æ i̯ n e n,K AA N AA D AA N K P IH P S T IH N EH N
kanadanmajava,k ɑ n ɑ d ɑ n m ɑ j ɑ ʋ ɑ,K AA N AA D AA N M AA Y AA AA
kanadanpikkupäästäinen,k ɑ n ɑ d ɑ n p i kː u p æː s t æ i̯ n e n,K AA N AA D AA N P IH K UW P S T IH N EH N
kanadanpuupiikkisika,k ɑ n ɑ d ɑ n p uː p iː kː i s i k ɑ,K AA N AA D AA N P UW P IH K IH S IH K AA
kanadansirri,k ɑ n ɑ d ɑ n s i rː i,K AA N AA D AA N S IH R IH
kanadantylli,k ɑ n ɑ d ɑ n t y lː i,K AA N AA D AA N T L IH
kanadanvaivaishiiri,k ɑ n ɑ d ɑ n ʋ ɑ i̯ ʋ ɑ i̯ s h iː r i,K AA N AA D AA N AA IH AA IH S HH IH R IH
kanadanvireo,k ɑ n ɑ d ɑ n ʋ i r e o,K AA N AA D AA N IH R EH OH
kanaemo,k ɑ n ɑ e m o,K AA N AA EH M OH
kanakarja,k ɑ n ɑ k ɑ r j ɑ,K AA N AA K AA R Y AA
kanakoira,k ɑ n ɑ k o i̯ r ɑ,K AA N AA K OH IH R AA
kanakolera,k ɑ n ɑ k o l e r ɑ,K AA N AA K OH L EH R AA
kanakoppi,k ɑ n ɑ k o pː i,K AA N AA K OH P IH
kanakori,k ɑ n ɑ k o r i,K AA N AA K OH R IH
kanala,k ɑ n ɑ l ɑ,K AA N AA L AA
kanalasagne,k ɑ n ɑ l ɑ s ɑ n j e,K AA N AA L AA S AA N Y EH
kanalasagne,k ɑ n ɑ l ɑ s ɑ ɡ n e,K AA N AA L AA S AA G N EH
kanalauma,k ɑ n ɑ l ɑ u̯ m ɑ,K AA N AA L AA W M AA
kanaliemi,k ɑ n ɑ l i e̯ m i,K AA N AA L IH EH M IH
kanaliemikuutio,k ɑ n ɑ l i e̯ m i k uː t i o,K AA N AA L IH EH M IH K UW T IH OH
kanalja,k ɑ n ɑ l j ɑ,K AA N AA L Y AA
kanamainen,k ɑ n ɑ m ɑ i̯ n e n,K AA N AA M AA IH N EH N
kanamaisesti,k ɑ n ɑ m ɑ i̯ s e s t iˣ,K AA N AA M AA IH S EH S T IH
kanamaisuus,k ɑ n ɑ m ɑ i̯ s uː s,K AA N AA M AA IH S UW S
kananen,k ɑ n ɑ n e n,K AA N AA N EH N
kananhoito,k ɑ n ɑ n h o i̯ t o,K AA N AA N HH OH IH T OH
kananjalostus,k ɑ n ɑ n j ɑ l o s t u s,K AA N AA N Y AA L OH S T UW S
kanankaali,k ɑ n ɑ n k ɑː l i,K AA N AA N K AA L IH
kanankoipi,k ɑ n ɑ n k o i̯ p i,K AA N AA N K OH IH P IH
kananmunakastike,k ɑ n ɑ n m u n ɑ k ɑ s t i k eˣ,K AA N AA N M UW N AA K AA S T IH K EH
kananmunaton,k ɑ n ɑ n m u n ɑ t o n,K AA N AA N M UW N AA T OH N
kananpaisti,k ɑ n ɑ n p ɑ i̯ s t i,K AA N AA N P AA IH S T IH
kananpesä,k ɑ n ɑ n p e s æ,K AA N AA N P EH S
kananpoikanen,k ɑ n ɑ n p o i̯ k ɑ n e n,K AA N AA N P OH IH K AA N EH N
kananpää,k ɑ n ɑ n p æː,K AA N AA N P
kananrinta,k ɑ n ɑ n r i n t ɑ,K AA N AA N R IH N T AA
kananruoka,k ɑ n ɑ n r u o̯ k ɑ,K AA N AA N R UW OH K AA
kanansiipi,k ɑ n ɑ n s iː p i,K AA N AA N S IH P IH
kananugetti,k ɑ n ɑ n u ɡ e tː i,K AA N AA N UW G EH T IH
kanapihvi,k ɑ n ɑ p i h ʋ i,K AA N AA P IH HH IH
kanarianhemppo,k ɑ n ɑ r i ɑ n h e m pː o,K AA N AA R IH AA N HH EH M P OH
kanariankeltainen,k ɑ n ɑ r i ɑ n k e l t ɑ i̯ n e n,K AA N AA R IH AA N K EH L T AA IH N EH N
kanariankirvinen,k ɑ n ɑ r i ɑ n k i r ʋ i n e n,K AA N AA R IH AA N K IH R IH N EH N
kanariankyyhky,k ɑ n ɑ r i ɑ n k yː h k y,K AA N AA R IH AA N K HH K
kanarianpeippo,k ɑ n ɑ r i ɑ n p e i̯ pː o,K AA N AA R IH AA N P EH IH P OH
kanariantasku,k ɑ n ɑ r i ɑ n t ɑ s k u,K AA N AA R IH AA N T AA S K UW
kanarisotto,k ɑ n ɑ r i s o tː o,K AA N AA R IH S OH T OH
kanarotu,k ɑ n ɑ r o t u,K AA N AA R OH T UW
kanaruoka,k ɑ n ɑ r u o̯ k ɑ,K AA N AA R UW OH K AA
kanarutto,k ɑ n ɑ r u tː o,K AA N AA R UW T OH
kanasalaatti,k ɑ n ɑ s ɑ l ɑː tː i,K AA N AA S AA L AA T IH
kanasta,k ɑ n ɑ s t ɑ,K AA N AA S T AA
kanatalous,k ɑ n ɑ t ɑ l o u s,K AA N AA T AA L OH UW S
kanatarha,k ɑ n ɑ t ɑ r h ɑ,K AA N AA T AA R HH AA
kanatuberkuloosi,k ɑ n ɑ t u b e r k u l oː s i,K AA N AA T UW B EH R K UW L OH S IH
kanatäi,k ɑ n ɑ t æ i̯,K AA N AA T IH
kanava,k ɑ n ɑ ʋ ɑ,K AA N AA AA
kanavakirjonta,k ɑ n ɑ ʋ ɑ k i r j o n t ɑ,K AA N AA AA K IH R Y OH N T AA
kanavaliikenne,k ɑ n ɑ ʋ ɑ l iː k e nː eˣ,K AA N AA AA L IH K EH N EH
kanavamaksu,k ɑ n ɑ ʋ ɑ m ɑ k s u,K AA N AA AA M AA K S UW
kanavaneula,k ɑ n ɑ ʋ ɑ n e u̯ l ɑ,K AA N AA AA N EH W L AA
kanavanvalitsin,k ɑ n ɑ ʋ ɑ n ʋ ɑ l i t s i n,K AA N AA AA N AA L IH T S IH N
kanavaproteiini,k ɑ n ɑ ʋ ɑ p r o t e i̯ː n i,K AA N AA AA P R OH T EH IH N IH
kanavapujottelu,k ɑ n ɑ ʋ ɑ p u j o tː e l u,K AA N AA AA P UW Y OH T EH L UW
kanavaras,k ɑ n ɑ ʋ ɑ r ɑ s,K AA N AA AA R AA S
kanavasulku,k ɑ n ɑ ʋ ɑ s u l k u,K AA N AA AA S UW L K UW
kanavasäde,k ɑ n ɑ ʋ ɑ s æ d eˣ,K AA N AA AA S D EH
kanavatransistori,k ɑ n ɑ ʋ ɑ t r ɑ n s i s t o r i,K AA N AA AA T R AA N S IH S T OH R IH
kanavaverkko,k ɑ n ɑ ʋ ɑ ʋ e r kː o,K AA N AA AA EH R K OH
kanavaverkosto,k ɑ n ɑ ʋ ɑ ʋ e r k o s t o,K AA N AA AA EH R K OH S T OH
kanavisto,k ɑ n ɑ ʋ i s t o,K AA N AA IH S T OH
kandela,k ɑ n d e l ɑ,K AA N D EH L AA
kandidaatintutkinto,k ɑ n d i d ɑː t i n t u t k i n t o,K AA N D IH D AA T IH N T UW T K IH N T OH
kaneetti,k ɑ n eː tː i,K AA N EH T IH
kaneli,k ɑ n e l i,K AA N EH L IH
kanelikierre,k ɑ n e l i k i e̯ rː eˣ,K AA N EH L IH K IH EH R EH
kanelikivi,k ɑ n e l i k i ʋ i,K AA N EH L IH K IH IH
kanelikorppu,k ɑ n e l i k o r pː u,K AA N EH L IH K OH R P UW
kanelinkuori,k ɑ n e l i n k u o̯ r i,K AA N EH L IH N K UW OH R IH
kanelisorsa,k ɑ n e l i s o r s ɑ,K AA N EH L IH S OH R S AA
kaneliöljy,k ɑ n e l i ø l j y,K AA N EH L IH L Y
kanerva,k ɑ n e r ʋ ɑ,K AA N EH R AA
kanervakasvi,k ɑ n e r ʋ ɑ k ɑ s ʋ i,K AA N EH R AA K AA S IH
kanervakäärme,k ɑ n e r ʋ ɑ k æː r m eˣ,K AA N EH R AA K R M EH
kanervankukka,k ɑ n e r ʋ ɑ n k u kː ɑ,K AA N EH R AA N K UW K AA
kanervanummi,k ɑ n e r ʋ ɑ n u mː i,K AA N EH R AA N UW M IH
kanervatyyppi,k ɑ n e r ʋ ɑ t yː pː i,K AA N EH R AA T P IH
kanervisto,k ɑ n e r ʋ i s t o,K AA N EH R IH S T OH
kangas,k ɑ ŋː ɑ s,K AA NG AA S
kangasala,k ɑ ŋː ɑ s ɑ l ɑ,K AA NG AA S AA L AA
kangasalalainen,k ɑ ŋː ɑ s ɑ l ɑ l ɑ i̯ n e n,K AA NG AA S AA L AA L AA IH N EH N
kangashumus,k ɑ ŋː ɑ s h u m u s,K AA NG AA S HH UW M UW S
kangaskansi,k ɑ ŋː ɑ s k ɑ n s i,K AA NG AA S K AA N S IH
kangaskantinen,k ɑ ŋː ɑ s k ɑ n t i n e n,K AA NG AA S K AA N T IH N EH N
kangaskassi,k ɑ ŋː ɑ s k ɑ sː i,K AA NG AA S K AA S IH
kangaskauppa,k ɑ ŋː ɑ s k ɑ u̯ pː ɑ,K AA NG AA S K AA W P AA
kangaskenkä,k ɑ ŋː ɑ s k e ŋ k æ,K AA NG AA S K EH NG K
kangaskiuru,k ɑ ŋː ɑ s k i u̯ r u,K AA NG AA S K IH W R UW
kangaskorte,k ɑ ŋː ɑ s k o r t eˣ,K AA NG AA S K OH R T EH
kangaslaatu,k ɑ ŋː ɑ s l ɑː t u,K AA NG AA S L AA T UW
kangaslaji,k ɑ ŋː ɑ s l ɑ j i,K AA NG AA S L AA Y IH
kangasliike,k ɑ ŋː ɑ s l iː k eˣ,K AA NG AA S L IH K EH
kangasliima,k ɑ ŋː ɑ s l iː m ɑ,K AA NG AA S L IH M AA
kangasmaa,k ɑ ŋː ɑ s m ɑː,K AA NG AA S M AA
kangasmetsä,k ɑ ŋː ɑ s m e t s æ,K AA NG AA S M EH T S
kangasmyymälä,k ɑ ŋː ɑ s m yː m æ l æ,K AA NG AA S M M L
kangasniemeläinen,k ɑ ŋː ɑ s n i e̯ m e l æ i̯ n e n,K AA NG AA S N IH EH M EH L IH N EH N
kangasniemi,k ɑ ŋː ɑ s n i e̯ m i,K AA NG AA S N IH EH M IH
kangaspaino,k ɑ ŋː ɑ s p ɑ i̯ n o,K AA NG AA S P AA IH N OH
kangaspala,k ɑ ŋː ɑ s p ɑ l ɑ,K AA NG AA S P AA L AA
kangasperhonen,k ɑ ŋː ɑ s p e r h o n e n,K AA NG AA S P EH R HH OH N EH N
kangaspäällys,k ɑ ŋː ɑ s p æː lː y s,K AA NG AA S P L S
kangaspäällysteinen,k ɑ ŋː ɑ s p æː lː y s t e i̯ n e n,K AA NG AA S P L S T EH IH N EH N
kangasräme,k ɑ ŋː ɑ s r æ m eˣ,K AA NG AA S R M EH
kangassinisiipi,k ɑ ŋː ɑ s s i n i s iː p i,K AA NG AA S S IH N IH S IH P IH
kangastaa,k ɑ ŋː ɑ s t ɑːˣ,K AA NG AA S T AA
kangastakki,k ɑ ŋː ɑ s t ɑ kː i,K AA NG AA S T AA K IH
kangastapetti,k ɑ ŋː ɑ s t ɑ p e tː i,K AA NG AA S T AA P EH T IH
kangastatti,k ɑ ŋː ɑ s t ɑ tː i,K AA NG AA S T AA T IH
kangastella,k ɑ ŋː ɑ s t e lː ɑˣ,K AA NG AA S T EH L AA
kangasteollisuus,k ɑ ŋː ɑ s t e o lː i s uː s,K AA NG AA S T EH OH L IH S UW S
kangastilkku,k ɑ ŋː ɑ s t i l kː u,K AA NG AA S T IH L K UW
kangasturve,k ɑ ŋː ɑ s t u r ʋ eˣ,K AA NG AA S T UW R EH
kangastus,k ɑ ŋː ɑ s t u s,K AA NG AA S T UW S
kangasvuokko,k ɑ ŋː ɑ s ʋ u o̯ kː o,K AA NG AA S UW OH K OH
kangerrella,k ɑ ŋː e rː e lː ɑˣ,K AA NG EH R EH L AA
kangerrus,k ɑ ŋː e rː u s,K AA NG EH R UW S
kangertaa,k ɑ ŋː e r t ɑː,K AA NG EH R T AA
kangertaa,k ɑ ŋː e r t ɑːˣ,K AA NG EH R T AA
kangertaminen,k ɑ ŋː e r t ɑ m i n e n,K AA NG EH R T AA M IH N EH N
kangertelu,k ɑ ŋː e r t e l u,K AA NG EH R T EH L UW
kangistuminen,k ɑ ŋː i s t u m i n e n,K AA NG IH S T UW M IH N EH N
